product_id,sku_code,product_name,product_category,uom,temperature_class,unit_weight_kg,unit_cubic_m,dangerous_goods_class,is_active
488,SKU-00488,PHARMACEUTICALS-B-48PK-4020,Pharmaceuticals,Cartons,Ambient,15.03,0.0494,None,1
489,SKU-00489,INDUSTRIAL-A-12PK-2819,Industrial Consumables,Pallets,Ambient,16.94,0.0564,None,1
490,SKU-00490,CHILLED-A-12PK-1741,Chilled Food,Cartons,Chilled,2.02,0.0108,None,1
491,SKU-00491,INDUSTRIAL-PRM-12PK-6992,Industrial Consumables,Pallets,Ambient,7.85,0.0356,None,1
492,SKU-00492,CHILLED-A-12PK-5806,Chilled Food,Cartons,Chilled,7.3,0.0361,None,1
493,SKU-00493,HOMEWARES-A-1EA-4149,Homewares,Cartons,Ambient,8.65,0.0354,None,1
494,SKU-00494,ELECTRONICS-B-12PK-9661,Electronics,Cartons,Ambient,4.4,0.0183,None,1
495,SKU-00495,BUILDING-B-24PK-6626,Building Materials,Pallets,Ambient,44.1,0.2071,None,1
496,SKU-00496,APPAREL-STD-1EA-7108,Apparel,Cartons,Ambient,3.6,0.0183,None,1
497,SKU-00497,FROZEN-PRM-48PK-7258,Frozen Food,Cartons,Frozen,27.53,0.0915,None,1
498,SKU-00498,MINING-STD-24PK-3775,Mining Consumables,Pallets,Ambient,8.85,0.0287,None,1
499,SKU-00499,BUILDING-A-48PK-1126,Building Materials,Pallets,Ambient,24.5,0.1179,None,1
500,SKU-00500,APPAREL-STD-1EA-5926,Apparel,Cartons,Ambient,3.49,0.0131,Class 3 Flammable,1
501,SKU-00501,AMBIENT-A-48PK-4073,Ambient Grocery,Cartons,Ambient,4.26,0.023,Class 3 Flammable,1
502,SKU-00502,ELECTRONICS-A-24PK-7404,Electronics,Cartons,Ambient,9.69,0.0322,None,1
503,SKU-00503,AUTO-PRM-48PK-9867,Auto Parts,Pallets,Ambient,31.22,0.1298,None,1
504,SKU-00504,CHILLED-PRM-24PK-6131,Chilled Food,Cartons,Chilled,13.13,0.0532,None,1
505,SKU-00505,ELECTRONICS-B-12PK-3916,Electronics,Cartons,Ambient,12.04,0.0398,Class 9 Misc,1
506,SKU-00506,HOMEWARES-A-6PK-7371,Homewares,Cartons,Ambient,22.65,0.0716,None,1
507,SKU-00507,MINING-B-6PK-1841,Mining Consumables,Pallets,Ambient,15.62,0.0518,None,1
508,SKU-00508,BUILDING-STD-12PK-2173,Building Materials,Pallets,Ambient,22.56,0.0944,Class 8 Corrosive,1
509,SKU-00509,BUILDING-STD-12PK-1604,Building Materials,Pallets,Ambient,3.04,0.0128,None,1
510,SKU-00510,AMBIENT-PRM-6PK-9160,Ambient Grocery,Cartons,Ambient,16.01,0.0574,None,1
511,SKU-00511,BUILDING-PRM-48PK-3558,Building Materials,Pallets,Ambient,2.94,0.0096,None,1
512,SKU-00512,INDUSTRIAL-PRM-1EA-5822,Industrial Consumables,Pallets,Ambient,10.49,0.0383,None,1
513,SKU-00513,INDUSTRIAL-STD-1EA-5506,Industrial Consumables,Pallets,Ambient,3.07,0.0116,None,1
514,SKU-00514,PHARMACEUTICALS-B-1EA-7522,Pharmaceuticals,Cartons,Chilled,10.64,0.038,None,1
515,SKU-00515,PHARMACEUTICALS-STD-12PK-4456,Pharmaceuticals,Cartons,Chilled,3.18,0.0173,None,1
516,SKU-00516,BUILDING-PRM-6PK-7915,Building Materials,Pallets,Ambient,4.4,0.0158,None,1
517,SKU-00517,FROZEN-STD-1EA-8917,Frozen Food,Cartons,Frozen,7.37,0.0299,None,1
518,SKU-00518,BEVERAGES-PRM-12PK-8592,Beverages,Pallets,Ambient,2.53,0.0131,None,1
519,SKU-00519,APPAREL-PRM-6PK-2976,Apparel,Cartons,Ambient,25.34,0.1081,None,1
520,SKU-00520,PHARMACEUTICALS-STD-1EA-5044,Pharmaceuticals,Cartons,Chilled,20.03,0.0667,None,1
521,SKU-00521,ELECTRONICS-B-24PK-8589,Electronics,Cartons,Ambient,4.16,0.0191,None,1
522,SKU-00522,AMBIENT-A-1EA-4143,Ambient Grocery,Cartons,Ambient,19.97,0.1041,None,1
523,SKU-00523,CHILLED-STD-12PK-8925,Chilled Food,Cartons,Chilled,9.01,0.0284,Class 8 Corrosive,1
524,SKU-00524,BEVERAGES-STD-24PK-2577,Beverages,Pallets,Ambient,6.34,0.0335,None,1
525,SKU-00525,AUTO-STD-24PK-3973,Auto Parts,Pallets,Ambient,31.74,0.1501,None,1
526,SKU-00526,INDUSTRIAL-STD-24PK-1373,Industrial Consumables,Pallets,Ambient,13.35,0.0694,None,1
527,SKU-00527,AMBIENT-B-6PK-2530,Ambient Grocery,Cartons,Ambient,4.82,0.0194,None,1
528,SKU-00528,APPAREL-STD-12PK-2809,Apparel,Cartons,Ambient,8.48,0.034,None,1
529,SKU-00529,HOMEWARES-B-12PK-7499,Homewares,Cartons,Ambient,14.19,0.0774,None,1
530,SKU-00530,ELECTRONICS-B-1EA-9871,Electronics,Cartons,Ambient,6.22,0.0246,None,1
531,SKU-00531,BUILDING-A-12PK-7219,Building Materials,Pallets,Ambient,16.7,0.0527,Class 3 Flammable,1
532,SKU-00532,INDUSTRIAL-A-48PK-7725,Industrial Consumables,Pallets,Ambient,8.79,0.0291,None,1
533,SKU-00533,CHILLED-B-1EA-3978,Chilled Food,Cartons,Chilled,16.86,0.0707,None,1
534,SKU-00534,PHARMACEUTICALS-B-6PK-7278,Pharmaceuticals,Cartons,Chilled,2.54,0.0082,None,1
535,SKU-00535,AMBIENT-B-12PK-1106,Ambient Grocery,Cartons,Ambient,15.42,0.0585,None,1
536,SKU-00536,APPAREL-PRM-12PK-9645,Apparel,Cartons,Ambient,13.11,0.0509,None,1
537,SKU-00537,HOMEWARES-PRM-48PK-5679,Homewares,Cartons,Ambient,7.15,0.0245,None,1
538,SKU-00538,INDUSTRIAL-PRM-24PK-5718,Industrial Consumables,Pallets,Ambient,18.86,0.0713,None,1
539,SKU-00539,BEVERAGES-B-48PK-5653,Beverages,Pallets,Ambient,14.54,0.0487,None,1
540,SKU-00540,BEVERAGES-A-12PK-8277,Beverages,Pallets,Ambient,11.71,0.0482,None,1
541,SKU-00541,AMBIENT-B-1EA-6189,Ambient Grocery,Cartons,Ambient,28.16,0.1063,None,1
542,SKU-00542,AUTO-B-1EA-2272,Auto Parts,Pallets,Ambient,12.13,0.0633,None,1
543,SKU-00543,BUILDING-PRM-24PK-1057,Building Materials,Pallets,Ambient,18.24,0.0663,None,1
544,SKU-00544,MINING-PRM-24PK-3214,Mining Consumables,Pallets,Ambient,5.66,0.0196,Class 9 Misc,1
545,SKU-00545,PHARMACEUTICALS-PRM-48PK-4831,Pharmaceuticals,Cartons,Ambient,24.43,0.118,Class 3 Flammable,1
546,SKU-00546,HOMEWARES-A-1EA-7669,Homewares,Cartons,Ambient,15.4,0.0488,None,1
547,SKU-00547,CHILLED-A-24PK-1421,Chilled Food,Cartons,Chilled,15.18,0.0534,None,1
548,SKU-00548,INDUSTRIAL-PRM-12PK-3545,Industrial Consumables,Pallets,Ambient,8.52,0.0361,None,1
549,SKU-00549,BUILDING-B-12PK-1452,Building Materials,Pallets,Ambient,8.13,0.0332,None,1
550,SKU-00550,CHILLED-STD-12PK-8752,Chilled Food,Cartons,Chilled,14.54,0.0643,None,1
551,SKU-00551,APPAREL-A-6PK-1506,Apparel,Cartons,Ambient,24.39,0.0843,None,1
552,SKU-00552,FROZEN-PRM-6PK-9888,Frozen Food,Cartons,Frozen,6.99,0.0233,None,1
553,SKU-00553,ELECTRONICS-PRM-12PK-2749,Electronics,Cartons,Ambient,22.76,0.0959,None,1
554,SKU-00554,HOMEWARES-PRM-1EA-4115,Homewares,Cartons,Ambient,8.65,0.0315,None,1
555,SKU-00555,BEVERAGES-PRM-1EA-7090,Beverages,Pallets,Ambient,11.28,0.0473,None,1
556,SKU-00556,PHARMACEUTICALS-STD-6PK-3298,Pharmaceuticals,Cartons,Ambient,17.77,0.0638,None,1
557,SKU-00557,AMBIENT-A-48PK-9960,Ambient Grocery,Cartons,Ambient,10.2,0.0413,None,1
558,SKU-00558,HOMEWARES-PRM-12PK-5326,Homewares,Cartons,Ambient,7.82,0.043,None,1
559,SKU-00559,BUILDING-STD-6PK-1057,Building Materials,Pallets,Ambient,11.65,0.0518,Class 8 Corrosive,1
560,SKU-00560,MINING-STD-6PK-7593,Mining Consumables,Pallets,Ambient,19.66,0.0726,None,1
561,SKU-00561,AUTO-PRM-24PK-5832,Auto Parts,Pallets,Ambient,15.46,0.0803,None,1
562,SKU-00562,AMBIENT-A-1EA-5710,Ambient Grocery,Cartons,Ambient,6.59,0.021,None,1
563,SKU-00563,BEVERAGES-STD-12PK-1290,Beverages,Pallets,Ambient,40.48,0.1691,Class 8 Corrosive,1
564,SKU-00564,FROZEN-B-24PK-7216,Frozen Food,Cartons,Frozen,3.7,0.0175,None,1
565,SKU-00565,AMBIENT-B-6PK-1966,Ambient Grocery,Cartons,Ambient,13.21,0.0695,Class 8 Corrosive,1
566,SKU-00566,BUILDING-PRM-6PK-3946,Building Materials,Pallets,Ambient,4.71,0.0195,None,1
567,SKU-00567,BEVERAGES-A-24PK-8983,Beverages,Pallets,Ambient,15.28,0.05,None,1
568,SKU-00568,AUTO-PRM-1EA-3899,Auto Parts,Pallets,Ambient,23.77,0.0863,None,1
569,SKU-00569,CHILLED-A-24PK-5442,Chilled Food,Cartons,Chilled,13.31,0.0458,None,1
570,SKU-00570,MINING-PRM-6PK-6741,Mining Consumables,Pallets,Ambient,5.07,0.0276,None,1
571,SKU-00571,AMBIENT-PRM-1EA-1430,Ambient Grocery,Cartons,Ambient,9.87,0.0366,None,1
572,SKU-00572,BEVERAGES-A-1EA-9954,Beverages,Pallets,Ambient,6.63,0.0245,Class 3 Flammable,1
573,SKU-00573,MINING-A-48PK-3055,Mining Consumables,Pallets,Ambient,9.93,0.0313,None,1
574,SKU-00574,APPAREL-B-24PK-3152,Apparel,Cartons,Ambient,1.75,0.0061,None,1
575,SKU-00575,PHARMACEUTICALS-B-1EA-4954,Pharmaceuticals,Cartons,Ambient,21.21,0.0965,None,1
576,SKU-00576,BUILDING-B-12PK-1985,Building Materials,Pallets,Ambient,1.75,0.0077,None,1
577,SKU-00577,HOMEWARES-STD-6PK-1423,Homewares,Cartons,Ambient,9.47,0.052,None,1
578,SKU-00578,AUTO-A-24PK-9760,Auto Parts,Pallets,Ambient,5.52,0.0233,None,1
579,SKU-00579,BEVERAGES-STD-1EA-3131,Beverages,Pallets,Ambient,6.75,0.0331,Class 8 Corrosive,1
580,SKU-00580,HOMEWARES-B-12PK-6136,Homewares,Cartons,Ambient,8.69,0.0344,None,1
581,SKU-00581,CHILLED-B-6PK-9300,Chilled Food,Cartons,Chilled,21.59,0.0992,None,1
582,SKU-00582,BUILDING-A-6PK-8279,Building Materials,Pallets,Ambient,4.79,0.0179,None,1
583,SKU-00583,MINING-STD-1EA-5362,Mining Consumables,Pallets,Ambient,3.48,0.0121,None,1
584,SKU-00584,CHILLED-A-24PK-6941,Chilled Food,Cartons,Chilled,2.59,0.0098,None,1
585,SKU-00585,ELECTRONICS-PRM-6PK-4574,Electronics,Cartons,Ambient,14.3,0.0456,None,1
586,SKU-00586,APPAREL-A-12PK-4745,Apparel,Cartons,Ambient,11.93,0.0586,None,1
587,SKU-00587,CHILLED-PRM-12PK-9783,Chilled Food,Cartons,Chilled,20.42,0.0736,None,1
588,SKU-00588,AMBIENT-A-24PK-2372,Ambient Grocery,Cartons,Ambient,5.73,0.0295,None,1
589,SKU-00589,INDUSTRIAL-STD-12PK-2537,Industrial Consumables,Pallets,Ambient,25.18,0.0914,None,1
590,SKU-00590,MINING-A-48PK-4146,Mining Consumables,Pallets,Ambient,16.25,0.0513,None,1
591,SKU-00591,APPAREL-A-24PK-9691,Apparel,Cartons,Ambient,18.2,0.0599,Class 8 Corrosive,1
592,SKU-00592,INDUSTRIAL-STD-6PK-6680,Industrial Consumables,Pallets,Ambient,13.5,0.0567,Class 3 Flammable,1
593,SKU-00593,BUILDING-B-24PK-9776,Building Materials,Pallets,Ambient,6.05,0.0336,None,1
594,SKU-00594,AMBIENT-A-48PK-9394,Ambient Grocery,Cartons,Ambient,19.15,0.0798,None,1
595,SKU-00595,AUTO-B-48PK-6212,Auto Parts,Pallets,Ambient,5.07,0.0192,None,1
596,SKU-00596,AMBIENT-PRM-48PK-1224,Ambient Grocery,Cartons,Ambient,7.92,0.0334,None,1
597,SKU-00597,HOMEWARES-PRM-1EA-7740,Homewares,Cartons,Ambient,14.1,0.0446,None,1
598,SKU-00598,BEVERAGES-B-48PK-2305,Beverages,Pallets,Ambient,9.08,0.0296,Class 3 Flammable,1
599,SKU-00599,INDUSTRIAL-STD-24PK-5714,Industrial Consumables,Pallets,Ambient,6.32,0.0288,None,1
600,SKU-00600,APPAREL-A-48PK-9731,Apparel,Cartons,Ambient,4.63,0.0174,None,1
601,SKU-00601,BEVERAGES-PRM-48PK-1733,Beverages,Pallets,Ambient,7.47,0.0409,Class 9 Misc,1
602,SKU-00602,PHARMACEUTICALS-STD-6PK-4744,Pharmaceuticals,Cartons,Chilled,8.08,0.0291,Class 9 Misc,1
603,SKU-00603,INDUSTRIAL-PRM-12PK-1659,Industrial Consumables,Pallets,Ambient,3.96,0.0199,None,1
604,SKU-00604,INDUSTRIAL-STD-1EA-3873,Industrial Consumables,Pallets,Ambient,8.2,0.0362,None,1
605,SKU-00605,AUTO-STD-24PK-6474,Auto Parts,Pallets,Ambient,10.79,0.0552,None,1
606,SKU-00606,INDUSTRIAL-B-48PK-1400,Industrial Consumables,Pallets,Ambient,7.24,0.0402,None,1
607,SKU-00607,INDUSTRIAL-B-48PK-6174,Industrial Consumables,Pallets,Ambient,21.47,0.0828,Class 3 Flammable,1
608,SKU-00608,AUTO-B-6PK-4424,Auto Parts,Pallets,Ambient,33.25,0.1252,None,1
609,SKU-00609,MINING-B-12PK-5964,Mining Consumables,Pallets,Ambient,14.95,0.0505,None,1
610,SKU-00610,BEVERAGES-B-12PK-5003,Beverages,Pallets,Ambient,3.87,0.0206,None,1
611,SKU-00611,ELECTRONICS-STD-12PK-6622,Electronics,Cartons,Ambient,17.5,0.0656,None,1
612,SKU-00612,INDUSTRIAL-A-48PK-8668,Industrial Consumables,Pallets,Ambient,14.62,0.0778,None,1
613,SKU-00613,BUILDING-STD-1EA-1233,Building Materials,Pallets,Ambient,6.07,0.0191,None,1
614,SKU-00614,AMBIENT-B-12PK-8309,Ambient Grocery,Cartons,Ambient,17.36,0.0621,None,1
615,SKU-00615,BEVERAGES-STD-24PK-7114,Beverages,Pallets,Ambient,12.98,0.0619,None,1
616,SKU-00616,AUTO-B-48PK-9832,Auto Parts,Pallets,Ambient,19.16,0.092,None,1
617,SKU-00617,INDUSTRIAL-STD-24PK-4438,Industrial Consumables,Pallets,Ambient,10.0,0.0516,None,1
618,SKU-00618,AUTO-B-24PK-5692,Auto Parts,Pallets,Ambient,26.68,0.0844,Class 3 Flammable,1
619,SKU-00619,AUTO-B-1EA-3807,Auto Parts,Pallets,Ambient,31.93,0.115,None,1
620,SKU-00620,BUILDING-B-24PK-1987,Building Materials,Pallets,Ambient,12.79,0.0412,None,1
621,SKU-00621,FROZEN-PRM-24PK-6912,Frozen Food,Cartons,Frozen,9.91,0.031,None,1
622,SKU-00622,INDUSTRIAL-A-6PK-9436,Industrial Consumables,Pallets,Ambient,14.86,0.0519,None,1
623,SKU-00623,BUILDING-PRM-12PK-8991,Building Materials,Pallets,Ambient,4.39,0.014,None,1
624,SKU-00624,MINING-A-6PK-1909,Mining Consumables,Pallets,Ambient,13.71,0.061,None,1
625,SKU-00625,INDUSTRIAL-A-1EA-5478,Industrial Consumables,Pallets,Ambient,4.22,0.0162,None,1
626,SKU-00626,MINING-STD-1EA-7336,Mining Consumables,Pallets,Ambient,6.58,0.0276,None,1
627,SKU-00627,MINING-A-1EA-7552,Mining Consumables,Pallets,Ambient,9.92,0.0364,None,1
628,SKU-00628,PHARMACEUTICALS-PRM-6PK-9762,Pharmaceuticals,Cartons,Ambient,2.33,0.0088,Class 9 Misc,1
629,SKU-00629,BEVERAGES-B-1EA-8909,Beverages,Pallets,Ambient,6.56,0.0248,None,1
630,SKU-00630,AUTO-STD-12PK-9924,Auto Parts,Pallets,Ambient,17.35,0.0836,None,1
631,SKU-00631,BEVERAGES-A-48PK-9279,Beverages,Pallets,Ambient,3.42,0.0129,None,1
632,SKU-00632,AMBIENT-PRM-1EA-2658,Ambient Grocery,Cartons,Ambient,17.23,0.0807,None,1
633,SKU-00633,PHARMACEUTICALS-A-48PK-8839,Pharmaceuticals,Cartons,Chilled,11.69,0.0479,None,1
634,SKU-00634,APPAREL-A-1EA-3819,Apparel,Cartons,Ambient,19.97,0.1058,None,1
635,SKU-00635,MINING-B-6PK-9946,Mining Consumables,Pallets,Ambient,9.1,0.0336,None,1
636,SKU-00636,APPAREL-A-1EA-8408,Apparel,Cartons,Ambient,27.12,0.0873,Class 9 Misc,1
637,SKU-00637,AUTO-A-1EA-7434,Auto Parts,Pallets,Ambient,7.37,0.0328,None,1
638,SKU-00638,CHILLED-B-6PK-4695,Chilled Food,Cartons,Chilled,12.66,0.0516,None,1
639,SKU-00639,MINING-PRM-24PK-5461,Mining Consumables,Pallets,Ambient,15.93,0.0513,None,1
640,SKU-00640,ELECTRONICS-STD-24PK-8412,Electronics,Cartons,Ambient,13.65,0.0525,None,1
641,SKU-00641,HOMEWARES-A-48PK-6351,Homewares,Cartons,Ambient,3.4,0.0154,None,1
642,SKU-00642,HOMEWARES-A-24PK-2532,Homewares,Cartons,Ambient,4.09,0.0172,None,1
643,SKU-00643,BUILDING-B-24PK-8772,Building Materials,Pallets,Ambient,7.71,0.0359,None,1
644,SKU-00644,BEVERAGES-PRM-1EA-5166,Beverages,Pallets,Ambient,14.78,0.0649,None,1
645,SKU-00645,FROZEN-PRM-1EA-8684,Frozen Food,Cartons,Frozen,16.8,0.0928,None,1
646,SKU-00646,ELECTRONICS-STD-24PK-6901,Electronics,Cartons,Ambient,33.5,0.1795,None,1
647,SKU-00647,FROZEN-A-24PK-7007,Frozen Food,Cartons,Frozen,6.59,0.0259,None,1
648,SKU-00648,CHILLED-A-12PK-7112,Chilled Food,Cartons,Chilled,10.63,0.045,None,1
649,SKU-00649,MINING-PRM-1EA-7853,Mining Consumables,Pallets,Ambient,3.2,0.0172,Class 8 Corrosive,1
650,SKU-00650,INDUSTRIAL-A-6PK-3312,Industrial Consumables,Pallets,Ambient,18.91,0.0849,None,1
651,SKU-00651,PHARMACEUTICALS-STD-12PK-9792,Pharmaceuticals,Cartons,Chilled,9.39,0.0431,None,1
652,SKU-00652,ELECTRONICS-B-48PK-8763,Electronics,Cartons,Ambient,18.0,0.0697,None,1
653,SKU-00653,BEVERAGES-A-12PK-1906,Beverages,Pallets,Ambient,8.65,0.038,Class 3 Flammable,1
654,SKU-00654,AUTO-A-6PK-4865,Auto Parts,Pallets,Ambient,19.18,0.0908,None,1
655,SKU-00655,MINING-A-12PK-6639,Mining Consumables,Pallets,Ambient,2.0,0.0063,Class 8 Corrosive,1
656,SKU-00656,AUTO-STD-12PK-2665,Auto Parts,Pallets,Ambient,1.78,0.0059,Class 9 Misc,1
657,SKU-00657,ELECTRONICS-B-48PK-2530,Electronics,Cartons,Ambient,13.89,0.0666,None,1
658,SKU-00658,CHILLED-A-1EA-3303,Chilled Food,Cartons,Chilled,32.46,0.12,None,1
659,SKU-00659,BEVERAGES-B-12PK-2897,Beverages,Pallets,Ambient,11.29,0.0457,None,1
660,SKU-00660,CHILLED-B-6PK-8326,Chilled Food,Cartons,Chilled,10.83,0.0372,None,1
661,SKU-00661,BUILDING-A-1EA-4873,Building Materials,Pallets,Ambient,1.8,0.0062,None,1
662,SKU-00662,AUTO-STD-12PK-6136,Auto Parts,Pallets,Ambient,23.35,0.0952,None,1
663,SKU-00663,INDUSTRIAL-PRM-12PK-8424,Industrial Consumables,Pallets,Ambient,5.95,0.0288,None,1
664,SKU-00664,BEVERAGES-PRM-48PK-9830,Beverages,Pallets,Ambient,13.09,0.0716,None,1
665,SKU-00665,BEVERAGES-PRM-12PK-1740,Beverages,Pallets,Ambient,8.59,0.0424,None,1
666,SKU-00666,AUTO-PRM-6PK-4785,Auto Parts,Pallets,Ambient,20.45,0.0787,None,1
667,SKU-00667,AUTO-STD-1EA-8973,Auto Parts,Pallets,Ambient,13.01,0.0547,None,1
668,SKU-00668,CHILLED-A-1EA-4007,Chilled Food,Cartons,Chilled,8.27,0.0311,None,1
669,SKU-00669,AMBIENT-B-1EA-5903,Ambient Grocery,Cartons,Ambient,26.56,0.12,None,1
670,SKU-00670,MINING-STD-1EA-8425,Mining Consumables,Pallets,Ambient,7.33,0.0258,Class 8 Corrosive,1
671,SKU-00671,BUILDING-A-48PK-7998,Building Materials,Pallets,Ambient,18.94,0.0984,None,1
672,SKU-00672,AMBIENT-B-6PK-6498,Ambient Grocery,Cartons,Ambient,17.73,0.0733,None,1
673,SKU-00673,BEVERAGES-A-12PK-2322,Beverages,Pallets,Ambient,11.64,0.0495,None,1
674,SKU-00674,APPAREL-STD-6PK-5732,Apparel,Cartons,Ambient,25.34,0.088,None,1
675,SKU-00675,INDUSTRIAL-PRM-12PK-1190,Industrial Consumables,Pallets,Ambient,11.09,0.0401,None,1
676,SKU-00676,MINING-PRM-6PK-8891,Mining Consumables,Pallets,Ambient,8.2,0.0286,None,1
677,SKU-00677,CHILLED-STD-48PK-9432,Chilled Food,Cartons,Chilled,7.84,0.0338,Class 3 Flammable,1
678,SKU-00678,MINING-STD-6PK-1334,Mining Consumables,Pallets,Ambient,17.91,0.0969,None,1
679,SKU-00679,INDUSTRIAL-A-12PK-4297,Industrial Consumables,Pallets,Ambient,7.32,0.0312,None,1
680,SKU-00680,MINING-PRM-48PK-2360,Mining Consumables,Pallets,Ambient,2.06,0.0064,None,1
681,SKU-00681,HOMEWARES-PRM-1EA-1746,Homewares,Cartons,Ambient,27.64,0.1312,None,1
682,SKU-00682,MINING-A-6PK-9248,Mining Consumables,Pallets,Ambient,46.73,0.1537,None,1
683,SKU-00683,CHILLED-PRM-1EA-6879,Chilled Food,Cartons,Chilled,12.21,0.0545,None,1
684,SKU-00684,APPAREL-A-12PK-7958,Apparel,Cartons,Ambient,22.64,0.0755,Class 3 Flammable,1
685,SKU-00685,APPAREL-PRM-6PK-3414,Apparel,Cartons,Ambient,16.51,0.0839,None,1
686,SKU-00686,CHILLED-A-48PK-9914,Chilled Food,Cartons,Chilled,15.19,0.0513,Class 9 Misc,1
687,SKU-00687,ELECTRONICS-B-48PK-4959,Electronics,Cartons,Ambient,34.55,0.1323,None,1
688,SKU-00688,CHILLED-STD-12PK-3895,Chilled Food,Cartons,Chilled,15.17,0.0735,None,1
689,SKU-00689,BUILDING-A-6PK-9410,Building Materials,Pallets,Ambient,4.09,0.0129,None,1
690,SKU-00690,BUILDING-PRM-48PK-9138,Building Materials,Pallets,Ambient,13.28,0.0495,None,1
691,SKU-00691,BEVERAGES-B-6PK-4594,Beverages,Pallets,Ambient,8.43,0.03,Class 8 Corrosive,1
692,SKU-00692,FROZEN-B-48PK-1585,Frozen Food,Cartons,Frozen,4.82,0.0167,None,1
693,SKU-00693,PHARMACEUTICALS-A-1EA-1350,Pharmaceuticals,Cartons,Chilled,21.7,0.1125,None,1
694,SKU-00694,ELECTRONICS-B-1EA-7978,Electronics,Cartons,Ambient,9.87,0.0399,None,1
695,SKU-00695,PHARMACEUTICALS-B-24PK-1185,Pharmaceuticals,Cartons,Ambient,8.3,0.036,Class 3 Flammable,1
696,SKU-00696,BUILDING-B-6PK-4318,Building Materials,Pallets,Ambient,7.14,0.0289,None,1
697,SKU-00697,CHILLED-STD-24PK-2079,Chilled Food,Cartons,Chilled,7.34,0.0237,None,1
698,SKU-00698,FROZEN-STD-12PK-7497,Frozen Food,Cartons,Frozen,14.56,0.0716,Class 3 Flammable,1
699,SKU-00699,ELECTRONICS-PRM-1EA-1377,Electronics,Cartons,Ambient,7.9,0.0429,None,1
700,SKU-00700,AMBIENT-A-48PK-8684,Ambient Grocery,Cartons,Ambient,36.96,0.167,None,1
701,SKU-00701,CHILLED-PRM-24PK-5606,Chilled Food,Cartons,Chilled,28.93,0.0933,None,1
702,SKU-00702,FROZEN-A-12PK-9606,Frozen Food,Cartons,Frozen,7.19,0.0337,None,1
703,SKU-00703,INDUSTRIAL-PRM-48PK-5336,Industrial Consumables,Pallets,Ambient,21.3,0.071,None,1
704,SKU-00704,BEVERAGES-PRM-24PK-1251,Beverages,Pallets,Ambient,2.81,0.0112,Class 9 Misc,1
705,SKU-00705,HOMEWARES-B-48PK-1783,Homewares,Cartons,Ambient,7.21,0.024,None,1
706,SKU-00706,BUILDING-A-48PK-6621,Building Materials,Pallets,Ambient,9.77,0.0404,None,1
707,SKU-00707,FROZEN-A-24PK-5520,Frozen Food,Cartons,Frozen,1.01,0.0051,None,1
708,SKU-00708,APPAREL-A-6PK-1318,Apparel,Cartons,Ambient,33.64,0.1488,None,1
709,SKU-00709,CHILLED-STD-24PK-2445,Chilled Food,Cartons,Chilled,14.05,0.0449,None,1
710,SKU-00710,HOMEWARES-B-12PK-1731,Homewares,Cartons,Ambient,18.06,0.0741,None,1
711,SKU-00711,PHARMACEUTICALS-STD-6PK-1293,Pharmaceuticals,Cartons,Ambient,9.57,0.0374,None,1
712,SKU-00712,INDUSTRIAL-B-24PK-8483,Industrial Consumables,Pallets,Ambient,6.07,0.0195,None,1
713,SKU-00713,MINING-A-6PK-8236,Mining Consumables,Pallets,Ambient,11.94,0.0523,Class 8 Corrosive,1
714,SKU-00714,ELECTRONICS-STD-6PK-7890,Electronics,Cartons,Ambient,14.23,0.0779,None,1
715,SKU-00715,BUILDING-A-6PK-9899,Building Materials,Pallets,Ambient,1.99,0.0105,None,1
716,SKU-00716,INDUSTRIAL-B-12PK-8176,Industrial Consumables,Pallets,Ambient,6.74,0.0325,None,1
717,SKU-00717,AUTO-A-1EA-3439,Auto Parts,Pallets,Ambient,10.19,0.0358,None,1
718,SKU-00718,HOMEWARES-PRM-24PK-7176,Homewares,Cartons,Ambient,2.12,0.0082,None,1
719,SKU-00719,INDUSTRIAL-PRM-48PK-9049,Industrial Consumables,Pallets,Ambient,24.4,0.1126,None,1
720,SKU-00720,BEVERAGES-STD-48PK-9115,Beverages,Pallets,Ambient,6.04,0.0225,None,1
721,SKU-00721,APPAREL-B-1EA-8535,Apparel,Cartons,Ambient,11.65,0.0391,None,1
722,SKU-00722,APPAREL-STD-6PK-3339,Apparel,Cartons,Ambient,17.41,0.0827,None,1
723,SKU-00723,AUTO-PRM-1EA-2787,Auto Parts,Pallets,Ambient,7.82,0.0335,None,1
724,SKU-00724,APPAREL-STD-6PK-6992,Apparel,Cartons,Ambient,4.68,0.0148,None,1
725,SKU-00725,AUTO-PRM-48PK-3028,Auto Parts,Pallets,Ambient,20.48,0.0727,None,1
726,SKU-00726,INDUSTRIAL-STD-1EA-2050,Industrial Consumables,Pallets,Ambient,4.57,0.0176,None,1
727,SKU-00727,HOMEWARES-A-12PK-8402,Homewares,Cartons,Ambient,13.93,0.0548,None,1
728,SKU-00728,BUILDING-B-48PK-1368,Building Materials,Pallets,Ambient,11.43,0.0466,None,1
729,SKU-00729,ELECTRONICS-B-12PK-5548,Electronics,Cartons,Ambient,4.08,0.0178,None,1
730,SKU-00730,APPAREL-B-1EA-5370,Apparel,Cartons,Ambient,14.28,0.0609,None,1
731,SKU-00731,INDUSTRIAL-B-6PK-2535,Industrial Consumables,Pallets,Ambient,7.82,0.0257,None,1
732,SKU-00732,INDUSTRIAL-STD-12PK-6847,Industrial Consumables,Pallets,Ambient,34.93,0.1897,None,1
