trip_driver_id,trip_id,driver_id,driver_role,hours_driven
53292,36130,177,Primary,20.16
53293,36130,233,Second Driver,17.92
53294,36131,291,Primary,33.16
53295,36132,40,Primary,7.11
53296,36133,345,Primary,18.0
53297,36133,182,Second Driver,14.63
53298,36134,42,Primary,27.27
53299,36135,248,Primary,11.97
53300,36135,278,Second Driver,12.1
53301,36136,368,Primary,32.3
53302,36137,216,Primary,30.95
53303,36138,160,Primary,3.29
53304,36139,382,Primary,9.77
53305,36139,319,Second Driver,10.87
53306,36140,3,Primary,18.29
53307,36140,410,Second Driver,18.34
53308,36141,314,Primary,16.61
53309,36141,108,Second Driver,16.55
53310,36142,165,Primary,2.75
53311,36143,225,Primary,7.11
53312,36144,289,Primary,17.85
53313,36144,202,Second Driver,21.11
53314,36145,82,Primary,28.21
53315,36145,181,Second Driver,26.0
53316,36146,158,Primary,6.14
53317,36147,419,Primary,22.68
53318,36147,129,Second Driver,19.86
53319,36148,292,Primary,15.01
53320,36148,396,Second Driver,13.92
53321,36149,414,Primary,8.25
53322,36150,181,Primary,10.66
53323,36151,271,Primary,12.77
53324,36151,47,Second Driver,12.82
53325,36152,271,Primary,2.72
53326,36153,236,Primary,9.7
53327,36153,114,Second Driver,8.7
53328,36154,201,Primary,13.02
53329,36155,34,Primary,13.79
53330,36155,257,Second Driver,14.27
53331,36156,12,Primary,22.24
53332,36156,92,Second Driver,19.97
53333,36157,336,Primary,13.04
53334,36158,16,Primary,38.67
53335,36159,106,Primary,4.35
53336,36160,420,Primary,9.08
53337,36160,165,Second Driver,8.71
53338,36161,191,Primary,15.79
53339,36162,6,Primary,28.74
53340,36163,153,Primary,5.27
53341,36163,18,Second Driver,5.47
53342,36164,279,Primary,9.16
53343,36165,41,Primary,26.62
53344,36166,346,Primary,11.8
53345,36166,162,Second Driver,11.59
53346,36167,245,Primary,8.56
53347,36168,376,Primary,7.03
53348,36169,156,Primary,21.54
53349,36169,245,Second Driver,20.49
53350,36170,352,Primary,4.23
53351,36171,152,Primary,6.54
53352,36172,121,Primary,11.61
53353,36172,317,Second Driver,12.62
53354,36173,302,Primary,28.39
53355,36174,240,Primary,13.52
53356,36174,371,Second Driver,15.39
53357,36175,222,Primary,26.63
53358,36176,245,Primary,13.68
53359,36177,21,Primary,34.78
53360,36178,15,Primary,14.07
53361,36178,63,Second Driver,14.32
53362,36179,257,Primary,5.16
53363,36180,148,Primary,20.6
53364,36180,21,Second Driver,23.06
53365,36181,417,Primary,10.67
53366,36182,274,Primary,15.36
53367,36182,203,Second Driver,14.13
53368,36183,333,Primary,9.13
53369,36184,68,Primary,15.65
53370,36184,73,Second Driver,13.5
53371,36185,156,Primary,2.12
53372,36186,271,Primary,22.26
53373,36186,97,Second Driver,21.5
53374,36187,329,Primary,21.18
53375,36188,12,Primary,11.48
53376,36188,192,Second Driver,13.5
53377,36189,31,Primary,32.59
53378,36190,334,Primary,23.88
53379,36191,153,Primary,20.68
53380,36192,196,Primary,12.78
53381,36192,152,Second Driver,15.72
53382,36193,387,Primary,32.21
53383,36194,148,Primary,7.39
53384,36194,420,Second Driver,8.18
53385,36195,192,Primary,26.84
53386,36196,93,Primary,21.38
53387,36197,345,Primary,7.54
53388,36198,420,Primary,41.17
53389,36199,341,Primary,18.77
53390,36199,102,Second Driver,18.77
53391,36200,419,Primary,26.93
53392,36201,220,Primary,16.46
53393,36202,388,Primary,5.02
53394,36203,144,Primary,19.62
53395,36203,321,Second Driver,17.66
53396,36204,199,Primary,13.45
53397,36204,262,Second Driver,13.38
53398,36205,354,Primary,12.87
53399,36205,172,Second Driver,13.53
53400,36206,16,Primary,16.51
53401,36206,414,Second Driver,14.74
53402,36207,194,Primary,20.89
53403,36207,294,Second Driver,20.48
53404,36208,202,Primary,5.84
53405,36209,355,Primary,5.35
53406,36210,245,Primary,19.15
53407,36210,40,Second Driver,19.25
53408,36211,327,Primary,49.56
53409,36212,160,Primary,52.25
53410,36213,171,Primary,6.0
53411,36214,242,Primary,11.76
53412,36215,308,Primary,9.92
53413,36215,20,Second Driver,8.89
53414,36216,67,Primary,21.35
53415,36217,158,Primary,6.68
53416,36217,222,Second Driver,6.48
53417,36218,94,Primary,13.81
53418,36218,325,Second Driver,13.22
53419,36219,102,Primary,16.19
53420,36219,258,Second Driver,12.79
53421,36220,195,Primary,18.36
53422,36220,79,Second Driver,16.64
53423,36221,384,Primary,14.66
53424,36221,366,Second Driver,14.89
53425,36222,418,Primary,20.77
53426,36223,394,Primary,19.81
53427,36223,132,Second Driver,19.61
53428,36224,68,Primary,36.97
53429,36225,206,Primary,22.5
53430,36226,89,Primary,16.44
53431,36227,85,Primary,41.61
53432,36228,373,Primary,13.12
53433,36228,152,Second Driver,12.98
53434,36229,64,Primary,12.76
53435,36229,109,Second Driver,11.85
53436,36230,162,Primary,1.07
53437,36231,195,Primary,37.65
53438,36232,72,Primary,23.66
53439,36233,12,Primary,41.77
53440,36234,244,Primary,18.99
53441,36234,289,Second Driver,17.96
53442,36235,216,Primary,31.2
53443,36236,290,Primary,9.16
53444,36236,57,Second Driver,9.5
53445,36237,220,Primary,18.22
53446,36238,419,Primary,20.1
53447,36238,104,Second Driver,17.53
53448,36239,382,Primary,13.45
53449,36239,100,Second Driver,13.22
53450,36240,415,Primary,14.24
53451,36240,7,Second Driver,14.18
53452,36241,254,Primary,16.92
53453,36241,245,Second Driver,16.9
53454,36242,231,Primary,5.18
53455,36242,266,Second Driver,4.75
53456,36243,151,Primary,12.48
53457,36243,60,Second Driver,12.14
53458,36244,57,Primary,9.78
53459,36245,229,Primary,15.56
53460,36245,409,Second Driver,14.39
53461,36246,344,Primary,24.21
53462,36247,3,Primary,8.07
53463,36247,321,Second Driver,8.43
53464,36248,150,Primary,10.94
53465,36248,308,Second Driver,10.75
53466,36249,312,Primary,2.72
53467,36250,184,Primary,7.1
53468,36250,125,Second Driver,7.32
53469,36251,328,Primary,7.06
53470,36251,289,Second Driver,7.19
53471,36252,366,Primary,19.63
53472,36252,343,Second Driver,21.37
53473,36253,233,Primary,6.98
53474,36253,133,Second Driver,7.97
53475,36254,414,Primary,15.49
53476,36254,195,Second Driver,15.22
53477,36255,208,Primary,5.55
53478,36256,351,Primary,8.15
53479,36257,126,Primary,26.01
53480,36258,363,Primary,8.21
53481,36258,309,Second Driver,8.53
53482,36259,15,Primary,0.7
53483,36260,193,Primary,8.57
53484,36261,79,Primary,31.61
53485,36262,283,Primary,35.11
53486,36263,398,Primary,20.62
53487,36264,123,Primary,2.82
53488,36265,227,Primary,7.04
53489,36266,308,Primary,36.32
53490,36267,223,Primary,36.42
53491,36268,300,Primary,11.86
53492,36269,144,Primary,8.44
53493,36269,92,Second Driver,7.79
53494,36270,185,Primary,13.27
53495,36270,328,Second Driver,11.78
53496,36271,344,Primary,35.47
53497,36272,162,Primary,1.97
53498,36273,237,Primary,44.24
53499,36274,254,Primary,45.67
53500,36275,250,Primary,2.35
53501,36276,370,Primary,19.45
53502,36277,371,Primary,10.06
53503,36277,216,Second Driver,10.26
53504,36278,202,Primary,10.1
53505,36278,68,Second Driver,10.63
53506,36279,39,Primary,12.18
53507,36279,57,Second Driver,13.39
53508,36280,19,Primary,39.79
53509,36281,134,Primary,16.95
53510,36281,240,Second Driver,16.63
53511,36282,162,Primary,12.94
53512,36282,61,Second Driver,14.53
53513,36283,372,Primary,17.72
53514,36283,20,Second Driver,16.32
53515,36284,329,Primary,0.48
53516,36285,97,Primary,15.69
53517,36285,420,Second Driver,16.91
53518,36286,398,Primary,32.65
53519,36287,160,Primary,22.56
53520,36287,233,Second Driver,21.42
53521,36288,248,Primary,16.44
53522,36289,15,Primary,4.38
53523,36290,36,Primary,2.64
53524,36291,152,Primary,21.05
53525,36291,190,Second Driver,19.77
53526,36292,114,Primary,20.5
53527,36292,58,Second Driver,20.2
53528,36293,148,Primary,20.12
53529,36293,271,Second Driver,20.19
53530,36294,62,Primary,15.8
53531,36294,148,Second Driver,16.67
53532,36295,100,Primary,23.32
53533,36296,152,Primary,33.9
53534,36297,371,Primary,8.02
53535,36298,272,Primary,7.75
53536,36298,200,Second Driver,8.52
53537,36299,365,Primary,12.87
53538,36299,73,Second Driver,11.8
53539,36300,160,Primary,25.09
53540,36301,180,Primary,25.21
53541,36302,354,Primary,16.03
53542,36303,340,Primary,4.87
53543,36304,84,Primary,2.82
53544,36305,45,Primary,8.01
53545,36305,107,Second Driver,8.47
53546,36306,76,Primary,32.6
53547,36307,360,Primary,1.95
53548,36308,335,Primary,8.64
53549,36308,226,Second Driver,10.07
53550,36309,333,Primary,7.94
53551,36309,317,Second Driver,7.45
53552,36310,81,Primary,9.05
53553,36311,334,Primary,15.62
53554,36311,98,Second Driver,15.31
53555,36312,73,Primary,29.87
53556,36313,214,Primary,32.58
53557,36314,70,Primary,10.29
53558,36314,299,Second Driver,9.4
53559,36315,239,Primary,5.6
53560,36316,410,Primary,0.57
53561,36317,157,Primary,37.1
53562,36318,291,Primary,0.95
53563,36319,276,Primary,8.12
53564,36319,354,Second Driver,8.01
53565,36320,126,Primary,12.88
53566,36321,182,Primary,13.95
53567,36321,413,Second Driver,16.88
53568,36322,336,Primary,5.32
53569,36322,399,Second Driver,5.26
53570,36323,31,Primary,3.51
53571,36324,263,Primary,17.63
53572,36324,101,Second Driver,17.37
53573,36325,52,Primary,20.74
53574,36326,312,Primary,7.62
53575,36327,213,Primary,21.82
53576,36328,346,Primary,21.23
53577,36329,237,Primary,12.3
53578,36330,248,Primary,9.3
53579,36331,323,Primary,10.02
53580,36331,126,Second Driver,10.35
53581,36332,229,Primary,21.32
53582,36332,269,Second Driver,21.68
53583,36333,381,Primary,9.42
53584,36333,206,Second Driver,8.63
53585,36334,248,Primary,11.55
53586,36334,291,Second Driver,10.2
53587,36335,15,Primary,17.03
53588,36336,317,Primary,6.19
53589,36337,287,Primary,3.29
53590,36338,215,Primary,17.07
53591,36338,19,Second Driver,17.22
53592,36339,343,Primary,16.54
53593,36340,354,Primary,28.48
53594,36341,136,Primary,22.89
53595,36341,316,Second Driver,22.76
53596,36342,295,Primary,8.89
53597,36343,202,Primary,5.38
53598,36344,240,Primary,27.0
53599,36345,222,Primary,18.34
53600,36345,83,Second Driver,18.67
53601,36346,342,Primary,19.23
53602,36346,109,Second Driver,16.71
53603,36347,19,Primary,8.42
53604,36348,198,Primary,8.28
53605,36348,199,Second Driver,7.75
53606,36349,232,Primary,13.39
53607,36349,227,Second Driver,16.0
53608,36350,409,Primary,6.43
53609,36350,182,Second Driver,6.11
53610,36351,329,Primary,9.15
53611,36352,217,Primary,34.31
53612,36353,85,Primary,20.75
53613,36353,11,Second Driver,22.02
53614,36354,181,Primary,20.15
53615,36355,129,Primary,8.29
53616,36356,414,Primary,37.91
53617,36357,33,Primary,44.66
53618,36358,295,Primary,16.89
53619,36358,317,Second Driver,15.89
53620,36359,394,Primary,20.21
53621,36360,335,Primary,16.6
53622,36360,192,Second Driver,19.44
53623,36361,310,Primary,8.87
53624,36361,382,Second Driver,9.33
53625,36362,124,Primary,43.1
53626,36363,252,Primary,20.11
53627,36363,154,Second Driver,15.92
53628,36364,329,Primary,23.79
53629,36364,210,Second Driver,24.04
53630,36365,383,Primary,7.01
53631,36366,404,Primary,37.36
53632,36367,195,Primary,32.48
53633,36368,19,Primary,22.14
53634,36369,339,Primary,10.05
53635,36369,134,Second Driver,10.04
53636,36370,65,Primary,10.88
53637,36370,66,Second Driver,10.76
53638,36371,291,Primary,31.45
53639,36372,383,Primary,9.84
53640,36373,255,Primary,23.82
53641,36373,222,Second Driver,25.04
53642,36374,35,Primary,36.46
53643,36375,177,Primary,16.86
53644,36375,199,Second Driver,16.08
53645,36376,11,Primary,9.53
53646,36377,258,Primary,10.96
53647,36378,274,Primary,11.34
53648,36378,232,Second Driver,12.17
53649,36379,157,Primary,49.99
53650,36380,76,Primary,18.22
53651,36380,158,Second Driver,17.28
53652,36381,62,Primary,4.57
53653,36381,382,Second Driver,5.79
53654,36382,109,Primary,16.61
53655,36382,105,Second Driver,17.28
53656,36383,295,Primary,31.41
53657,36384,312,Primary,32.39
53658,36385,169,Primary,6.18
53659,36385,49,Second Driver,7.01
53660,36386,26,Primary,9.2
53661,36386,273,Second Driver,9.52
53662,36387,64,Primary,37.05
53663,36388,411,Primary,42.4
53664,36389,113,Primary,36.97
53665,36390,389,Primary,7.37
53666,36391,249,Primary,6.11
53667,36392,347,Primary,31.91
53668,36393,395,Primary,19.57
53669,36393,409,Second Driver,20.05
53670,36394,147,Primary,43.13
53671,36395,350,Primary,10.96
53672,36395,373,Second Driver,10.38
53673,36396,383,Primary,30.71
53674,36397,55,Primary,10.02
53675,36398,289,Primary,30.66
53676,36399,200,Primary,22.95
53677,36400,17,Primary,46.61
53678,36401,58,Primary,12.43
53679,36402,322,Primary,26.3
53680,36403,125,Primary,3.44
53681,36404,3,Primary,17.02
53682,36404,247,Second Driver,18.27
53683,36405,63,Primary,19.12
53684,36405,370,Second Driver,17.63
53685,36406,417,Primary,16.13
53686,36406,48,Second Driver,15.81
53687,36407,178,Primary,25.15
53688,36407,136,Second Driver,24.97
53689,36408,300,Primary,5.65
53690,36408,316,Second Driver,6.48
53691,36409,192,Primary,18.43
53692,36410,89,Primary,7.95
53693,36410,134,Second Driver,7.74
53694,36411,19,Primary,7.31
53695,36411,62,Second Driver,7.15
53696,36412,319,Primary,4.64
53697,36412,11,Second Driver,4.66
53698,36413,67,Primary,10.3
53699,36413,193,Second Driver,9.7
53700,36414,349,Primary,8.31
53701,36414,361,Second Driver,8.12
53702,36415,301,Primary,17.06
53703,36415,284,Second Driver,15.14
53704,36416,315,Primary,18.23
53705,36416,231,Second Driver,19.65
53706,36417,165,Primary,5.38
53707,36418,68,Primary,12.26
53708,36418,264,Second Driver,11.31
53709,36419,274,Primary,21.6
53710,36419,301,Second Driver,24.2
53711,36420,112,Primary,9.79
53712,36421,417,Primary,31.38
53713,36422,377,Primary,17.37
53714,36423,15,Primary,7.5
53715,36424,231,Primary,13.19
53716,36424,406,Second Driver,12.68
53717,36425,255,Primary,3.38
53718,36426,419,Primary,20.27
53719,36426,103,Second Driver,21.98
53720,36427,234,Primary,43.98
53721,36428,14,Primary,5.98
53722,36429,232,Primary,14.29
53723,36429,69,Second Driver,14.5
53724,36430,414,Primary,25.56
53725,36430,309,Second Driver,27.54
53726,36431,167,Primary,22.64
53727,36432,14,Primary,15.87
53728,36432,388,Second Driver,15.19
53729,36433,367,Primary,22.34
53730,36433,361,Second Driver,22.82
53731,36434,110,Primary,7.76
53732,36434,63,Second Driver,7.6
53733,36435,125,Primary,4.96
53734,36436,248,Primary,13.75
53735,36436,215,Second Driver,13.06
53736,36437,93,Primary,15.73
53737,36437,107,Second Driver,15.27
53738,36438,359,Primary,10.73
53739,36438,288,Second Driver,9.98
53740,36439,152,Primary,9.11
53741,36439,295,Second Driver,10.31
53742,36440,185,Primary,10.47
53743,36441,58,Primary,5.15
53744,36442,224,Primary,14.5
53745,36442,9,Second Driver,15.38
53746,36443,107,Primary,13.71
53747,36444,298,Primary,16.92
53748,36444,338,Second Driver,17.89
53749,36445,105,Primary,16.77
53750,36445,333,Second Driver,17.6
53751,36446,100,Primary,31.47
53752,36447,122,Primary,20.29
53753,36448,79,Primary,33.59
53754,36449,282,Primary,30.45
53755,36450,370,Primary,5.13
53756,36451,239,Primary,11.79
53757,36451,358,Second Driver,11.07
53758,36452,82,Primary,3.41
53759,36453,157,Primary,6.91
53760,36453,120,Second Driver,8.54
53761,36454,70,Primary,9.87
53762,36454,391,Second Driver,9.76
53763,36455,223,Primary,7.57
53764,36456,134,Primary,17.25
53765,36456,78,Second Driver,16.08
53766,36457,31,Primary,12.5
53767,36457,78,Second Driver,11.4
53768,36458,291,Primary,7.45
53769,36458,97,Second Driver,8.6
53770,36459,18,Primary,12.3
53771,36459,409,Second Driver,11.89
53772,36460,296,Primary,25.1
53773,36461,17,Primary,25.43
53774,36462,236,Primary,20.66
53775,36462,309,Second Driver,20.92
53776,36463,369,Primary,11.63
53777,36463,224,Second Driver,11.54
53778,36464,177,Primary,9.4
53779,36464,361,Second Driver,8.82
53780,36465,383,Primary,37.42
53781,36466,293,Primary,5.26
53782,36467,182,Primary,27.84
53783,36468,46,Primary,36.23
53784,36469,232,Primary,15.69
53785,36469,57,Second Driver,14.7
53786,36470,253,Primary,9.05
53787,36470,406,Second Driver,8.98
53788,36471,376,Primary,1.49
53789,36472,260,Primary,8.69
53790,36472,101,Second Driver,9.36
53791,36473,358,Primary,11.15
53792,36473,415,Second Driver,11.99
53793,36474,89,Primary,6.71
53794,36474,46,Second Driver,7.81
53795,36475,214,Primary,13.61
53796,36475,184,Second Driver,12.95
53797,36476,108,Primary,17.49
53798,36476,284,Second Driver,16.32
53799,36477,242,Primary,4.06
53800,36478,63,Primary,12.96
53801,36478,3,Second Driver,14.12
53802,36479,361,Primary,42.58
53803,36480,212,Primary,9.22
53804,36480,53,Second Driver,10.43
53805,36481,232,Primary,19.82
53806,36481,57,Second Driver,19.75
53807,36482,146,Primary,15.73
53808,36482,90,Second Driver,16.68
53809,36483,125,Primary,30.76
53810,36484,45,Primary,47.73
53811,36485,403,Primary,7.11
53812,36485,85,Second Driver,7.44
53813,36486,258,Primary,10.77
53814,36487,378,Primary,8.4
53815,36487,89,Second Driver,7.51
53816,36488,261,Primary,1.72
53817,36489,285,Primary,24.74
53818,36490,202,Primary,5.7
53819,36491,132,Primary,11.55
53820,36492,95,Primary,11.6
53821,36492,315,Second Driver,11.07
53822,36493,83,Primary,1.25
53823,36494,170,Primary,9.82
53824,36494,60,Second Driver,9.78
53825,36495,285,Primary,11.46
53826,36495,393,Second Driver,10.95
53827,36496,382,Primary,39.39
53828,36497,123,Primary,12.93
53829,36498,293,Primary,52.34
53830,36499,344,Primary,14.5
53831,36500,351,Primary,10.91
53832,36500,146,Second Driver,9.25
53833,36501,24,Primary,14.71
53834,36502,322,Primary,19.35
53835,36502,373,Second Driver,18.25
53836,36503,34,Primary,26.03
53837,36504,413,Primary,30.24
53838,36505,349,Primary,8.35
53839,36506,260,Primary,20.42
53840,36506,339,Second Driver,21.63
53841,36507,6,Primary,19.57
53842,36507,148,Second Driver,20.0
53843,36508,341,Primary,16.88
53844,36508,160,Second Driver,17.55
53845,36509,143,Primary,6.62
53846,36509,243,Second Driver,6.46
53847,36510,207,Primary,14.92
53848,36510,147,Second Driver,14.09
53849,36511,266,Primary,11.94
53850,36512,76,Primary,11.58
53851,36513,197,Primary,19.1
53852,36513,120,Second Driver,20.46
53853,36514,182,Primary,17.73
53854,36514,203,Second Driver,17.08
53855,36515,275,Primary,8.22
53856,36516,308,Primary,11.23
53857,36517,371,Primary,11.24
53858,36518,21,Primary,27.25
53859,36519,219,Primary,8.81
53860,36520,214,Primary,7.07
53861,36521,170,Primary,9.84
53862,36521,224,Second Driver,10.85
53863,36522,138,Primary,34.28
53864,36523,321,Primary,20.64
53865,36523,370,Second Driver,22.86
53866,36524,185,Primary,11.11
53867,36525,325,Primary,12.97
53868,36525,418,Second Driver,13.36
53869,36526,289,Primary,8.54
53870,36526,346,Second Driver,8.23
53871,36527,42,Primary,0.83
53872,36528,301,Primary,19.49
53873,36528,39,Second Driver,21.77
53874,36529,189,Primary,10.5
53875,36530,148,Primary,13.05
53876,36531,239,Primary,31.99
53877,36532,70,Primary,23.27
53878,36533,19,Primary,14.67
53879,36533,49,Second Driver,12.71
53880,36534,65,Primary,16.64
53881,36534,383,Second Driver,14.64
53882,36535,21,Primary,16.79
53883,36535,319,Second Driver,18.45
53884,36536,371,Primary,5.6
53885,36536,260,Second Driver,5.98
53886,36537,340,Primary,14.11
53887,36537,363,Second Driver,14.54
53888,36538,168,Primary,0.62
53889,36539,148,Primary,17.66
53890,36539,169,Second Driver,19.05
53891,36540,310,Primary,1.79
53892,36541,101,Primary,1.83
53893,36542,290,Primary,16.02
53894,36542,284,Second Driver,14.71
53895,36543,178,Primary,15.53
53896,36543,223,Second Driver,16.51
53897,36544,21,Primary,24.73
53898,36545,63,Primary,14.93
53899,36545,410,Second Driver,14.99
53900,36546,110,Primary,35.07
53901,36547,307,Primary,20.76
53902,36547,316,Second Driver,20.86
53903,36548,248,Primary,2.58
53904,36549,276,Primary,2.7
53905,36550,334,Primary,17.7
53906,36550,33,Second Driver,17.43
53907,36551,401,Primary,13.29
53908,36551,96,Second Driver,13.78
53909,36552,289,Primary,31.61
53910,36553,409,Primary,32.61
53911,36554,176,Primary,7.32
53912,36555,194,Primary,28.81
53913,36556,168,Primary,22.9
53914,36556,43,Second Driver,22.97
53915,36557,284,Primary,36.2
53916,36558,414,Primary,8.32
53917,36559,334,Primary,18.3
53918,36560,417,Primary,5.68
53919,36561,338,Primary,10.45
53920,36562,297,Primary,15.68
53921,36562,380,Second Driver,14.95
53922,36563,125,Primary,21.02
53923,36563,93,Second Driver,17.02
53924,36564,323,Primary,2.1
53925,36565,343,Primary,8.43
53926,36566,177,Primary,8.89
53927,36566,102,Second Driver,8.08
53928,36567,279,Primary,9.7
53929,36567,79,Second Driver,8.62
53930,36568,335,Primary,10.16
53931,36568,12,Second Driver,10.72
53932,36569,3,Primary,7.12
53933,36569,388,Second Driver,7.56
53934,36570,283,Primary,7.87
53935,36570,30,Second Driver,8.83
53936,36571,247,Primary,6.66
53937,36572,175,Primary,10.46
53938,36573,210,Primary,11.78
53939,36574,234,Primary,7.21
53940,36575,140,Primary,7.18
53941,36575,89,Second Driver,6.91
53942,36576,66,Primary,12.12
53943,36576,73,Second Driver,11.7
53944,36577,196,Primary,11.03
53945,36577,295,Second Driver,9.86
53946,36578,382,Primary,5.89
53947,36579,278,Primary,7.99
53948,36579,100,Second Driver,7.93
53949,36580,319,Primary,19.34
53950,36581,238,Primary,8.87
53951,36581,24,Second Driver,8.68
53952,36582,30,Primary,8.03
53953,36582,360,Second Driver,7.91
53954,36583,39,Primary,10.17
53955,36583,18,Second Driver,10.32
53956,36584,122,Primary,16.57
53957,36585,217,Primary,37.95
53958,36586,220,Primary,11.92
53959,36587,165,Primary,16.26
53960,36587,11,Second Driver,14.45
53961,36588,114,Primary,5.69
53962,36589,12,Primary,1.78
53963,36590,269,Primary,20.37
53964,36591,67,Primary,6.69
53965,36591,294,Second Driver,7.6
53966,36592,226,Primary,18.71
53967,36592,92,Second Driver,19.26
53968,36593,368,Primary,25.52
53969,36594,37,Primary,7.06
53970,36594,134,Second Driver,7.14
53971,36595,168,Primary,17.04
53972,36595,26,Second Driver,14.53
53973,36596,284,Primary,3.79
53974,36597,281,Primary,5.47
53975,36598,216,Primary,37.66
53976,36599,409,Primary,17.16
53977,36599,395,Second Driver,17.07
53978,36600,92,Primary,36.76
53979,36601,203,Primary,5.97
53980,36602,29,Primary,14.78
53981,36602,224,Second Driver,17.54
53982,36603,221,Primary,6.43
53983,36603,305,Second Driver,7.03
53984,36604,174,Primary,14.83
53985,36604,81,Second Driver,13.82
53986,36605,158,Primary,11.54
53987,36605,363,Second Driver,10.02
53988,36606,140,Primary,9.55
53989,36607,6,Primary,23.77
53990,36607,100,Second Driver,23.94
53991,36608,314,Primary,17.26
53992,36608,182,Second Driver,16.28
53993,36609,156,Primary,21.84
53994,36610,227,Primary,7.52
53995,36610,329,Second Driver,8.0
53996,36611,120,Primary,18.78
53997,36611,283,Second Driver,17.18
53998,36612,340,Primary,10.34
53999,36612,168,Second Driver,10.76
54000,36613,12,Primary,11.73
54001,36613,144,Second Driver,11.49
54002,36614,40,Primary,9.63
54003,36614,76,Second Driver,10.52
54004,36615,149,Primary,7.07
54005,36615,57,Second Driver,7.19
54006,36616,215,Primary,7.56
54007,36617,354,Primary,10.77
54008,36617,358,Second Driver,10.72
54009,36618,93,Primary,34.3
54010,36619,159,Primary,6.41
54011,36619,16,Second Driver,5.84
54012,36620,107,Primary,21.34
54013,36620,65,Second Driver,19.24
54014,36621,325,Primary,10.39
54015,36621,383,Second Driver,10.77
54016,36622,46,Primary,44.55
54017,36623,409,Primary,2.88
54018,36624,126,Primary,7.38
54019,36624,370,Second Driver,8.39
54020,36625,327,Primary,7.41
54021,36626,79,Primary,14.02
54022,36626,137,Second Driver,14.75
54023,36627,166,Primary,15.65
54024,36627,194,Second Driver,15.48
54025,36628,346,Primary,13.52
54026,36628,325,Second Driver,13.84
54027,36629,340,Primary,5.73
54028,36630,114,Primary,38.71
54029,36631,340,Primary,18.66
54030,36631,255,Second Driver,15.79
54031,36632,126,Primary,51.12
54032,36633,340,Primary,14.13
54033,36634,391,Primary,19.26
54034,36634,380,Second Driver,15.83
54035,36635,44,Primary,11.53
54036,36635,206,Second Driver,10.19
54037,36636,160,Primary,9.32
54038,36637,331,Primary,10.91
54039,36637,166,Second Driver,11.72
54040,36638,135,Primary,19.06
54041,36639,102,Primary,16.21
54042,36640,370,Primary,2.86
54043,36641,15,Primary,10.53
54044,36641,126,Second Driver,10.27
54045,36642,242,Primary,14.57
54046,36643,335,Primary,6.65
54047,36644,204,Primary,6.17
54048,36644,116,Second Driver,6.11
54049,36645,206,Primary,11.95
54050,36645,327,Second Driver,12.16
54051,36646,379,Primary,17.39
54052,36646,266,Second Driver,17.47
54053,36647,255,Primary,17.4
54054,36648,299,Primary,19.49
54055,36649,404,Primary,7.49
54056,36649,83,Second Driver,6.41
54057,36650,131,Primary,21.37
54058,36650,163,Second Driver,19.55
54059,36651,399,Primary,14.6
54060,36651,290,Second Driver,13.94
54061,36652,203,Primary,7.48
54062,36652,69,Second Driver,6.88
54063,36653,309,Primary,6.62
54064,36653,114,Second Driver,7.29
54065,36654,346,Primary,6.48
54066,36654,244,Second Driver,6.5
54067,36655,110,Primary,6.38
54068,36656,407,Primary,20.44
54069,36656,188,Second Driver,20.19
54070,36657,158,Primary,2.78
54071,36658,45,Primary,13.89
54072,36659,418,Primary,18.87
54073,36659,107,Second Driver,17.51
54074,36660,401,Primary,16.55
54075,36660,128,Second Driver,16.43
54076,36661,417,Primary,22.31
54077,36662,227,Primary,33.79
54078,36663,302,Primary,5.15
54079,36663,13,Second Driver,5.34
54080,36664,288,Primary,12.8
54081,36664,192,Second Driver,13.25
54082,36665,12,Primary,5.63
54083,36666,325,Primary,30.27
54084,36667,199,Primary,23.12
54085,36668,359,Primary,29.22
54086,36669,133,Primary,14.07
54087,36669,7,Second Driver,13.54
54088,36670,275,Primary,31.68
54089,36671,125,Primary,16.02
54090,36671,45,Second Driver,16.15
54091,36672,363,Primary,16.77
54092,36672,340,Second Driver,18.47
54093,36673,15,Primary,9.85
54094,36673,14,Second Driver,10.16
54095,36674,162,Primary,1.15
54096,36675,172,Primary,7.6
54097,36676,142,Primary,18.9
54098,36676,259,Second Driver,21.62
54099,36677,320,Primary,13.38
54100,36677,277,Second Driver,14.26
54101,36678,85,Primary,8.19
54102,36679,66,Primary,13.75
54103,36679,328,Second Driver,15.19
54104,36680,320,Primary,1.15
54105,36681,334,Primary,21.08
54106,36681,378,Second Driver,19.62
54107,36682,92,Primary,18.99
54108,36682,305,Second Driver,19.68
54109,36683,236,Primary,31.29
54110,36684,388,Primary,22.77
54111,36685,53,Primary,18.81
54112,36685,320,Second Driver,20.07
54113,36686,414,Primary,19.79
54114,36686,43,Second Driver,19.89
54115,36687,346,Primary,7.05
54116,36688,291,Primary,13.87
54117,36688,248,Second Driver,16.39
54118,36689,192,Primary,6.09
54119,36690,73,Primary,30.06
54120,36691,158,Primary,37.47
54121,36692,363,Primary,5.66
54122,36693,328,Primary,19.95
54123,36693,264,Second Driver,19.09
54124,36694,371,Primary,9.32
54125,36695,373,Primary,45.77
54126,36696,258,Primary,14.46
54127,36696,241,Second Driver,15.31
54128,36697,196,Primary,8.87
54129,36698,296,Primary,22.15
54130,36699,413,Primary,7.57
