trip_id,trip_reference,vehicle_id,carrier_id,origin_facility_id,destination_facility_id,planned_departure,actual_departure,actual_arrival,planned_distance_km,actual_distance_km,fuel_used_litres,pallets_loaded,trip_status
23937,TR2406060023937,87,1,13,19,2024-06-06 10:30:00,2024-06-06 11:07:00,2024-06-06 23:38:35,980.1,969.2,392.94,4,COMPLETED
23938,TR2406060023938,75,4,21,29,2024-06-06 02:15:00,2024-06-06 03:03:00,2024-06-07 15:24:46,2306.4,2480.7,792.09,56,CANCELLED
23939,TR2406060023939,89,8,36,5,2024-06-06 14:15:00,2024-06-06 15:03:00,2024-06-08 13:53:16,3096.6,3488.1,1224.44,26,COMPLETED
23940,TR2406060023940,284,2,12,22,2024-06-06 17:15:00,2024-06-06 17:49:00,2024-06-08 05:52:02,2380.4,2383.9,639.42,55,COMPLETED
23941,TR2406060023941,229,5,37,11,2024-06-06 21:45:00,2024-06-06 22:15:00,2024-06-07 09:50:58,941.5,838.9,354.73,57,COMPLETED
23942,TR2406060023942,45,5,37,1,2024-06-06 11:45:00,2024-06-06 12:26:00,2024-06-07 23:39:09,2901.2,2657.8,802.37,9,COMPLETED
23943,TR2406060023943,224,3,43,35,2024-06-06 02:00:00,2024-06-06 02:08:00,2024-06-07 10:00:22,2081.6,2024.7,337.58,23,COMPLETED
23944,TR2406060023944,241,6,49,46,2024-06-06 01:15:00,2024-06-06 02:14:00,2024-06-07 04:15:01,1995.6,2240.3,711.68,35,COMPLETED
23945,TR2406060023945,249,4,38,8,2024-06-06 00:00:00,2024-06-06 00:23:00,2024-06-06 23:29:53,1600.9,1642.7,659.35,36,COMPLETED
23946,TR2406060023946,205,7,24,7,2024-06-06 23:45:00,2024-06-07 00:02:00,2024-06-08 07:09:45,1934.9,2033.8,794.69,43,COMPLETED
23947,TR2406060023947,82,7,25,31,2024-06-06 02:45:00,2024-06-06 02:53:00,2024-06-07 08:46:03,1818.3,1898.1,669.59,7,COMPLETED
23948,TR2406060023948,269,9,40,16,2024-06-06 00:15:00,2024-06-06 01:34:00,2024-06-06 22:31:24,1493.0,1459.6,502.26,24,COMPLETED
23949,TR2406060023949,253,3,44,36,2024-06-06 20:45:00,2024-06-06 21:19:00,2024-06-08 00:09:26,1549.6,1590.8,593.65,26,COMPLETED
23950,TR2406060023950,104,5,27,41,2024-06-06 14:15:00,2024-06-06 14:45:00,2024-06-07 23:45:28,2628.9,2684.1,1007.66,49,COMPLETED
23951,TR2406060023951,205,7,38,24,2024-06-06 08:30:00,2024-06-06 08:48:00,2024-06-07 10:19:51,2045.6,2068.9,825.97,40,COMPLETED
23952,TR2406060023952,226,6,44,31,2024-06-06 07:30:00,2024-06-06 08:04:00,2024-06-07 04:29:32,1734.9,1856.6,605.8,42,COMPLETED
23953,TR2406060023953,233,8,48,4,2024-06-06 16:30:00,2024-06-06 17:28:00,2024-06-07 13:20:24,1374.4,1419.2,426.85,36,COMPLETED
23954,TR2406060023954,105,6,42,50,2024-06-06 18:15:00,2024-06-06 19:08:00,2024-06-07 19:50:48,1853.2,1957.1,732.1,21,COMPLETED
23955,TR2406060023955,2,5,11,48,2024-06-06 19:15:00,2024-06-06 20:13:00,2024-06-08 00:50:30,2497.8,2550.7,876.77,5,COMPLETED
23956,TR2406060023956,275,5,45,39,2024-06-06 15:30:00,2024-06-06 15:31:00,2024-06-08 00:12:36,2367.3,2457.6,943.48,43,COMPLETED
23957,TR2406060023957,128,9,7,21,2024-06-06 18:15:00,2024-06-06 19:12:00,2024-06-08 00:19:06,2959.3,2968.3,1255.64,30,COMPLETED
23958,TR2406060023958,323,1,26,3,2024-06-06 22:45:00,2024-06-06 23:14:00,2024-06-07 08:26:21,729.8,741.3,297.29,18,COMPLETED
23959,TR2406060023959,44,3,19,34,2024-06-06 19:00:00,2024-06-06 19:25:00,2024-06-07 22:33:58,1896.5,1839.4,708.14,47,COMPLETED
23960,TR2406060023960,146,4,48,12,2024-06-06 18:00:00,2024-06-06 18:41:00,2024-06-07 18:53:45,1613.9,1567.9,701.47,34,COMPLETED
23961,TR2406060023961,63,5,46,35,2024-06-06 14:45:00,2024-06-06 15:25:00,2024-06-08 04:00:10,2642.1,2951.6,1072.45,6,COMPLETED
23962,TR2406060023962,166,1,41,31,2024-06-06 05:45:00,2024-06-06 06:53:00,2024-06-06 15:15:29,738.1,718.3,293.48,11,COMPLETED
23963,TR2406060023963,337,9,49,36,2024-06-06 15:15:00,2024-06-06 15:21:00,2024-06-07 11:47:15,1533.8,1498.2,492.68,42,COMPLETED
23964,TR2406060023964,200,3,35,29,2024-06-06 09:15:00,2024-06-06 09:16:00,2024-06-06 21:56:55,1099.2,1158.5,334.85,57,COMPLETED
23965,TR2406060023965,100,7,15,27,2024-06-06 04:30:00,2024-06-06 04:53:00,2024-06-06 19:08:26,843.9,842.4,347.66,44,COMPLETED
23966,TR2406060023966,320,10,24,35,2024-06-06 03:45:00,2024-06-06 04:08:00,2024-06-07 18:18:23,2536.7,2634.5,966.62,55,COMPLETED
23967,TR2406060023967,32,7,42,27,2024-06-06 22:00:00,2024-06-06 23:09:00,2024-06-07 05:54:29,737.7,774.7,309.69,54,COMPLETED
23968,TR2406070023968,39,7,37,1,2024-06-07 13:30:00,2024-06-07 14:32:00,2024-06-08 17:19:33,2685.8,2974.6,1275.51,28,COMPLETED
23969,TR2406070023969,276,8,38,27,2024-06-07 00:15:00,2024-06-07 01:16:00,2024-06-07 12:23:14,1102.6,1040.3,331.05,6,COMPLETED
23970,TR2406070023970,5,2,37,22,2024-06-07 18:00:00,2024-06-07 18:32:00,2024-06-08 12:07:25,1419.4,1475.6,487.05,24,COMPLETED
23971,TR2406070023971,311,10,10,1,2024-06-07 03:15:00,2024-06-07 04:02:00,2024-06-08 01:51:31,1881.5,1955.0,810.16,36,COMPLETED
23972,TR2406070023972,188,3,9,4,2024-06-07 11:30:00,2024-06-07 12:34:00,2024-06-07 20:38:58,631.7,693.3,182.41,44,COMPLETED
23973,TR2406070023973,216,5,22,10,2024-06-07 04:15:00,2024-06-07 05:00:00,2024-06-08 05:46:40,2455.2,2482.9,990.13,7,COMPLETED
23974,TR2406070023974,136,3,8,17,2024-06-07 00:15:00,2024-06-07 00:41:00,2024-06-08 00:01:42,2432.4,2507.8,1111.12,33,COMPLETED
23975,TR2406070023975,126,7,45,2,2024-06-07 10:15:00,2024-06-07 10:28:00,2024-06-08 18:03:58,2283.9,2295.3,810.36,21,COMPLETED
23976,TR2406070023976,238,5,9,21,2024-06-07 06:30:00,2024-06-07 06:59:00,2024-06-09 01:02:12,2966.2,3019.5,980.87,59,COMPLETED
23977,TR2406070023977,197,6,17,24,2024-06-07 03:45:00,2024-06-07 04:38:00,2024-06-08 09:30:05,1807.6,1889.8,652.37,47,COMPLETED
23978,TR2406070023978,140,1,26,47,2024-06-07 11:30:00,2024-06-07 12:09:00,2024-06-08 06:18:58,1956.9,1852.9,818.28,4,COMPLETED
23979,TR2406070023979,2,5,6,2,2024-06-07 14:00:00,2024-06-07 14:29:00,2024-06-07 15:21:04,57.8,57.2,21.52,30,COMPLETED
23980,TR2406070023980,67,8,43,23,2024-06-07 00:30:00,2024-06-07 01:05:00,2024-06-08 08:56:58,2309.0,2289.6,911.77,32,COMPLETED
23981,TR2406070023981,196,8,43,10,2024-06-07 18:45:00,2024-06-07 19:16:00,2024-06-07 19:26:21,26.3,27.9,9.22,37,COMPLETED
23982,TR2406070023982,194,8,34,19,2024-06-07 20:45:00,2024-06-07 21:26:00,2024-06-08 13:28:20,1125.3,1195.6,423.15,19,COMPLETED
23983,TR2406070023983,131,10,16,40,2024-06-07 06:30:00,2024-06-07 06:43:00,2024-06-08 20:47:16,2658.7,2421.7,848.38,3,COMPLETED
23984,TR2406070023984,218,6,29,41,2024-06-07 06:45:00,2024-06-07 07:34:00,2024-06-08 09:33:16,2413.6,2591.3,882.89,43,COMPLETED
23985,TR2406070023985,3,4,39,41,2024-06-07 07:30:00,2024-06-07 08:32:00,2024-06-07 17:19:07,909.8,973.1,404.23,20,COMPLETED
23986,TR2406070023986,303,3,39,38,2024-06-07 07:45:00,2024-06-07 08:38:00,2024-06-07 08:28:46,25.5,25.0,6.17,56,COMPLETED
23987,TR2406070023987,252,3,39,1,2024-06-07 09:45:00,2024-06-07 10:19:00,2024-06-09 00:19:01,2577.2,2421.8,972.78,5,COMPLETED
23988,TR2406070023988,304,3,37,22,2024-06-07 10:30:00,2024-06-07 11:23:00,2024-06-08 20:08:41,2066.2,2230.4,816.54,22,COMPLETED
23989,TR2406070023989,286,4,15,33,2024-06-07 02:30:00,2024-06-07 03:07:00,2024-06-08 02:15:20,2032.0,2161.0,879.05,23,COMPLETED
23990,TR2406070023990,41,7,27,8,2024-06-07 15:45:00,2024-06-07 16:11:00,2024-06-08 09:28:07,1431.7,1393.7,481.22,35,COMPLETED
23991,TR2406070023991,166,1,24,2,2024-06-07 17:00:00,2024-06-07 17:08:00,2024-06-08 21:07:08,1882.0,1882.6,802.87,9,COMPLETED
23992,TR2406070023992,294,9,44,4,2024-06-07 09:15:00,2024-06-07 09:40:00,2024-06-08 13:13:43,2694.3,2902.7,1041.36,50,COMPLETED
23993,TR2406070023993,194,8,13,17,2024-06-07 00:45:00,2024-06-07 00:54:00,2024-06-08 05:24:16,2313.8,2355.0,695.73,6,COMPLETED
23994,TR2406070023994,194,8,22,10,2024-06-07 18:45:00,2024-06-07 19:07:00,2024-06-09 08:12:11,2795.3,2797.4,832.76,18,COMPLETED
23995,TR2406070023995,309,4,27,21,2024-06-07 06:30:00,2024-06-07 07:03:00,2024-06-08 16:52:42,2129.7,2255.8,715.73,19,COMPLETED
23996,TR2406070023996,226,6,7,44,2024-06-07 15:30:00,2024-06-07 15:35:00,2024-06-09 07:50:42,2830.6,3017.1,999.56,42,COMPLETED
23997,TR2406070023997,87,1,3,21,2024-06-07 05:45:00,2024-06-07 06:07:00,2024-06-08 05:02:50,1543.7,1604.5,449.96,7,COMPLETED
23998,TR2406070023998,216,5,26,19,2024-06-07 22:45:00,2024-06-07 23:24:00,2024-06-08 12:10:44,1183.7,1271.9,398.5,25,COMPLETED
23999,TR2406070023999,171,3,13,9,2024-06-07 17:45:00,2024-06-07 17:57:00,2024-06-08 01:09:28,334.2,345.1,126.6,59,COMPLETED
24000,TR2406070024000,62,9,34,48,2024-06-07 18:00:00,2024-06-07 18:17:00,2024-06-08 07:40:40,1001.6,951.9,375.25,15,COMPLETED
24001,TR2406070024001,42,1,41,8,2024-06-07 08:15:00,2024-06-07 08:50:00,2024-06-07 09:23:40,45.1,43.5,20.24,58,COMPLETED
24002,TR2406070024002,167,3,34,21,2024-06-07 02:00:00,2024-06-07 02:40:00,2024-06-08 21:58:19,2695.3,2880.6,979.91,19,COMPLETED
24003,TR2406070024003,337,9,19,22,2024-06-07 02:30:00,2024-06-07 02:51:00,2024-06-07 09:06:36,218.4,227.0,80.8,16,COMPLETED
24004,TR2406070024004,331,4,21,4,2024-06-07 00:15:00,2024-06-07 00:46:00,2024-06-07 20:22:30,1555.6,1606.5,546.2,59,COMPLETED
24005,TR2406070024005,302,9,11,8,2024-06-07 16:00:00,2024-06-07 16:28:00,2024-06-08 16:55:17,1356.2,1339.0,470.29,5,COMPLETED
24006,TR2406070024006,316,1,49,18,2024-06-07 21:45:00,2024-06-07 22:00:00,2024-06-09 06:10:45,2490.2,2401.5,1008.94,17,COMPLETED
24007,TR2406070024007,145,10,41,1,2024-06-07 23:45:00,2024-06-08 00:04:00,2024-06-08 08:36:40,286.5,297.4,121.82,46,COMPLETED
24008,TR2406070024008,24,1,1,16,2024-06-07 12:30:00,2024-06-07 13:36:00,2024-06-07 22:24:18,837.4,929.1,292.56,23,COMPLETED
24009,TR2406070024009,312,8,43,5,2024-06-07 23:00:00,2024-06-07 23:28:00,2024-06-09 04:34:43,2454.2,2488.2,940.53,48,COMPLETED
24010,TR2406070024010,78,6,24,15,2024-06-07 15:45:00,2024-06-07 16:18:00,2024-06-08 20:56:09,1893.3,1896.8,540.3,7,COMPLETED
24011,TR2406070024011,210,1,13,28,2024-06-07 23:30:00,2024-06-07 23:34:00,2024-06-08 14:00:09,1249.8,1237.3,546.48,7,COMPLETED
24012,TR2406070024012,130,10,37,4,2024-06-07 03:00:00,2024-06-07 03:15:00,2024-06-08 05:53:52,1936.7,2130.9,765.63,10,COMPLETED
24013,TR2406070024013,105,6,23,49,2024-06-07 15:30:00,2024-06-07 15:58:00,2024-06-09 02:01:06,2818.7,2968.0,784.4,58,COMPLETED
24014,TR2406070024014,178,10,38,42,2024-06-07 03:15:00,2024-06-07 04:27:00,2024-06-07 11:31:31,662.5,652.0,250.92,52,COMPLETED
24015,TR2406070024015,227,10,11,35,2024-06-07 08:00:00,2024-06-07 08:08:00,2024-06-09 00:06:09,2628.8,2738.0,1268.97,51,COMPLETED
24016,TR2406070024016,163,4,14,45,2024-06-07 04:30:00,2024-06-07 05:45:00,2024-06-07 10:57:59,274.4,289.2,95.45,52,COMPLETED
24017,TR2406070024017,25,1,9,3,2024-06-07 08:00:00,2024-06-07 08:02:00,2024-06-09 02:40:01,2942.9,3010.3,907.28,18,COMPLETED
24018,TR2406070024018,44,3,36,37,2024-06-07 10:15:00,2024-06-07 10:35:00,2024-06-07 13:29:07,151.3,146.7,70.68,30,COMPLETED
24019,TR2406070024019,196,8,45,33,2024-06-07 22:00:00,2024-06-07 22:22:00,2024-06-08 21:52:26,2180.9,2191.1,884.93,59,COMPLETED
24020,TR2406070024020,59,5,28,43,2024-06-07 09:45:00,2024-06-07 10:47:00,2024-06-07 19:09:41,693.9,801.0,213.05,48,COMPLETED
24021,TR2406070024021,224,3,48,1,2024-06-07 02:15:00,2024-06-07 02:53:00,2024-06-08 14:13:20,2143.9,2069.0,721.59,50,COMPLETED
24022,TR2406080024022,195,7,8,37,2024-06-08 02:45:00,2024-06-08 04:56:00,2024-06-09 15:49:01,3092.2,3102.0,1382.31,15,COMPLETED
24023,TR2406080024023,45,5,7,3,2024-06-08 05:45:00,2024-06-08 06:22:00,2024-06-08 10:55:18,196.6,219.3,74.42,14,COMPLETED
24024,TR2406080024024,61,9,1,27,2024-06-08 14:30:00,2024-06-08 16:31:00,2024-06-09 02:12:01,965.5,891.2,394.77,15,COMPLETED
24025,TR2406080024025,303,3,1,41,2024-06-08 20:45:00,2024-06-08 21:15:00,2024-06-09 01:12:22,209.0,220.1,65.12,43,COMPLETED
24026,TR2406080024026,120,10,32,35,2024-06-08 19:15:00,2024-06-08 20:09:00,2024-06-09 04:51:22,652.7,757.4,254.0,18,COMPLETED
24027,TR2406080024027,255,10,8,41,2024-06-08 12:45:00,2024-06-08 13:30:00,2024-06-08 22:36:41,334.4,353.4,132.24,44,COMPLETED
24028,TR2406080024028,64,7,12,39,2024-06-08 13:45:00,2024-06-08 14:00:00,2024-06-09 06:45:04,1220.8,1271.5,448.88,48,COMPLETED
24029,TR2406080024029,76,1,49,22,2024-06-08 19:15:00,2024-06-08 20:20:00,2024-06-09 18:26:36,1787.7,1949.1,801.58,48,COMPLETED
24030,TR2406080024030,283,9,17,50,2024-06-08 04:15:00,2024-06-08 04:51:00,2024-06-09 05:11:17,1795.5,1977.8,724.91,30,COMPLETED
24031,TR2406080024031,126,7,6,2,2024-06-08 01:45:00,2024-06-08 01:51:00,2024-06-08 05:50:00,159.5,158.2,58.44,3,COMPLETED
24032,TR2406080024032,37,3,28,44,2024-06-08 12:30:00,2024-06-08 14:06:00,2024-06-09 09:23:52,2010.2,2140.9,656.28,33,COMPLETED
24033,TR2406080024033,311,10,50,43,2024-06-08 03:30:00,2024-06-08 04:48:00,2024-06-09 18:52:19,2720.3,2808.6,996.57,48,COMPLETED
24034,TR2406080024034,120,10,14,3,2024-06-08 01:15:00,2024-06-08 01:36:00,2024-06-09 17:35:31,2661.8,2750.4,962.85,9,COMPLETED
24035,TR2406090024035,264,7,32,45,2024-06-09 08:15:00,2024-06-09 08:50:00,2024-06-10 14:37:21,1860.1,1997.5,674.68,2,COMPLETED
24036,TR2406090024036,17,3,11,38,2024-06-09 02:30:00,2024-06-09 03:08:00,2024-06-10 04:32:24,1670.6,1643.7,443.92,2,COMPLETED
24037,TR2406090024037,213,5,48,8,2024-06-09 05:45:00,2024-06-09 06:28:00,2024-06-10 18:28:06,2493.7,2578.4,1152.35,33,COMPLETED
24038,TR2406090024038,229,5,5,38,2024-06-09 02:15:00,2024-06-09 02:39:00,2024-06-09 13:17:12,853.9,947.3,340.02,29,COMPLETED
24039,TR2406090024039,322,10,31,42,2024-06-09 04:30:00,2024-06-09 05:12:00,2024-06-10 10:24:32,2187.2,2258.5,1053.73,51,COMPLETED
24040,TR2406090024040,168,4,16,8,2024-06-09 08:45:00,2024-06-09 09:53:00,2024-06-10 13:39:16,1616.9,1636.4,629.26,56,COMPLETED
24041,TR2406090024041,194,8,5,21,2024-06-09 12:00:00,2024-06-09 12:16:00,2024-06-10 14:46:02,2284.5,2410.9,755.75,51,COMPLETED
24042,TR2406090024042,9,3,7,34,2024-06-09 01:15:00,2024-06-09 01:54:00,2024-06-10 14:39:55,2929.0,3098.4,1277.73,24,COMPLETED
24043,TR2406090024043,221,4,48,2,2024-06-09 06:15:00,2024-06-09 06:35:00,2024-06-10 20:02:00,2720.6,2809.1,1020.79,49,COMPLETED
24044,TR2406090024044,178,10,19,2,2024-06-09 15:30:00,2024-06-09 15:50:00,2024-06-10 11:03:21,1474.8,1662.5,582.77,29,COMPLETED
24045,TR2406090024045,278,2,41,9,2024-06-09 04:30:00,2024-06-09 04:36:00,2024-06-10 13:47:25,2410.5,2447.1,896.8,49,COMPLETED
24046,TR2406090024046,137,3,23,12,2024-06-09 14:30:00,2024-06-09 15:51:00,2024-06-11 01:49:50,2668.5,2843.9,972.95,47,COMPLETED
24047,TR2406090024047,340,2,43,10,2024-06-09 02:00:00,2024-06-09 02:10:00,2024-06-09 04:39:22,105.1,106.4,33.94,42,COMPLETED
24048,TR2406090024048,275,5,29,33,2024-06-09 05:45:00,2024-06-09 06:06:00,2024-06-09 17:45:44,984.2,915.8,307.38,47,COMPLETED
24049,TR2406100024049,16,4,5,23,2024-06-10 01:15:00,2024-06-10 01:48:00,2024-06-10 23:30:11,1772.3,1846.7,555.39,50,COMPLETED
24050,TR2406100024050,230,2,28,8,2024-06-10 00:30:00,2024-06-10 00:58:00,2024-06-11 20:43:09,2819.4,2984.9,1366.42,6,COMPLETED
24051,TR2406100024051,248,2,10,13,2024-06-10 11:45:00,2024-06-10 11:52:00,2024-06-10 15:11:39,158.8,173.3,61.54,17,COMPLETED
24052,TR2406100024052,92,5,49,44,2024-06-10 17:45:00,2024-06-10 18:31:00,2024-06-12 03:45:03,2233.7,2487.3,946.46,45,COMPLETED
24053,TR2406100024053,112,10,29,49,2024-06-10 04:15:00,2024-06-10 04:36:00,2024-06-10 07:40:21,124.6,136.5,42.89,11,COMPLETED
24054,TR2406100024054,119,3,5,36,2024-06-10 22:45:00,2024-06-10 23:07:00,2024-06-12 08:05:05,2320.3,2407.3,785.03,28,COMPLETED
24055,TR2406100024055,194,8,35,31,2024-06-10 02:45:00,2024-06-10 04:17:00,2024-06-10 10:05:10,742.1,713.5,290.23,26,COMPLETED
24056,TR2406100024056,167,3,9,31,2024-06-10 07:15:00,2024-06-10 08:10:00,2024-06-11 13:24:04,2644.7,2757.9,1290.87,33,COMPLETED
24057,TR2406100024057,62,9,50,15,2024-06-10 16:15:00,2024-06-10 16:16:00,2024-06-12 00:45:18,1989.5,1979.8,582.39,48,COMPLETED
24058,TR2406100024058,173,7,5,49,2024-06-10 07:00:00,2024-06-10 08:34:00,2024-06-11 14:06:26,2198.6,2357.8,656.47,19,COMPLETED
24059,TR2406100024059,92,5,10,30,2024-06-10 17:00:00,2024-06-10 17:21:00,2024-06-12 13:28:38,2896.3,3025.1,1019.1,58,COMPLETED
24060,TR2406100024060,270,1,14,36,2024-06-10 03:15:00,2024-06-10 03:29:00,2024-06-10 12:54:23,801.5,839.3,309.07,25,COMPLETED
24061,TR2406100024061,230,2,29,44,2024-06-10 21:15:00,2024-06-10 21:24:00,2024-06-11 20:33:04,1675.1,1773.2,637.56,46,COMPLETED
24062,TR2406100024062,287,4,12,5,2024-06-10 18:00:00,2024-06-10 18:25:00,2024-06-11 06:29:23,877.9,944.4,270.89,8,COMPLETED
24063,TR2406100024063,292,2,21,27,2024-06-10 10:00:00,2024-06-10 10:09:00,2024-06-11 02:23:29,1069.5,1083.6,522.82,5,COMPLETED
24064,TR2406100024064,312,8,3,45,2024-06-10 14:45:00,2024-06-10 14:52:00,2024-06-12 00:37:50,2484.9,2554.1,856.48,58,COMPLETED
24065,TR2406100024065,170,9,48,29,2024-06-10 22:45:00,2024-06-10 23:00:00,2024-06-11 21:46:25,2115.8,2202.0,925.86,17,COMPLETED
24066,TR2406100024066,98,1,24,19,2024-06-10 03:30:00,2024-06-10 05:15:00,2024-06-11 14:00:11,2198.0,2224.6,890.55,50,COMPLETED
24067,TR2406100024067,63,5,23,39,2024-06-10 01:00:00,2024-06-10 01:13:00,2024-06-10 15:17:43,1158.7,1177.7,387.52,33,CANCELLED
24068,TR2406100024068,194,8,48,47,2024-06-10 00:15:00,2024-06-10 01:00:00,2024-06-11 07:37:55,2198.9,2312.8,936.39,27,COMPLETED
24069,TR2406100024069,199,8,4,24,2024-06-10 15:00:00,2024-06-10 15:47:00,2024-06-11 23:09:52,2831.2,2700.6,846.9,35,COMPLETED
24070,TR2406100024070,197,6,35,32,2024-06-10 02:30:00,2024-06-10 03:01:00,2024-06-10 23:58:31,1636.6,1599.5,653.09,4,COMPLETED
24071,TR2406100024071,15,6,34,11,2024-06-10 13:45:00,2024-06-10 15:09:00,2024-06-11 02:08:23,972.3,991.4,449.25,29,COMPLETED
24072,TR2406100024072,210,1,28,15,2024-06-10 13:30:00,2024-06-10 14:33:00,2024-06-11 09:26:15,1758.4,1804.7,700.21,24,COMPLETED
24073,TR2406100024073,268,1,45,27,2024-06-10 12:45:00,2024-06-10 13:09:00,2024-06-10 20:49:35,685.4,714.5,306.33,46,COMPLETED
24074,TR2406100024074,330,10,49,15,2024-06-10 23:45:00,2024-06-11 00:22:00,2024-06-12 01:32:12,2124.7,2037.4,677.87,50,COMPLETED
24075,TR2406100024075,255,10,42,35,2024-06-10 14:15:00,2024-06-10 14:28:00,2024-06-12 11:58:38,3081.4,3139.4,978.49,41,COMPLETED
24076,TR2406100024076,64,7,2,28,2024-06-10 05:30:00,2024-06-10 05:41:00,2024-06-11 07:03:57,1623.9,1732.1,762.0,27,COMPLETED
24077,TR2406100024077,47,2,34,24,2024-06-10 15:00:00,2024-06-10 15:33:00,2024-06-12 04:01:53,2852.8,3030.3,1074.84,39,COMPLETED
24078,TR2406100024078,256,1,41,45,2024-06-10 13:30:00,2024-06-10 14:09:00,2024-06-11 16:50:46,2257.9,2214.5,918.4,16,COMPLETED
24079,TR2406100024079,181,6,22,50,2024-06-10 05:00:00,2024-06-10 05:12:00,2024-06-11 07:45:26,1738.3,1779.3,671.58,51,COMPLETED
24080,TR2406100024080,1,2,40,15,2024-06-10 15:00:00,2024-06-10 15:12:00,2024-06-12 13:38:17,2694.8,2805.3,1206.67,10,COMPLETED
24081,TR2406100024081,205,7,7,36,2024-06-10 01:00:00,2024-06-10 01:16:00,2024-06-10 14:52:47,1361.6,1412.5,532.2,44,COMPLETED
24082,TR2406100024082,311,10,43,16,2024-06-10 14:45:00,2024-06-10 15:41:00,2024-06-10 15:11:35,22.0,23.6,7.41,57,COMPLETED
24083,TR2406100024083,137,3,46,21,2024-06-10 14:30:00,2024-06-10 15:04:00,2024-06-10 19:12:28,218.0,222.6,75.53,28,COMPLETED
24084,TR2406100024084,145,10,35,49,2024-06-10 21:00:00,2024-06-10 21:18:00,2024-06-12 09:29:39,2036.9,2018.0,863.85,29,COMPLETED
24085,TR2406100024085,299,7,24,10,2024-06-10 12:00:00,2024-06-10 12:11:00,2024-06-11 05:13:01,1303.9,1370.9,448.29,8,COMPLETED
24086,TR2406100024086,15,6,28,49,2024-06-10 00:45:00,2024-06-10 02:13:00,2024-06-10 19:18:54,1419.4,1508.3,473.39,55,COMPLETED
24087,TR2406100024087,226,6,28,47,2024-06-10 18:15:00,2024-06-10 18:43:00,2024-06-11 06:52:50,856.6,893.8,313.87,41,COMPLETED
24088,TR2406100024088,137,3,2,46,2024-06-10 15:15:00,2024-06-10 15:36:00,2024-06-11 17:51:30,1607.7,1621.0,477.48,51,COMPLETED
24089,TR2406100024089,63,5,6,13,2024-06-10 01:15:00,2024-06-10 01:47:00,2024-06-11 11:47:27,2469.3,2715.6,864.07,6,COMPLETED
24090,TR2406100024090,97,4,44,45,2024-06-10 13:15:00,2024-06-10 14:11:00,2024-06-10 17:40:07,169.8,174.7,67.96,31,COMPLETED
24091,TR2406100024091,27,10,38,25,2024-06-10 21:45:00,2024-06-10 22:16:00,2024-06-11 17:27:04,1181.6,1261.4,375.66,12,COMPLETED
24092,TR2406100024092,247,1,8,17,2024-06-10 19:15:00,2024-06-10 20:15:00,2024-06-12 00:49:37,2692.0,2873.7,1024.8,40,COMPLETED
24093,TR2406100024093,21,1,13,17,2024-06-10 07:45:00,2024-06-10 08:13:00,2024-06-11 11:08:11,1740.1,1817.8,754.71,9,COMPLETED
24094,TR2406100024094,14,1,2,10,2024-06-10 06:30:00,2024-06-10 08:26:00,2024-06-12 00:31:57,3055.6,3121.1,1301.82,9,COMPLETED
24095,TR2406100024095,46,3,26,45,2024-06-10 06:30:00,2024-06-10 06:36:00,2024-06-11 17:55:57,2725.2,2866.5,1176.02,49,COMPLETED
24096,TR2406100024096,126,7,39,35,2024-06-10 15:15:00,2024-06-10 15:29:00,2024-06-11 20:12:05,2222.3,2077.4,715.24,29,COMPLETED
24097,TR2406100024097,89,8,28,14,2024-06-10 15:00:00,2024-06-10 17:23:00,2024-06-11 10:27:04,1850.0,1765.5,923.37,50,COMPLETED
24098,TR2406100024098,44,3,44,3,2024-06-10 05:30:00,2024-06-10 06:10:00,2024-06-11 06:52:30,1725.7,1873.5,692.49,19,COMPLETED
24099,TR2406100024099,89,8,16,42,2024-06-10 08:45:00,2024-06-10 08:56:00,2024-06-11 07:18:29,2106.2,2264.9,993.25,46,COMPLETED
24100,TR2406100024100,333,6,13,8,2024-06-10 19:30:00,2024-06-10 20:45:00,2024-06-11 09:51:30,1175.3,1215.0,318.23,50,COMPLETED
24101,TR2406100024101,193,1,50,32,2024-06-10 05:00:00,2024-06-10 05:28:00,2024-06-10 09:45:45,217.6,208.8,86.6,25,COMPLETED
24102,TR2406100024102,200,3,44,45,2024-06-10 13:00:00,2024-06-10 13:25:00,2024-06-10 20:37:36,293.2,315.9,132.7,39,COMPLETED
24103,TR2406100024103,13,2,4,27,2024-06-10 01:30:00,2024-06-10 02:26:00,2024-06-10 10:59:03,764.8,777.9,209.84,48,COMPLETED
24104,TR2406100024104,205,7,14,33,2024-06-10 17:00:00,2024-06-10 17:25:00,2024-06-11 04:15:33,1100.4,1128.1,471.16,34,COMPLETED
24105,TR2406100024105,327,2,14,46,2024-06-10 18:30:00,2024-06-10 18:46:00,2024-06-12 11:45:29,2723.0,2683.1,905.56,39,COMPLETED
24106,TR2406100024106,209,8,22,47,2024-06-10 21:30:00,2024-06-10 21:48:00,2024-06-11 00:00:33,130.0,128.4,60.63,37,COMPLETED
24107,TR2406100024107,335,4,20,50,2024-06-10 22:45:00,2024-06-10 23:41:00,2024-06-12 23:09:42,3037.7,3331.2,754.88,25,COMPLETED
24108,TR2406100024108,327,2,2,50,2024-06-10 19:15:00,2024-06-10 19:21:00,2024-06-11 18:40:11,2014.8,2054.1,943.72,32,COMPLETED
