consignment_item_id,consignment_id,product_id,quantity,item_weight_kg,item_cubic_m,dangerous_goods_class
319429,91914,533,6,101.16,0.4242,
319430,91914,336,24,633.6,3.3744,
319431,91915,464,1,1.63,0.008,Class 9 Misc
319432,91915,125,4,70.16,0.334,
319433,91915,134,1,3.18,0.012,
319434,91915,68,6,37.74,0.1788,
319435,91915,277,1,14.55,0.0711,Class 8 Corrosive
319436,91915,540,1,11.71,0.0482,
319437,91915,473,4,65.12,0.2396,
319438,91915,102,4,11.0,0.0536,
319439,91915,352,24,136.08,0.5472,
319440,91915,738,2,25.28,0.0904,Class 8 Corrosive
319441,91916,478,4,38.76,0.2032,Class 9 Misc
319442,91916,336,2,52.8,0.2812,
319443,91916,637,1,7.37,0.0328,
319444,91917,529,6,85.14,0.4644,
319445,91918,17,1,5.24,0.0175,Class 8 Corrosive
319446,91919,774,12,53.4,0.252,Class 3 Flammable
319447,91920,454,2,20.68,0.0908,
319448,91920,645,1,16.8,0.0928,
319449,91921,37,4,112.24,0.5152,
319450,91921,192,1,15.23,0.082,Class 3 Flammable
319451,91921,440,1,19.4,0.0722,
319452,91921,158,1,4.18,0.0173,
319453,91921,356,4,14.08,0.068,
319454,91921,405,2,27.58,0.1312,
319455,91921,31,1,17.39,0.0555,
319456,91921,33,12,318.48,1.29,
319457,91921,53,12,469.8,1.608,
319458,91921,473,2,32.56,0.1198,
319459,91922,49,1,4.31,0.0181,
319460,91923,761,6,48.18,0.1602,
319461,91924,665,1,8.59,0.0424,
319462,91924,564,2,7.4,0.035,
319463,91924,218,2,25.9,0.1068,
319464,91924,106,1,17.19,0.0564,Class 8 Corrosive
319465,91925,113,4,101.36,0.514,Class 3 Flammable
319466,91926,293,1,27.02,0.0867,
319467,91926,424,1,14.94,0.0734,
319468,91927,163,4,93.84,0.4644,
319469,91928,560,6,117.96,0.4356,
319470,91928,362,24,849.84,2.9736,
319471,91928,721,6,69.9,0.2346,
319472,91928,11,4,82.52,0.2996,
319473,91928,201,1,18.76,0.0708,
319474,91928,520,2,40.06,0.1334,
319475,91929,17,4,20.96,0.07,Class 8 Corrosive
319476,91930,226,24,205.68,0.8784,
319477,91931,419,2,35.9,0.1346,
319478,91931,418,1,10.98,0.0369,
319479,91931,665,2,17.18,0.0848,
319480,91931,511,1,2.94,0.0096,
319481,91931,710,2,36.12,0.1482,
319482,91931,355,6,71.58,0.2802,
319483,91932,602,1,8.08,0.0291,Class 9 Misc
319484,91932,451,1,22.52,0.1096,
319485,91932,416,2,35.26,0.1184,
319486,91932,721,1,11.65,0.0391,
319487,91932,352,24,136.08,0.5472,
319488,91932,75,6,84.06,0.45,
319489,91933,275,12,151.32,0.7428,
319490,91933,748,1,53.54,0.1687,
319491,91934,364,2,31.66,0.0994,
319492,91935,606,2,14.48,0.0804,
319493,91936,182,2,9.14,0.0296,
319494,91937,346,2,24.34,0.0932,
319495,91937,148,2,43.52,0.2054,Class 9 Misc
319496,91937,556,1,17.77,0.0638,
319497,91937,211,1,15.48,0.0672,
319498,91938,197,1,36.19,0.1275,
319499,91938,771,2,32.7,0.1424,
319500,91938,444,1,2.77,0.0094,
319501,91938,693,12,260.4,1.35,
319502,91938,372,2,14.12,0.0514,
319503,91938,417,2,32.56,0.118,
319504,91938,170,1,17.06,0.0619,
319505,91938,344,4,51.32,0.2436,Class 8 Corrosive
319506,91938,346,1,12.17,0.0466,
319507,91938,467,4,83.96,0.322,Class 3 Flammable
319508,91939,386,1,33.31,0.1612,
319509,91939,251,4,26.48,0.098,
319510,91939,545,2,48.86,0.236,Class 3 Flammable
319511,91940,319,2,36.04,0.1156,
319512,91940,627,4,39.68,0.1456,
319513,91941,739,2,22.26,0.1122,
319514,91942,494,6,26.4,0.1098,
319515,91942,389,2,57.04,0.204,
319516,91942,741,1,15.25,0.0671,
319517,91942,45,1,11.55,0.0572,Class 9 Misc
319518,91942,418,1,10.98,0.0369,
319519,91942,479,2,53.08,0.1798,
319520,91942,303,6,59.82,0.2856,
319521,91942,366,1,6.27,0.0206,
319522,91942,392,1,15.6,0.0755,
319523,91942,115,6,44.7,0.1422,
319524,91942,209,12,145.68,0.6288,
319525,91942,190,24,248.16,1.2912,Class 8 Corrosive
319526,91942,529,12,170.28,0.9288,
319527,91942,367,1,4.5,0.0241,Class 9 Misc
319528,91942,36,1,2.19,0.0086,
319529,91942,40,2,22.14,0.0754,
319530,91942,443,4,49.52,0.2232,
319531,91942,722,2,34.82,0.1654,
319532,91942,385,1,23.48,0.1286,
319533,91942,396,1,4.08,0.0206,
319534,91943,378,1,11.6,0.0631,
319535,91943,373,4,88.72,0.376,
319536,91944,172,2,3.42,0.0108,
319537,91944,709,1,14.05,0.0449,
319538,91945,560,1,19.66,0.0726,
319539,91945,259,1,5.87,0.032,
319540,91945,555,2,22.56,0.0946,
319541,91946,479,12,318.48,1.0788,
319542,91947,446,1,9.99,0.0329,
319543,91947,528,2,16.96,0.068,
319544,91947,393,2,30.56,0.1644,
319545,91948,347,1,27.66,0.0976,
319546,91949,383,4,76.76,0.24,Class 3 Flammable
319547,91950,175,2,24.68,0.0866,
319548,91950,196,1,23.47,0.1035,
319549,91950,393,6,91.68,0.4932,
319550,91951,340,1,5.92,0.0313,
319551,91951,406,1,5.28,0.0273,
319552,91952,176,4,119.96,0.6344,
319553,91953,409,2,34.0,0.1376,
319554,91954,421,1,6.48,0.0356,
319555,91954,631,4,13.68,0.0516,
319556,91954,712,6,36.42,0.117,
319557,91954,767,4,48.92,0.206,
319558,91954,659,6,67.74,0.2742,
319559,91954,43,24,98.88,0.3192,
319560,91955,742,1,6.79,0.031,
319561,91956,478,12,116.28,0.6096,Class 9 Misc
319562,91956,546,12,184.8,0.5856,
319563,91957,436,1,20.93,0.0665,
319564,91958,63,4,21.68,0.0848,
319565,91959,146,1,2.7,0.0132,Class 8 Corrosive
319566,91959,298,4,78.24,0.2772,
319567,91959,510,6,96.06,0.3444,
319568,91959,328,4,68.84,0.3516,
319569,91960,777,6,193.32,0.9786,
319570,91961,345,1,8.73,0.0389,
319571,91962,592,1,13.5,0.0567,Class 3 Flammable
319572,91962,708,2,67.28,0.2976,
319573,91963,454,24,248.16,1.0896,
319574,91963,235,2,38.72,0.1874,
319575,91963,732,1,34.93,0.1897,
319576,91964,275,1,12.61,0.0619,
319577,91964,504,6,78.78,0.3192,
319578,91964,566,12,56.52,0.234,
319579,91964,551,4,97.56,0.3372,
319580,91965,422,6,46.14,0.1446,
319581,91965,725,24,491.52,1.7448,
319582,91965,292,1,15.48,0.0698,
319583,91965,370,2,12.7,0.0588,Class 8 Corrosive
319584,91966,128,1,22.34,0.0722,
319585,91966,539,12,174.48,0.5844,
319586,91966,327,2,15.32,0.0788,
319587,91966,277,6,87.3,0.4266,Class 8 Corrosive
319588,91966,699,1,7.9,0.0429,
319589,91966,268,2,29.56,0.1186,
319590,91967,753,12,158.4,0.6792,
319591,91968,736,6,117.42,0.4236,
319592,91968,722,24,417.84,1.9848,
319593,91968,187,1,12.94,0.0461,
319594,91968,471,4,46.36,0.1508,
319595,91969,385,2,46.96,0.2572,
319596,91969,699,6,47.4,0.2574,
319597,91970,370,6,38.1,0.1764,Class 8 Corrosive
319598,91971,240,4,78.16,0.4168,Class 8 Corrosive
319599,91971,139,12,175.32,0.6084,Class 8 Corrosive
319600,91971,411,2,72.4,0.3672,
319601,91972,288,6,29.58,0.162,
319602,91972,578,4,22.08,0.0932,
319603,91972,503,1,31.22,0.1298,
319604,91972,297,4,95.04,0.3848,
319605,91973,738,2,25.28,0.0904,Class 8 Corrosive
319606,91974,498,2,17.7,0.0574,
319607,91974,238,1,31.62,0.1066,
319608,91974,695,1,8.3,0.036,Class 3 Flammable
319609,91974,443,12,148.56,0.6696,
319610,91974,325,12,225.24,1.1724,Class 3 Flammable
319611,91974,17,2,10.48,0.035,Class 8 Corrosive
319612,91975,162,24,224.88,0.7368,
319613,91975,139,2,29.22,0.1014,Class 8 Corrosive
319614,91976,414,4,60.92,0.24,
319615,91976,177,24,431.28,1.9896,
319616,91976,207,2,77.48,0.2902,Class 9 Misc
319617,91977,465,1,24.84,0.0817,
319618,91977,713,2,23.88,0.1046,Class 8 Corrosive
319619,91977,225,24,434.4,1.8672,
319620,91977,361,4,25.52,0.0856,
319621,91978,200,2,4.9,0.018,
319622,91979,5,2,19.42,0.0714,
319623,91979,370,2,12.7,0.0588,Class 8 Corrosive
319624,91979,749,2,10.72,0.0376,
319625,91979,546,12,184.8,0.5856,
319626,91979,664,1,13.09,0.0716,
319627,91979,629,1,6.56,0.0248,
319628,91979,636,1,27.12,0.0873,Class 9 Misc
319629,91979,607,1,21.47,0.0828,Class 3 Flammable
319630,91979,488,12,180.36,0.5928,
319631,91979,444,12,33.24,0.1128,
319632,91979,449,6,122.28,0.4782,Class 8 Corrosive
319633,91979,127,1,2.78,0.0141,
319634,91979,209,1,12.14,0.0524,
319635,91979,677,1,7.84,0.0338,Class 3 Flammable
319636,91979,435,6,27.12,0.0858,
319637,91979,159,2,17.56,0.058,
319638,91979,625,4,16.88,0.0648,
319639,91979,110,1,22.55,0.0799,
319640,91979,147,4,102.96,0.358,
319641,91979,267,2,8.24,0.033,
319642,91980,779,2,45.82,0.1554,
319643,91980,133,1,3.47,0.0135,
319644,91980,686,2,30.38,0.1026,Class 9 Misc
319645,91980,410,2,23.82,0.1182,
319646,91980,492,1,7.3,0.0361,
319647,91980,148,2,43.52,0.2054,Class 9 Misc
319648,91981,420,6,84.96,0.4218,Class 8 Corrosive
319649,91981,690,1,13.28,0.0495,
319650,91981,568,1,23.77,0.0863,
319651,91981,586,12,143.16,0.7032,
319652,91982,230,1,10.49,0.0362,
319653,91983,694,6,59.22,0.2394,
319654,91984,162,2,18.74,0.0614,
319655,91985,3,1,12.53,0.0468,
319656,91985,547,2,30.36,0.1068,
319657,91985,700,6,221.76,1.002,
319658,91985,304,4,31.52,0.1744,
319659,91985,642,12,49.08,0.2064,
319660,91985,673,4,46.56,0.198,
319661,91985,465,1,24.84,0.0817,
319662,91985,46,6,49.5,0.2364,Class 9 Misc
319663,91985,308,24,329.28,1.104,
319664,91985,259,2,11.74,0.064,
319665,91986,328,1,17.21,0.0879,
319666,91987,169,2,30.16,0.1218,
319667,91987,318,1,13.93,0.0684,Class 9 Misc
319668,91988,333,24,84.72,0.3504,
319669,91988,134,4,12.72,0.048,
319670,91989,364,4,63.32,0.1988,
319671,91990,219,4,40.76,0.1752,
319672,91990,60,6,31.02,0.1056,
319673,91990,429,2,14.4,0.0686,
319674,91990,652,2,36.0,0.1394,
319675,91991,450,2,12.72,0.0674,
319676,91991,44,1,7.27,0.0274,
319677,91991,779,4,91.64,0.3108,
319678,91991,764,2,27.68,0.0868,
319679,91991,396,4,16.32,0.0824,
319680,91991,458,6,92.88,0.3774,
319681,91992,281,2,16.48,0.0742,
319682,91992,534,6,15.24,0.0492,
319683,91992,486,4,69.64,0.2372,
319684,91993,766,1,12.68,0.0588,
319685,91993,288,1,4.93,0.027,
319686,91994,689,1,4.09,0.0129,
319687,91995,420,2,28.32,0.1406,Class 8 Corrosive
319688,91996,448,2,12.22,0.0414,
319689,91996,704,4,11.24,0.0448,Class 9 Misc
319690,91996,28,1,2.83,0.013,
319691,91996,612,1,14.62,0.0778,
319692,91997,719,4,97.6,0.4504,
319693,91997,132,1,15.57,0.055,Class 3 Flammable
319694,91997,134,1,3.18,0.012,
319695,91997,287,4,112.24,0.4684,
319696,91997,300,2,17.7,0.088,
319697,91997,384,12,134.52,0.4764,Class 8 Corrosive
319698,91997,40,2,22.14,0.0754,
319699,91997,15,1,16.29,0.0853,
319700,91997,707,1,1.01,0.0051,
319701,91997,167,2,3.02,0.0118,
319702,91998,626,24,157.92,0.6624,
319703,91998,349,12,54.12,0.2028,
319704,91998,776,4,118.88,0.4752,
319705,91998,243,1,2.84,0.0122,
319706,91998,356,6,21.12,0.102,
319707,91998,545,1,24.43,0.118,Class 3 Flammable
319708,91998,17,4,20.96,0.07,Class 8 Corrosive
319709,91998,335,2,5.72,0.0202,
319710,91998,638,1,12.66,0.0516,
319711,91998,742,4,27.16,0.124,
319712,91999,582,2,9.58,0.0358,
319713,91999,173,4,41.44,0.2116,
319714,92000,478,4,38.76,0.2032,Class 9 Misc
319715,92000,194,6,171.78,0.6132,
319716,92001,136,12,127.44,0.5316,
319717,92002,77,2,49.34,0.2576,
319718,92002,663,4,23.8,0.1152,
319719,92003,428,24,751.92,2.5248,
319720,92003,192,12,182.76,0.984,Class 3 Flammable
319721,92004,718,12,25.44,0.0984,
319722,92004,122,6,19.02,0.0756,
319723,92004,741,4,61.0,0.2684,
319724,92004,231,1,19.01,0.0821,
319725,92005,313,4,89.0,0.3628,
319726,92005,30,6,24.54,0.0834,Class 8 Corrosive
319727,92005,735,1,4.33,0.0149,Class 8 Corrosive
319728,92005,347,1,27.66,0.0976,
319729,92006,742,1,6.79,0.031,
319730,92006,409,2,34.0,0.1376,
319731,92006,677,2,15.68,0.0676,Class 3 Flammable
319732,92007,579,1,6.75,0.0331,Class 8 Corrosive
319733,92007,228,6,62.4,0.2382,
319734,92008,487,1,32.97,0.175,
319735,92008,717,12,122.28,0.4296,
319736,92008,326,1,10.76,0.0451,
319737,92008,207,1,38.74,0.1451,Class 9 Misc
319738,92008,557,2,20.4,0.0826,
319739,92008,213,1,11.84,0.0375,
319740,92009,761,12,96.36,0.3204,
319741,92010,649,2,6.4,0.0344,Class 8 Corrosive
319742,92011,122,6,19.02,0.0756,
319743,92012,540,2,23.42,0.0964,
319744,92013,47,6,91.08,0.3612,
319745,92013,57,24,850.8,4.3392,
319746,92013,259,1,5.87,0.032,
319747,92013,470,2,49.38,0.2126,
319748,92014,316,4,18.2,0.0612,
319749,92014,155,2,40.58,0.1362,
319750,92015,359,1,15.97,0.0522,
319751,92015,748,4,214.16,0.6748,
319752,92015,414,4,60.92,0.24,
319753,92015,658,2,64.92,0.24,
319754,92015,557,4,40.8,0.1652,
319755,92015,723,1,7.82,0.0335,
319756,92016,443,24,297.12,1.3392,
319757,92016,583,6,20.88,0.0726,
319758,92017,31,1,17.39,0.0555,
319759,92017,517,2,14.74,0.0598,
319760,92017,544,4,22.64,0.0784,Class 9 Misc
319761,92017,596,4,31.68,0.1336,
319762,92018,100,2,31.24,0.1606,
319763,92018,708,12,403.68,1.7856,
319764,92018,690,1,13.28,0.0495,
319765,92019,404,4,52.16,0.1908,
319766,92020,207,1,38.74,0.1451,Class 9 Misc
319767,92021,390,2,12.3,0.0628,
319768,92021,765,4,16.44,0.074,
319769,92022,255,2,16.22,0.064,
319770,92022,93,2,85.9,0.3106,
319771,92023,723,2,15.64,0.067,
319772,92024,85,4,61.92,0.25,
319773,92024,29,12,34.32,0.156,Class 3 Flammable
319774,92024,692,2,9.64,0.0334,
319775,92025,692,4,19.28,0.0668,
319776,92026,232,1,12.64,0.0434,Class 8 Corrosive
319777,92027,363,6,81.6,0.2802,
319778,92028,50,24,67.44,0.3384,
319779,92029,284,6,108.6,0.4698,
319780,92029,539,4,58.16,0.1948,
319781,92029,472,1,11.09,0.0354,
319782,92030,231,1,19.01,0.0821,
319783,92031,471,2,23.18,0.0754,
319784,92032,364,1,15.83,0.0497,
319785,92032,482,2,9.46,0.0432,
319786,92033,371,1,33.4,0.1292,
319787,92034,471,1,11.59,0.0377,
319788,92034,402,2,26.08,0.1036,
319789,92034,668,1,8.27,0.0311,
319790,92035,565,1,13.21,0.0695,Class 8 Corrosive
319791,92035,527,2,9.64,0.0388,
319792,92036,140,1,8.65,0.0417,Class 3 Flammable
319793,92036,17,2,10.48,0.035,Class 8 Corrosive
319794,92036,530,4,24.88,0.0984,
319795,92036,449,12,244.56,0.9564,Class 8 Corrosive
319796,92036,681,4,110.56,0.5248,
319797,92036,343,6,70.62,0.3066,
319798,92036,197,2,72.38,0.255,
319799,92036,171,1,6.61,0.0208,
319800,92036,337,4,173.12,0.8348,
319801,92036,20,4,64.0,0.2344,
319802,92036,258,2,43.32,0.1838,
319803,92036,531,4,66.8,0.2108,Class 3 Flammable
319804,92036,588,4,22.92,0.118,
319805,92036,755,1,2.28,0.0098,
319806,92036,536,4,52.44,0.2036,
319807,92036,639,2,31.86,0.1026,
319808,92036,185,2,25.56,0.0912,
319809,92036,111,1,10.91,0.0575,
319810,92036,474,2,24.66,0.1242,
319811,92036,326,4,43.04,0.1804,
319812,92037,400,4,45.96,0.2088,
319813,92037,251,4,26.48,0.098,
319814,92037,241,6,46.56,0.1842,
319815,92037,469,1,7.2,0.0267,
319816,92037,763,1,14.66,0.0541,
319817,92037,403,12,122.64,0.4344,
319818,92037,687,2,69.1,0.2646,
319819,92037,511,1,2.94,0.0096,
319820,92037,86,12,71.52,0.2676,
319821,92037,447,1,9.9,0.0363,
319822,92037,556,6,106.62,0.3828,
319823,92037,28,2,5.66,0.026,
319824,92037,189,12,151.2,0.6876,
319825,92037,303,1,9.97,0.0476,
319826,92037,682,6,280.38,0.9222,
319827,92037,394,2,34.98,0.1416,
319828,92037,645,6,100.8,0.5568,
319829,92037,90,2,17.56,0.0956,
319830,92037,459,2,58.18,0.205,
319831,92037,311,4,24.68,0.0772,
319832,92038,501,2,8.52,0.046,Class 3 Flammable
319833,92038,368,1,9.26,0.0337,
319834,92038,79,6,67.68,0.3468,
319835,92038,595,4,20.28,0.0768,
319836,92039,584,1,2.59,0.0098,
319837,92040,588,1,5.73,0.0295,
319838,92040,607,12,257.64,0.9936,Class 3 Flammable
319839,92041,477,2,3.82,0.0136,
319840,92041,534,2,5.08,0.0164,
319841,92042,35,4,66.0,0.2736,Class 9 Misc
319842,92042,509,4,12.16,0.0512,
319843,92042,177,2,35.94,0.1658,
319844,92043,570,1,5.07,0.0276,
319845,92043,344,1,12.83,0.0609,Class 8 Corrosive
319846,92044,15,12,195.48,1.0236,
319847,92044,473,6,97.68,0.3594,
319848,92044,134,1,3.18,0.012,
319849,92044,272,1,1.66,0.0066,
319850,92044,739,2,22.26,0.1122,
319851,92044,756,2,24.2,0.1272,Class 8 Corrosive
319852,92044,453,4,74.56,0.2692,
319853,92044,85,1,15.48,0.0625,
319854,92044,654,12,230.16,1.0896,
319855,92044,597,12,169.2,0.5352,
319856,92045,36,1,2.19,0.0086,
319857,92045,726,6,27.42,0.1056,
319858,92045,432,12,325.08,1.2072,
319859,92045,335,2,5.72,0.0202,
319860,92045,422,1,7.69,0.0241,
319861,92045,257,12,142.56,0.5952,
319862,92045,215,6,138.9,0.5184,
319863,92045,616,1,19.16,0.092,
319864,92045,577,2,18.94,0.104,
319865,92045,181,1,6.93,0.0323,
319866,92046,300,4,35.4,0.176,
319867,92046,229,24,77.04,0.3792,
319868,92047,744,1,10.62,0.0512,
319869,92048,500,12,41.88,0.1572,Class 3 Flammable
319870,92048,438,6,153.42,0.5628,
319871,92048,267,1,4.12,0.0165,
319872,92048,325,1,18.77,0.0977,Class 3 Flammable
319873,92049,485,4,24.84,0.1272,Class 9 Misc
319874,92050,566,6,28.26,0.117,
319875,92050,453,6,111.84,0.4038,
319876,92051,347,4,110.64,0.3904,
319877,92051,469,2,14.4,0.0534,
319878,92051,355,1,11.93,0.0467,
319879,92051,245,2,25.1,0.105,
319880,92052,157,1,7.85,0.0294,
319881,92052,82,2,12.24,0.0614,
319882,92052,451,6,135.12,0.6576,
319883,92052,483,2,14.56,0.0582,
319884,92052,444,12,33.24,0.1128,
319885,92052,261,2,36.38,0.1202,
319886,92052,139,12,175.32,0.6084,Class 8 Corrosive
319887,92052,718,2,4.24,0.0164,
319888,92052,580,1,8.69,0.0344,
319889,92052,257,12,142.56,0.5952,
319890,92052,102,2,5.5,0.0268,
319891,92052,528,1,8.48,0.034,
319892,92052,2,1,14.14,0.0476,
319893,92052,304,1,7.88,0.0436,
319894,92052,328,4,68.84,0.3516,
319895,92052,351,2,46.5,0.1624,
319896,92052,381,1,12.47,0.0682,
319897,92052,630,4,69.4,0.3344,
319898,92052,227,1,5.48,0.0285,
319899,92052,551,4,97.56,0.3372,
319900,92053,47,2,30.36,0.1204,
319901,92054,189,1,12.6,0.0573,
319902,92055,676,4,32.8,0.1144,
319903,92055,472,6,66.54,0.2124,
319904,92055,416,2,35.26,0.1184,
319905,92055,605,6,64.74,0.3312,
319906,92055,221,4,70.52,0.2364,
319907,92055,634,2,39.94,0.2116,
319908,92056,457,1,25.05,0.0975,
319909,92056,4,4,22.52,0.0908,
319910,92057,399,1,9.84,0.0466,
319911,92057,455,1,19.29,0.0707,
319912,92058,467,12,251.88,0.966,Class 3 Flammable
319913,92059,487,4,131.88,0.7,
319914,92060,202,6,220.02,0.9264,
319915,92060,144,1,8.84,0.0402,
319916,92061,295,1,18.76,0.0945,
319917,92061,703,2,42.6,0.142,
319918,92061,733,1,6.31,0.0215,Class 8 Corrosive
319919,92061,141,1,8.52,0.0448,
319920,92061,743,2,90.54,0.4006,
319921,92061,244,6,73.8,0.339,
319922,92062,193,1,9.55,0.0507,
319923,92063,202,4,146.68,0.6176,
319924,92064,95,6,39.0,0.1734,
319925,92065,767,1,12.23,0.0515,
319926,92066,74,1,43.32,0.1355,
319927,92067,436,2,41.86,0.133,
319928,92067,218,1,12.95,0.0534,
319929,92067,690,1,13.28,0.0495,
319930,92067,540,1,11.71,0.0482,
319931,92068,536,2,26.22,0.1018,
319932,92068,48,12,256.2,1.002,
319933,92069,642,6,24.54,0.1032,
319934,92069,727,12,167.16,0.6576,
319935,92069,32,1,19.14,0.06,Class 3 Flammable
319936,92069,120,2,59.56,0.2268,
319937,92070,193,6,57.3,0.3042,
319938,92070,320,2,15.72,0.0526,
319939,92070,395,2,30.12,0.1376,Class 3 Flammable
319940,92070,354,12,396.48,1.3548,
319941,92071,377,2,44.56,0.1422,
319942,92072,234,2,8.56,0.0326,
319943,92072,51,1,17.28,0.0674,
319944,92072,566,2,9.42,0.039,
319945,92073,706,1,9.77,0.0404,
319946,92073,256,2,21.44,0.0708,
319947,92073,75,2,28.02,0.15,
319948,92073,417,12,195.36,0.708,
319949,92074,24,2,26.08,0.1068,
319950,92075,535,24,370.08,1.404,
319951,92076,420,2,28.32,0.1406,Class 8 Corrosive
319952,92076,737,2,23.3,0.095,
319953,92076,173,6,62.16,0.3174,
319954,92076,140,4,34.6,0.1668,Class 3 Flammable
319955,92076,759,1,5.17,0.0191,
319956,92076,237,2,7.8,0.0286,
319957,92077,142,2,23.5,0.0982,Class 9 Misc
319958,92078,333,2,7.06,0.0292,
319959,92078,466,12,95.88,0.3384,
319960,92078,243,2,5.68,0.0244,
319961,92079,737,2,23.3,0.095,
319962,92080,129,4,20.12,0.078,
319963,92080,459,4,116.36,0.41,
319964,92080,764,12,166.08,0.5208,
319965,92080,342,2,27.98,0.0916,
319966,92081,246,4,63.04,0.2324,
319967,92081,243,1,2.84,0.0122,
319968,92081,358,12,139.08,0.5304,
319969,92082,90,4,35.12,0.1912,
319970,92082,327,1,7.66,0.0394,
319971,92083,102,1,2.75,0.0134,
319972,92083,106,1,17.19,0.0564,Class 8 Corrosive
319973,92084,151,2,19.38,0.0658,
319974,92084,714,4,56.92,0.3116,
319975,92084,326,2,21.52,0.0902,
319976,92085,269,6,237.0,1.0788,
319977,92086,411,12,434.4,2.2032,
319978,92086,591,4,72.8,0.2396,Class 8 Corrosive
319979,92087,466,1,7.99,0.0282,
319980,92087,439,1,9.16,0.0448,
319981,92088,320,1,7.86,0.0263,
319982,92088,503,6,187.32,0.7788,
319983,92089,492,1,7.3,0.0361,
319984,92089,501,4,17.04,0.092,Class 3 Flammable
319985,92089,80,1,21.02,0.0711,
319986,92089,135,6,38.52,0.1398,
319987,92090,271,2,40.78,0.1778,
319988,92090,316,1,4.55,0.0153,
319989,92090,3,1,12.53,0.0468,
319990,92090,335,2,5.72,0.0202,
319991,92090,216,1,19.81,0.1001,
319992,92090,436,2,41.86,0.133,
319993,92090,578,2,11.04,0.0466,
319994,92090,597,4,56.4,0.1784,
319995,92090,110,6,135.3,0.4794,
319996,92090,118,2,22.4,0.074,
319997,92090,562,4,26.36,0.084,
319998,92090,123,4,66.92,0.3632,
319999,92090,427,6,61.5,0.2502,
320000,92090,175,4,49.36,0.1732,
320001,92090,455,24,462.96,1.6968,
320002,92090,221,6,105.78,0.3546,
320003,92090,344,12,153.96,0.7308,Class 8 Corrosive
320004,92090,419,6,107.7,0.4038,
320005,92090,350,2,27.04,0.088,
320006,92090,21,4,19.12,0.064,
320007,92091,449,2,40.76,0.1594,Class 8 Corrosive
320008,92092,222,4,115.76,0.6088,
320009,92092,235,4,77.44,0.3748,
320010,92092,105,6,112.86,0.5496,
320011,92093,443,4,49.52,0.2232,
320012,92093,701,6,173.58,0.5598,
320013,92093,455,12,231.48,0.8484,
320014,92094,536,2,26.22,0.1018,
320015,92094,335,4,11.44,0.0404,
320016,92094,40,1,11.07,0.0377,
320017,92095,318,1,13.93,0.0684,Class 9 Misc
320018,92096,594,4,76.6,0.3192,
320019,92096,718,24,50.88,0.1968,
320020,92096,484,6,51.18,0.2346,Class 8 Corrosive
320021,92096,692,1,4.82,0.0167,
320022,92097,301,4,8.6,0.0376,
320023,92098,238,1,31.62,0.1066,
320024,92098,559,24,279.6,1.2432,Class 8 Corrosive
320025,92098,505,1,12.04,0.0398,Class 9 Misc
320026,92099,4,6,33.78,0.1362,
320027,92100,140,4,34.6,0.1668,Class 3 Flammable
320028,92100,264,2,25.84,0.1244,
320029,92101,504,4,52.52,0.2128,
320030,92101,395,6,90.36,0.4128,Class 3 Flammable
320031,92101,346,12,146.04,0.5592,
320032,92101,422,24,184.56,0.5784,
320033,92102,387,1,22.17,0.0732,
320034,92102,545,1,24.43,0.118,Class 3 Flammable
320035,92102,504,24,315.12,1.2768,
320036,92102,542,6,72.78,0.3798,
320037,92102,555,1,11.28,0.0473,
320038,92102,532,12,105.48,0.3492,
320039,92102,510,6,96.06,0.3444,
320040,92102,701,1,28.93,0.0933,
320041,92102,700,2,73.92,0.334,
320042,92102,773,2,29.96,0.1064,
320043,92102,705,4,28.84,0.096,
320044,92102,501,1,4.26,0.023,Class 3 Flammable
320045,92102,728,2,22.86,0.0932,
320046,92102,362,6,212.46,0.7434,
320047,92102,315,4,27.48,0.136,
320048,92102,98,2,48.18,0.2362,
320049,92102,161,1,4.46,0.0146,
320050,92102,670,1,7.33,0.0258,Class 8 Corrosive
320051,92102,445,1,7.4,0.029,
320052,92102,193,4,38.2,0.2028,
320053,92103,725,1,20.48,0.0727,
320054,92103,63,6,32.52,0.1272,
320055,92104,32,1,19.14,0.06,Class 3 Flammable
320056,92105,114,12,108.36,0.4908,
320057,92105,530,4,24.88,0.0984,
320058,92105,413,4,66.76,0.3216,
320059,92105,197,2,72.38,0.255,
320060,92105,362,1,35.41,0.1239,
320061,92105,713,2,23.88,0.1046,Class 8 Corrosive
320062,92105,435,6,27.12,0.0858,
320063,92105,22,1,17.93,0.0692,
320064,92105,220,6,77.16,0.2628,
320065,92105,268,1,14.78,0.0593,
320066,92105,138,2,11.7,0.0408,
320067,92105,287,1,28.06,0.1171,
320068,92105,27,12,128.4,0.4464,
320069,92105,687,4,138.2,0.5292,
320070,92105,538,1,18.86,0.0713,
320071,92105,151,2,19.38,0.0658,
320072,92105,11,4,82.52,0.2996,
320073,92105,346,4,48.68,0.1864,
320074,92105,606,2,14.48,0.0804,
320075,92105,528,2,16.96,0.068,
320076,92106,380,4,71.36,0.244,Class 8 Corrosive
320077,92107,149,4,35.76,0.14,
320078,92107,85,4,61.92,0.25,
320079,92107,321,1,9.78,0.0332,
320080,92108,388,6,41.94,0.1674,
320081,92108,49,1,4.31,0.0181,
320082,92108,108,6,96.66,0.4008,
320083,92108,20,4,64.0,0.2344,
320084,92108,514,6,63.84,0.228,
