scan_event_id,consignment_id,scan_type_id,facility_id,scan_datetime,scanned_by_staff_id,exception_reason_id
234947,57719,6,23,2024-05-04 00:22:34,256,
234948,57719,7,23,2024-05-13 11:41:27,47,
234949,67364,1,12,2024-07-16 15:00:00,96,
234950,67364,2,12,2024-07-16 18:00:15,77,
234951,67364,3,12,2024-07-16 20:54:15,110,
234952,67364,2,9,2024-07-17 03:49:41,234,
234953,67364,6,9,2024-07-17 10:57:38,210,
234954,67364,7,9,2024-07-17 11:57:38,37,
234955,149850,1,35,2026-03-17 08:00:00,98,
234956,149850,2,35,2026-03-17 13:50:08,1,
234957,149850,3,35,2026-03-17 12:33:13,205,
234958,149850,4,35,2026-03-18 12:56:26,118,
234959,149850,5,27,2026-03-19 06:24:23,6,
234960,149850,2,27,2026-03-19 14:14:11,86,
234961,149850,6,27,2026-03-20 03:37:32,139,
234962,149850,7,27,2026-03-20 04:37:32,7,
234963,143581,1,47,2026-01-30 16:00:00,188,
234964,143581,2,47,2026-01-30 20:04:22,35,
234965,143581,3,47,2026-01-30 22:25:12,210,
234966,143581,2,21,2026-01-31 07:33:27,207,
234967,143581,6,21,2026-01-31 15:49:24,217,
234968,143581,8,21,2026-01-31 19:08:18,75,3
234969,143581,9,21,2026-01-31 21:19:51,127,11
234970,143581,10,21,2026-02-02 10:05:30,19,
234971,45591,1,3,2024-01-24 12:00:00,102,
234972,45591,2,3,2024-01-24 14:09:52,23,
234973,45591,3,3,2024-01-24 18:43:47,204,
234974,45591,2,2,2024-01-25 02:44:30,112,
234975,45591,6,2,2024-01-25 07:25:00,192,
234976,45591,7,2,2024-01-28 18:52:51,254,
234977,161538,1,14,2026-06-08 14:00:00,74,
234978,161538,2,14,2026-06-08 19:18:27,145,
234979,161538,3,14,2026-06-08 16:40:35,142,
234980,161538,4,14,2026-06-09 09:26:53,153,
234981,161538,5,26,2026-06-09 21:23:11,128,
234982,161538,2,26,2026-06-10 03:05:13,189,
234983,161538,6,26,2026-06-10 15:14:44,20,
234984,161538,7,26,2026-06-10 16:14:44,259,
234985,110275,1,6,2025-06-09 14:00:00,211,
234986,110275,2,6,2025-06-09 15:49:01,203,
234987,110275,3,6,2025-06-09 20:40:24,89,
234988,110275,4,6,2025-06-10 08:57:47,88,
234989,110275,5,18,2025-06-10 22:51:37,22,
234990,110275,2,18,2025-06-11 03:18:49,203,
234991,110275,6,18,2025-06-11 13:02:28,256,
234992,110275,7,18,2025-06-11 14:02:28,66,
234993,131372,1,27,2025-11-03 10:00:00,56,
234994,131372,2,27,2025-11-03 14:58:30,118,
234995,131372,3,27,2025-11-03 18:52:37,144,
234996,131372,4,27,2025-11-04 14:01:45,70,
234997,131372,5,33,2025-11-05 09:09:52,46,
234998,131372,2,33,2025-11-05 17:31:45,58,
234999,131372,6,33,2025-11-06 06:44:37,198,
235000,131372,7,33,2025-11-13 08:13:06,220,
235001,52332,1,28,2024-03-20 09:00:00,44,
235002,52332,2,28,2024-03-20 13:19:37,229,
235003,52332,3,28,2024-03-20 12:04:05,195,
235004,52332,4,28,2024-03-21 13:20:35,99,
235005,52332,5,1,2024-03-22 13:36:33,197,
235006,52332,2,1,2024-03-22 23:28:32,199,
235007,52332,6,1,2024-03-23 05:43:06,169,
235008,52332,8,1,2024-03-23 10:08:10,13,1
235009,52332,9,1,2024-03-23 10:50:15,114,7
235010,52332,7,1,2024-03-27 23:53:50,245,
235011,123140,1,21,2025-09-09 14:00:00,144,
235012,123140,2,21,2025-09-09 16:04:18,86,
235013,123140,3,21,2025-09-09 18:37:36,61,
235014,123140,2,19,2025-09-10 01:18:27,125,
235015,123140,6,19,2025-09-10 05:08:11,57,
235016,123140,9,19,2025-09-11 08:48:49,54,13
235017,50367,1,33,2024-03-05 11:00:00,176,
235018,50367,2,33,2024-03-05 16:16:50,202,
235019,50367,3,33,2024-03-05 15:11:14,110,
235020,50367,2,35,2024-03-05 23:52:11,76,
235021,50367,6,35,2024-03-06 05:10:10,227,
235022,50367,7,35,2024-03-09 17:46:36,138,
235023,41705,1,30,2023-12-12 08:00:00,166,
235024,41705,2,30,2023-12-12 12:00:03,71,
235025,41705,3,30,2023-12-12 10:24:58,211,
235026,41705,4,30,2023-12-12 23:00:43,58,
235027,41705,5,40,2023-12-13 17:11:45,178,
235028,41705,2,40,2023-12-13 22:58:30,72,
235029,41705,6,40,2023-12-14 09:41:42,95,
235030,41705,7,40,2023-12-14 10:41:42,125,
235031,67332,1,12,2024-07-15 09:00:00,154,
235032,67332,2,12,2024-07-15 13:46:50,221,
235033,67332,3,12,2024-07-15 12:24:02,173,
235034,67332,4,12,2024-07-16 12:50:04,160,
235035,67332,5,23,2024-07-17 11:45:04,191,
235036,67332,2,23,2024-07-17 18:06:45,46,
235037,67332,6,23,2024-07-17 23:48:40,19,
235038,67332,7,23,2024-07-18 00:48:40,21,
235039,22728,1,50,2023-07-21 10:00:00,121,
235040,22728,2,50,2023-07-21 12:49:55,206,
235041,22728,3,50,2023-07-21 18:58:38,206,
235042,22728,4,50,2023-07-22 21:44:41,150,
235043,22728,5,7,2023-07-23 07:13:30,156,
235044,22728,2,7,2023-07-23 15:23:05,187,
235045,22728,6,7,2023-07-23 20:17:09,47,
235046,22728,7,7,2023-07-26 07:27:12,86,
235047,99394,1,5,2025-03-19 10:00:00,123,
235048,99394,2,5,2025-03-19 11:43:17,201,
235049,99394,3,5,2025-03-19 18:18:34,60,
235050,99394,4,5,2025-03-20 17:14:32,147,
235051,99394,5,24,2025-03-21 16:27:09,10,
235052,99394,2,24,2025-03-22 02:10:48,6,
235053,99394,6,24,2025-03-22 05:57:20,81,
235054,99394,7,24,2025-03-23 02:26:45,75,
235055,54890,1,33,2024-04-10 15:00:00,143,
235056,54890,2,33,2024-04-10 16:30:35,118,
235057,54890,3,33,2024-04-10 23:56:04,32,
235058,54890,4,33,2024-04-12 00:07:39,180,
235059,54890,5,3,2024-04-13 06:29:46,193,
235060,54890,2,3,2024-04-13 08:50:34,81,
235061,54890,6,3,2024-04-13 21:01:10,14,
235062,54890,7,3,2024-04-14 04:17:02,247,
235063,80361,1,26,2024-10-21 16:00:00,105,
235064,80361,2,26,2024-10-21 21:31:11,76,
235065,80361,3,26,2024-10-22 00:45:25,194,
235066,80361,2,27,2024-10-22 04:18:09,238,
235067,80361,6,27,2024-10-22 15:44:13,117,
235068,80361,7,27,2024-10-26 21:49:11,207,
235069,323,1,45,2023-01-10 10:00:00,223,
235070,323,2,45,2023-01-10 13:46:44,216,
235071,323,3,45,2023-01-10 18:56:00,15,
235072,323,2,43,2023-01-10 20:57:23,243,
235073,323,6,43,2023-01-11 05:50:13,96,
235074,323,7,43,2023-01-12 12:24:24,115,
235075,37368,1,45,2023-11-13 09:00:00,109,
235076,37368,2,45,2023-11-13 11:03:32,43,
235077,37368,3,45,2023-11-13 12:40:50,254,
235078,37368,2,10,2023-11-13 18:27:38,14,
235079,37368,6,10,2023-11-14 01:36:14,74,
235080,37368,7,10,2023-11-19 10:20:41,195,
235081,86238,1,47,2024-11-28 07:00:00,217,
235082,86238,2,47,2024-11-28 10:33:58,201,
235083,86238,3,47,2024-11-28 12:28:58,196,
235084,86238,4,47,2024-11-29 01:03:34,118,
235085,86238,5,33,2024-11-30 03:30:01,221,
235086,86238,2,33,2024-11-30 06:05:43,60,
235087,86238,6,33,2024-11-30 14:27:19,98,
235088,86238,7,33,2024-12-02 07:30:37,223,
235089,74127,1,45,2024-09-04 14:00:00,84,
235090,74127,2,45,2024-09-04 18:53:27,67,
235091,74127,3,45,2024-09-04 16:12:05,30,
235092,74127,2,13,2024-09-04 20:03:58,252,
235093,74127,6,13,2024-09-05 03:56:23,14,
235094,74127,8,13,2024-09-05 08:53:47,222,7
235095,74127,9,13,2024-09-05 08:56:45,259,3
235096,74127,7,13,2024-09-08 19:07:16,103,
235097,111005,1,22,2025-06-13 14:00:00,156,
235098,111005,2,22,2025-06-13 17:25:51,168,
235099,111005,3,22,2025-06-13 21:18:19,254,
235100,111005,2,47,2025-06-14 02:21:01,60,
235101,111005,6,47,2025-06-14 08:41:22,136,
235102,111005,7,47,2025-06-15 12:26:50,110,
235103,78386,1,11,2024-10-07 08:00:00,236,
235104,78386,2,11,2024-10-07 10:57:33,216,
235105,78386,3,11,2024-10-07 13:28:21,15,
235106,78386,2,16,2024-10-07 20:25:49,216,
235107,78386,6,16,2024-10-08 07:34:47,125,
235108,78386,7,16,2024-10-12 02:22:38,251,
235109,13049,1,25,2023-05-05 07:00:00,250,
235110,13049,2,25,2023-05-05 09:43:54,193,
235111,13049,3,25,2023-05-05 09:53:52,233,
235112,13049,2,26,2023-05-05 15:47:32,204,
235113,13049,6,26,2023-05-05 19:07:28,170,
235114,13049,7,26,2023-05-07 13:08:51,119,
235115,107104,1,10,2025-05-16 16:00:00,5,
235116,107104,2,10,2025-05-16 20:20:49,101,
235117,107104,3,10,2025-05-16 18:23:22,206,
235118,107104,4,10,2025-05-17 17:16:54,106,
235119,107104,5,35,2025-05-18 17:55:04,206,
235120,107104,2,35,2025-05-19 00:50:10,117,
235121,107104,6,35,2025-05-19 04:31:12,22,
235122,107104,7,35,2025-05-26 07:01:29,140,
235123,161406,1,9,2026-06-05 16:00:00,249,
235124,161406,2,9,2026-06-05 18:17:45,211,
235125,161406,3,9,2026-06-06 02:22:15,27,
235126,161406,2,16,2026-06-06 07:20:14,100,
235127,161406,6,16,2026-06-06 14:38:23,154,
235128,161406,7,16,2026-06-06 15:38:23,93,
235129,86938,1,41,2024-12-02 16:00:00,109,
235130,86938,2,41,2024-12-02 21:59:27,68,
235131,86938,3,41,2024-12-02 18:45:07,105,
235132,86938,2,4,2024-12-02 23:58:54,69,
235133,86938,6,4,2024-12-03 09:03:53,122,
235134,86938,7,4,2024-12-13 03:28:53,170,
235135,47899,1,1,2024-02-13 13:00:00,249,
235136,47899,2,1,2024-02-13 15:15:15,1,
235137,47899,3,1,2024-02-13 23:08:49,133,
235138,47899,2,4,2024-02-14 08:14:27,138,
235139,47899,6,4,2024-02-14 11:47:35,174,
235140,47899,7,4,2024-02-18 06:15:30,230,
235141,61415,1,37,2024-06-01 13:00:00,83,
235142,61415,2,37,2024-06-01 15:43:58,238,
235143,61415,3,37,2024-06-01 17:22:34,215,
235144,61415,2,36,2024-06-01 23:33:06,130,
235145,61415,6,36,2024-06-02 11:08:15,159,
235146,61415,8,36,2024-06-02 12:34:28,195,8
235147,61415,9,36,2024-06-02 14:18:21,138,13
235148,61415,7,36,2024-06-07 05:31:02,52,
235149,123886,1,11,2025-09-12 16:00:00,248,
235150,123886,2,11,2025-09-12 19:35:14,212,
235151,123886,3,11,2025-09-12 22:08:35,170,
235152,123886,4,11,2025-09-13 22:33:03,9,
235153,123886,5,32,2025-09-14 13:06:02,161,
235154,123886,2,32,2025-09-14 22:19:13,174,
235155,123886,6,32,2025-09-15 10:13:38,205,
235156,123886,7,32,2025-09-15 11:13:38,164,
235157,82411,1,23,2024-11-04 14:00:00,26,
235158,82411,2,23,2024-11-04 18:31:58,33,
235159,82411,3,23,2024-11-04 18:22:54,217,
235160,82411,2,20,2024-11-04 20:35:02,241,
235161,82411,6,20,2024-11-05 01:39:46,159,
235162,82411,7,20,2024-11-09 18:28:58,23,
235163,72287,1,50,2024-08-21 15:00:00,211,
235164,72287,2,50,2024-08-21 20:49:43,61,
235165,72287,3,50,2024-08-21 23:28:15,42,
235166,72287,2,49,2024-08-22 06:18:43,215,
235167,72287,6,49,2024-08-22 09:37:47,179,
235168,72287,7,49,2024-08-26 17:29:51,123,
235169,14774,1,46,2023-05-19 09:00:00,249,
235170,14774,2,46,2023-05-19 14:39:05,126,
235171,14774,3,46,2023-05-19 11:30:15,156,
235172,14774,2,23,2023-05-19 15:24:47,5,
235173,14774,6,23,2023-05-19 21:56:28,97,
235174,14774,7,23,2023-05-20 15:19:32,196,
235175,113763,1,12,2025-07-02 07:00:00,117,
235176,113763,2,12,2025-07-02 12:13:37,227,
235177,113763,3,12,2025-07-02 11:58:33,22,
235178,113763,4,12,2025-07-02 23:23:17,26,
235179,113763,5,31,2025-07-04 08:07:02,226,
235180,113763,2,31,2025-07-04 12:36:23,211,
235181,113763,6,31,2025-07-04 23:23:40,14,
235182,113763,7,31,2025-07-12 01:25:40,223,
235183,149030,1,21,2026-03-12 10:00:00,69,
235184,149030,2,21,2026-03-12 12:37:51,81,
235185,149030,3,21,2026-03-12 13:21:32,109,
235186,149030,2,46,2026-03-12 20:34:36,220,
235187,149030,6,46,2026-03-13 00:57:06,170,
235188,149030,7,46,2026-03-17 18:07:14,97,
235189,27826,1,29,2023-09-03 10:00:00,186,
235190,27826,2,29,2023-09-03 14:34:23,4,
235191,27826,3,29,2023-09-03 18:28:06,51,
235192,27826,2,31,2023-09-04 02:47:41,95,
235193,27826,6,31,2023-09-04 14:10:42,219,
235194,27826,7,31,2023-09-07 00:51:09,63,
235195,67293,1,34,2024-07-13 16:00:00,222,
235196,67293,2,34,2024-07-13 17:39:22,197,
235197,67293,3,34,2024-07-13 20:44:59,18,
235198,67293,4,34,2024-07-14 08:57:47,249,
235199,67293,5,22,2024-07-15 13:23:34,190,
235200,67293,2,22,2024-07-15 22:36:42,21,
235201,67293,6,22,2024-07-16 10:11:38,182,
235202,67293,8,22,2024-07-16 13:45:19,212,10
235203,67293,9,22,2024-07-16 15:29:46,21,1
235204,67293,7,22,2024-07-16 11:11:38,74,
235205,20824,1,8,2023-07-05 07:00:00,103,
235206,20824,2,8,2023-07-05 10:06:01,62,
235207,20824,3,8,2023-07-05 12:33:05,228,
235208,20824,2,7,2023-07-05 20:45:28,33,
235209,20824,6,7,2023-07-06 03:25:54,159,
235210,20824,7,7,2023-07-08 19:15:34,100,
235211,62043,1,33,2024-06-06 15:00:00,8,
235212,62043,2,33,2024-06-06 20:46:39,176,
235213,62043,3,33,2024-06-06 22:25:46,152,
235214,62043,4,33,2024-06-08 01:39:37,204,
235215,62043,5,47,2024-06-09 07:00:29,252,
235216,62043,2,47,2024-06-09 11:04:55,23,
235217,62043,6,47,2024-06-09 22:14:53,224,
235218,62043,7,47,2024-06-10 07:49:05,125,
235219,132544,1,27,2025-11-08 15:00:00,114,
235220,132544,2,27,2025-11-08 19:11:28,91,
235221,132544,3,27,2025-11-08 23:54:16,236,
235222,132544,4,27,2025-11-09 16:49:44,189,
235223,132544,5,21,2025-11-10 02:00:40,160,
235224,132544,2,21,2025-11-10 08:32:23,136,
235225,132544,6,21,2025-11-10 18:13:01,111,
235226,132544,7,21,2025-11-10 19:13:01,148,
235227,141426,1,9,2026-01-12 14:00:00,174,
235228,141426,2,9,2026-01-12 19:01:01,104,
235229,141426,3,9,2026-01-12 22:43:38,79,
235230,141426,2,10,2026-01-13 03:12:20,136,
235231,141426,6,10,2026-01-13 13:21:35,9,
235232,141426,7,10,2026-01-13 14:21:35,124,
235233,25301,1,7,2023-08-13 10:00:00,160,
235234,25301,2,7,2023-08-13 15:46:52,148,
235235,25301,3,7,2023-08-13 14:45:08,199,
235236,25301,2,5,2023-08-13 22:42:23,88,
235237,25301,6,5,2023-08-14 10:14:14,236,
235238,25301,7,5,2023-08-21 02:06:50,232,
235239,26027,1,7,2023-08-18 12:00:00,150,
235240,26027,2,7,2023-08-18 17:45:21,125,
235241,26027,3,7,2023-08-18 14:22:59,134,
235242,26027,4,7,2023-08-19 18:15:00,36,
235243,26027,5,10,2023-08-20 16:55:14,135,
235244,26027,2,10,2023-08-20 23:49:23,38,
235245,26027,6,10,2023-08-21 11:23:17,257,
235246,26027,7,10,2023-08-27 22:35:11,123,
235247,126852,1,3,2025-10-03 12:00:00,234,
235248,126852,2,3,2025-10-03 15:28:18,149,
235249,126852,3,3,2025-10-03 17:00:48,234,
235250,126852,4,3,2025-10-04 06:04:19,7,
235251,126852,5,23,2025-10-04 20:39:42,38,
235252,126852,2,23,2025-10-05 00:38:38,5,
235253,126852,6,23,2025-10-05 13:28:30,199,
235254,126852,7,23,2025-10-13 01:38:05,157,
235255,162938,1,15,2026-06-17 16:00:00,33,
235256,162938,2,15,2026-06-17 20:12:49,94,
235257,162938,3,15,2026-06-17 18:34:51,16,
235258,162938,2,10,2026-06-17 21:47:21,200,
235259,162938,6,10,2026-06-18 07:51:37,90,
235260,162938,7,10,2026-06-23 18:58:25,130,
235261,125552,1,50,2025-09-24 12:00:00,178,
235262,125552,2,50,2025-09-24 16:54:45,123,
235263,125552,3,50,2025-09-24 15:50:23,193,
235264,125552,2,49,2025-09-24 18:59:15,25,
235265,125552,6,49,2025-09-25 03:32:36,60,
235266,125552,7,49,2025-09-28 11:32:10,26,
235267,80902,1,22,2024-10-24 13:00:00,197,
235268,80902,2,22,2024-10-24 17:51:42,15,
235269,80902,3,22,2024-10-24 15:03:25,170,
235270,80902,4,22,2024-10-25 08:41:41,210,
235271,80902,5,25,2024-10-26 03:29:02,72,
235272,80902,2,25,2024-10-26 11:37:36,191,
235273,80902,6,25,2024-10-26 14:56:58,128,
235274,80902,7,25,2024-10-27 18:29:45,3,
235275,6684,1,4,2023-03-10 13:00:00,251,
235276,6684,2,4,2023-03-10 15:34:04,137,
235277,6684,3,4,2023-03-10 21:17:34,247,
235278,6684,4,4,2023-03-11 23:25:04,191,
235279,6684,5,27,2023-03-12 08:30:13,37,
235280,6684,2,27,2023-03-12 13:05:48,3,
235281,6684,6,27,2023-03-13 02:24:07,182,
235282,6684,7,27,2023-03-13 03:24:07,46,
235283,62534,1,40,2024-06-11 10:00:00,146,
235284,62534,2,40,2024-06-11 14:01:17,112,
235285,62534,3,40,2024-06-11 13:34:37,232,
235286,62534,2,39,2024-06-11 19:12:02,106,
235287,62534,6,39,2024-06-12 05:14:27,9,
235288,62534,7,39,2024-06-13 16:10:41,181,
235289,61391,1,9,2024-06-02 09:00:00,170,
235290,61391,2,9,2024-06-02 13:01:13,127,
235291,61391,3,9,2024-06-02 17:08:31,106,
235292,61391,4,9,2024-06-03 05:37:45,128,
235293,61391,5,41,2024-06-04 12:54:08,74,
235294,61391,2,41,2024-06-04 16:37:28,112,
235295,61391,6,41,2024-06-05 05:32:45,197,
235296,61391,7,41,2024-06-05 06:32:45,158,
235297,9686,1,39,2023-04-05 15:00:00,109,
235298,9686,2,39,2023-04-05 16:31:04,156,
235299,9686,3,39,2023-04-05 19:38:42,92,
235300,9686,2,38,2023-04-06 00:04:48,57,
235301,9686,6,38,2023-04-06 07:17:39,228,
235302,9686,7,38,2023-04-06 08:17:39,1,
235303,20311,1,14,2023-07-01 16:00:00,50,
235304,20311,2,14,2023-07-01 21:52:01,87,
235305,20311,3,14,2023-07-01 21:03:56,111,
235306,20311,4,14,2023-07-02 15:45:03,23,
235307,20311,5,34,2023-07-03 20:31:15,100,
235308,20311,2,34,2023-07-03 23:57:12,130,
235309,20311,6,34,2023-07-04 13:14:13,189,
235310,20311,7,34,2023-07-04 17:27:30,134,
235311,29691,1,17,2023-09-16 07:00:00,69,
235312,29691,2,17,2023-09-16 09:35:44,145,
235313,29691,3,17,2023-09-16 15:53:44,107,
235314,29691,4,17,2023-09-17 07:37:28,46,
235315,29691,5,37,2023-09-18 16:16:39,244,
235316,29691,2,37,2023-09-18 21:17:40,114,
235317,29691,6,37,2023-09-19 01:14:44,106,
235318,29691,7,37,2023-09-19 14:52:38,260,
235319,108836,1,16,2025-05-29 07:00:00,244,
235320,108836,2,16,2025-05-29 08:43:50,185,
235321,108836,3,16,2025-05-29 12:29:18,250,
235322,108836,2,43,2025-05-29 20:58:59,93,
235323,108836,6,43,2025-05-30 07:31:16,121,
235324,108836,7,43,2025-05-31 01:30:11,44,
235325,139384,1,19,2025-12-19 08:00:00,72,
235326,139384,2,19,2025-12-19 10:52:10,86,
235327,139384,3,19,2025-12-19 10:22:10,21,
235328,139384,2,46,2025-12-19 12:53:37,40,
235329,139384,6,46,2025-12-19 17:27:25,65,
235330,139384,7,46,2025-12-21 07:31:35,119,
235331,15999,1,7,2023-05-31 10:00:00,141,
235332,15999,2,7,2023-05-31 14:04:24,189,
235333,15999,3,7,2023-05-31 18:58:26,194,
235334,15999,4,7,2023-06-01 05:16:06,190,
235335,15999,5,49,2023-06-02 11:08:29,42,
235336,15999,2,49,2023-06-02 17:18:34,104,
235337,15999,6,49,2023-06-02 23:58:43,51,
235338,15999,7,49,2023-06-04 23:10:05,79,
235339,15360,1,1,2023-05-25 10:00:00,58,
235340,15360,2,1,2023-05-25 12:24:33,193,
235341,15360,3,1,2023-05-25 21:18:24,66,
235342,15360,2,6,2023-05-26 06:27:53,113,
235343,15360,6,6,2023-05-26 14:49:26,106,
235344,15360,7,6,2023-05-29 17:49:39,162,
235345,114570,1,48,2025-07-08 07:00:00,55,
235346,114570,2,48,2025-07-08 11:18:44,122,
235347,114570,3,48,2025-07-08 12:11:41,44,
235348,114570,2,24,2025-07-08 16:48:17,110,
235349,114570,6,24,2025-07-09 02:31:23,25,
235350,114570,8,24,2025-07-09 06:57:56,143,4
235351,114570,9,24,2025-07-09 06:17:28,94,5
235352,114570,7,24,2025-07-09 03:31:23,217,
235353,67409,1,33,2024-07-15 12:00:00,47,
235354,67409,2,33,2024-07-15 15:35:43,157,
235355,67409,3,33,2024-07-15 16:54:27,102,
235356,67409,4,33,2024-07-16 09:50:49,13,
235357,67409,5,28,2024-07-17 00:43:17,257,
235358,67409,2,28,2024-07-17 04:50:06,208,
235359,67409,6,28,2024-07-17 09:53:59,102,
235360,67409,7,28,2024-07-17 23:00:35,107,
235361,83709,1,31,2024-11-12 10:00:00,172,
235362,83709,2,31,2024-11-12 13:12:11,170,
235363,83709,3,31,2024-11-12 18:14:14,247,
235364,83709,4,31,2024-11-13 17:44:33,71,
235365,83709,5,44,2024-11-14 22:58:40,140,
235366,83709,2,44,2024-11-15 04:57:29,26,
235367,83709,6,44,2024-11-15 16:46:56,258,
235368,83709,7,44,2024-11-17 15:52:31,157,
235369,2137,1,15,2023-01-27 12:00:00,100,
235370,2137,2,15,2023-01-27 16:30:16,219,
235371,2137,3,15,2023-01-27 18:48:02,236,
235372,2137,2,43,2023-01-27 21:22:15,144,
235373,2137,6,43,2023-01-28 06:11:11,52,
235374,2137,8,43,2023-01-28 07:30:10,73,13
235375,2137,9,43,2023-01-28 11:39:10,74,13
235376,2137,7,43,2023-01-29 17:34:49,176,
235377,73223,1,13,2024-08-28 13:00:00,13,
235378,73223,2,13,2024-08-28 16:53:43,175,
235379,73223,3,13,2024-08-28 18:28:23,183,
235380,73223,4,13,2024-08-29 13:13:27,235,
235381,73223,5,7,2024-08-30 17:13:02,208,
235382,73223,2,7,2024-08-31 00:58:39,53,
235383,73223,6,7,2024-08-31 04:28:56,256,
235384,73223,7,7,2024-09-01 22:05:43,10,
235385,141432,1,23,2026-01-13 16:00:00,163,
235386,141432,2,23,2026-01-13 18:40:42,208,
235387,141432,3,23,2026-01-13 22:30:29,149,
235388,141432,2,20,2026-01-14 06:27:34,107,
235389,141432,6,20,2026-01-14 10:55:04,94,
235390,141432,7,20,2026-01-17 11:14:39,110,
235391,111708,1,44,2025-06-19 14:00:00,27,
235392,111708,2,44,2025-06-19 15:42:21,235,
235393,111708,3,44,2025-06-19 20:28:15,38,
235394,111708,2,13,2025-06-20 02:09:43,222,
235395,111708,6,13,2025-06-20 09:53:03,102,
235396,111708,7,13,2025-06-24 07:55:48,4,
235397,36936,1,10,2023-11-09 16:00:00,209,
235398,36936,2,10,2023-11-09 19:59:21,115,
235399,36936,3,10,2023-11-09 21:03:07,17,
235400,36936,4,10,2023-11-10 15:26:59,195,
235401,36936,5,46,2023-11-11 01:55:25,55,
235402,36936,2,46,2023-11-11 04:06:19,49,
235403,36936,6,46,2023-11-11 14:30:08,154,
235404,36936,7,46,2023-11-14 18:46:16,140,
235405,120443,1,23,2025-08-19 07:00:00,47,
235406,120443,2,23,2025-08-19 09:47:14,134,
235407,120443,3,23,2025-08-19 10:11:14,153,
235408,120443,2,21,2025-08-19 17:23:02,158,
235409,120443,6,21,2025-08-20 07:19:43,7,
235410,120443,7,21,2025-08-21 11:40:42,68,
235411,37740,1,49,2023-11-16 08:00:00,177,
235412,37740,2,49,2023-11-16 10:25:37,23,
235413,37740,3,49,2023-11-16 14:09:44,54,
235414,37740,2,29,2023-11-16 19:04:24,169,
235415,37740,6,29,2023-11-17 03:05:27,214,
235416,37740,7,29,2023-11-17 04:05:27,128,
235417,126458,1,19,2025-10-01 13:00:00,206,
235418,126458,2,19,2025-10-01 15:11:55,106,
235419,126458,3,19,2025-10-01 16:27:43,219,
235420,126458,4,19,2025-10-02 20:09:00,117,
235421,126458,5,36,2025-10-03 07:57:37,106,
235422,126458,2,36,2025-10-03 17:08:39,202,
235423,126458,6,36,2025-10-03 22:36:01,214,
235424,126458,7,36,2025-10-04 01:14:08,92,
235425,22801,1,16,2023-07-21 09:00:00,148,
235426,22801,2,16,2023-07-21 13:06:08,21,
235427,22801,3,16,2023-07-21 17:41:47,161,
235428,22801,2,44,2023-07-22 02:16:27,255,
235429,22801,6,44,2023-07-22 13:42:58,179,
235430,22801,7,44,2023-07-22 23:58:21,170,
235431,46495,1,30,2024-01-31 14:00:00,235,
235432,46495,2,30,2024-01-31 16:47:14,204,
235433,46495,3,30,2024-01-31 18:58:39,116,
235434,46495,2,29,2024-01-31 22:26:18,35,
235435,46495,6,29,2024-02-01 05:57:01,81,
235436,46495,7,29,2024-02-05 01:49:54,121,
235437,140333,1,45,2025-12-26 16:00:00,43,
235438,140333,2,45,2025-12-26 17:55:03,229,
235439,140333,3,45,2025-12-26 20:13:20,63,
235440,140333,4,45,2025-12-27 12:10:05,138,
235441,140333,5,38,2025-12-28 00:36:05,69,
235442,140333,2,38,2025-12-28 06:18:15,237,
235443,140333,6,38,2025-12-28 11:31:25,175,
235444,140333,8,38,2025-12-28 15:32:03,66,8
235445,140333,9,38,2025-12-28 13:41:59,187,2
235446,140333,7,38,2025-12-29 16:24:40,166,
235447,4880,1,48,2023-02-23 16:00:00,8,
235448,4880,2,48,2023-02-23 21:51:01,115,
235449,4880,3,48,2023-02-23 23:58:14,232,
235450,4880,4,48,2023-02-24 11:30:10,109,
235451,4880,5,14,2023-02-24 23:18:29,245,
235452,4880,2,14,2023-02-25 02:20:45,132,
235453,4880,6,14,2023-02-25 06:00:59,253,
235454,4880,7,14,2023-02-26 17:24:19,237,
235455,151298,1,28,2026-03-28 11:00:00,108,
235456,151298,2,28,2026-03-28 16:28:24,101,
235457,151298,3,28,2026-03-28 15:38:34,186,
235458,151298,2,24,2026-03-28 22:33:57,8,
235459,151298,6,24,2026-03-29 06:02:51,203,
235460,151298,7,24,2026-03-29 07:47:36,242,
235461,85312,1,46,2024-11-20 14:00:00,8,
235462,85312,2,46,2024-11-20 17:59:54,87,
235463,85312,3,46,2024-11-20 19:36:22,107,
235464,85312,4,46,2024-11-21 12:01:52,191,
235465,85312,5,3,2024-11-22 07:08:12,75,
235466,85312,2,3,2024-11-22 10:48:36,240,
235467,85312,6,3,2024-11-22 15:23:36,20,
235468,85312,7,3,2024-11-24 16:10:39,64,
235469,130753,1,14,2025-10-29 16:00:00,38,
235470,130753,2,14,2025-10-29 18:11:45,183,
235471,130753,3,14,2025-10-29 23:53:04,241,
235472,130753,2,13,2025-10-30 04:46:02,13,
235473,130753,6,13,2025-10-30 13:54:18,144,
235474,130753,7,13,2025-10-30 14:54:18,252,
235475,140174,1,44,2025-12-23 16:00:00,138,
235476,140174,2,44,2025-12-23 20:40:17,179,
235477,140174,3,44,2025-12-23 22:50:16,153,
235478,140174,2,13,2025-12-24 03:53:33,43,
235479,140174,6,13,2025-12-24 13:43:51,121,
235480,140174,8,13,2025-12-24 16:11:49,183,8
235481,140174,9,13,2025-12-24 15:25:26,110,5
235482,140174,7,13,2025-12-24 14:43:51,161,
