invoice_id,invoice_number,customer_id,invoice_date,due_date,net_amount_aud,gst_amount_aud,total_amount_aud,payment_date,invoice_status
13048,INV-202404-000328,328,2024-04-30,2024-05-30,1128.51,112.85,1241.36,2024-05-22,PAID
13049,INV-202405-000328,328,2024-05-31,2024-06-30,1577.82,157.78,1735.6,2024-06-19,PAID
13050,INV-202406-000328,328,2024-06-30,2024-07-30,1841.76,184.18,2025.94,2024-07-07,PAID
13051,INV-202407-000328,328,2024-07-31,2024-08-30,2526.33,252.63,2778.96,2024-08-26,PAID
13052,INV-202408-000328,328,2024-08-31,2024-09-30,309.07,30.91,339.98,2024-09-23,PAID
13053,INV-202409-000328,328,2024-09-30,2024-10-30,662.58,66.26,728.84,2024-10-27,PAID
13054,INV-202410-000328,328,2024-10-31,2024-11-30,2742.57,274.26,3016.83,2024-12-17,PAID_LATE
13055,INV-202411-000328,328,2024-11-30,2024-12-30,2265.56,226.56,2492.12,2024-12-06,PAID
13056,INV-202412-000328,328,2024-12-31,2025-01-30,3304.23,330.42,3634.65,2025-01-13,PAID
13057,INV-202501-000328,328,2025-01-31,2025-03-02,549.21,54.92,604.13,2025-02-23,PAID
13058,INV-202502-000328,328,2025-02-28,2025-03-30,1940.99,194.1,2135.09,2025-03-30,PAID
13059,INV-202503-000328,328,2025-03-31,2025-04-30,1620.36,162.04,1782.4,2025-04-23,PAID
13060,INV-202504-000328,328,2025-04-30,2025-05-30,1318.76,131.88,1450.64,2025-05-23,PAID
13061,INV-202505-000328,328,2025-05-31,2025-06-30,2357.62,235.76,2593.38,2025-06-28,PAID
13062,INV-202506-000328,328,2025-06-30,2025-07-30,609.7,60.97,670.67,2025-07-22,PAID
13063,INV-202507-000328,328,2025-07-31,2025-08-30,1152.22,115.22,1267.44,2025-08-27,PAID
13064,INV-202508-000328,328,2025-08-31,2025-09-30,982.33,98.23,1080.56,2025-09-21,PAID
13065,INV-202509-000328,328,2025-09-30,2025-10-30,1926.11,192.61,2118.72,2025-11-19,PAID_LATE
13066,INV-202510-000328,328,2025-10-31,2025-11-30,2921.97,292.2,3214.17,2025-12-06,PAID_LATE
13067,INV-202511-000328,328,2025-11-30,2025-12-30,792.41,79.24,871.65,2025-12-21,PAID
13068,INV-202512-000328,328,2025-12-31,2026-01-30,1088.19,108.82,1197.01,2026-01-28,PAID
13069,INV-202601-000328,328,2026-01-31,2026-03-02,2145.28,214.53,2359.81,2026-02-21,PAID
13070,INV-202602-000328,328,2026-02-28,2026-03-30,3000.4,300.04,3300.44,2026-05-06,PAID_LATE
13071,INV-202603-000328,328,2026-03-31,2026-04-30,1145.85,114.58,1260.43,2026-05-24,PAID_LATE
13072,INV-202604-000328,328,2026-04-30,2026-05-30,2402.74,240.27,2643.01,2026-05-18,PAID
13073,INV-202605-000328,328,2026-05-31,2026-06-30,850.39,85.04,935.43,2026-06-30,PAID
13074,INV-202606-000328,328,2026-06-30,2026-07-30,3788.41,378.84,4167.25,2026-07-20,PAID
13075,INV-202301-000329,329,2023-01-31,2023-02-14,502.75,50.28,553.03,2023-02-10,PAID
13076,INV-202302-000329,329,2023-02-28,2023-03-14,889.13,88.91,978.04,2023-03-11,PAID
13077,INV-202303-000329,329,2023-03-31,2023-04-14,549.79,54.98,604.77,2023-04-04,PAID
13078,INV-202304-000329,329,2023-04-30,2023-05-14,83.43,8.34,91.77,2023-05-07,PAID
13079,INV-202305-000329,329,2023-05-31,2023-06-14,639.94,63.99,703.93,2023-06-11,PAID
13080,INV-202306-000329,329,2023-06-30,2023-07-14,126.32,12.63,138.95,2023-07-22,PAID_LATE
13081,INV-202307-000329,329,2023-07-31,2023-08-14,1326.02,132.6,1458.62,2023-08-01,PAID
13082,INV-202308-000329,329,2023-08-31,2023-09-14,1283.13,128.31,1411.44,2023-09-11,PAID
13083,INV-202309-000329,329,2023-09-30,2023-10-14,3310.71,331.07,3641.78,2023-10-06,PAID
13084,INV-202310-000329,329,2023-10-31,2023-11-14,2296.88,229.69,2526.57,,OUTSTANDING
13085,INV-202311-000329,329,2023-11-30,2023-12-14,4225.04,422.5,4647.54,2024-01-04,PAID_LATE
13086,INV-202312-000329,329,2023-12-31,2024-01-14,918.98,91.9,1010.88,2024-01-01,PAID
13087,INV-202401-000329,329,2024-01-31,2024-02-14,439.12,43.91,483.03,2024-02-06,PAID
13088,INV-202402-000329,329,2024-02-29,2024-03-14,955.26,95.53,1050.79,2024-03-11,PAID
13089,INV-202403-000329,329,2024-03-31,2024-04-14,830.98,83.1,914.08,2024-04-08,PAID
13090,INV-202404-000329,329,2024-04-30,2024-05-14,1557.71,155.77,1713.48,2024-05-05,PAID
13091,INV-202405-000329,329,2024-05-31,2024-06-14,2070.91,207.09,2278.0,2024-06-11,PAID
13092,INV-202406-000329,329,2024-06-30,2024-07-14,938.86,93.89,1032.75,2024-07-09,PAID
13093,INV-202407-000329,329,2024-07-31,2024-08-14,856.44,85.64,942.08,2024-07-20,PAID
13094,INV-202408-000329,329,2024-08-31,2024-09-14,1776.24,177.62,1953.86,2024-09-04,PAID
13095,INV-202409-000329,329,2024-09-30,2024-10-14,963.42,96.34,1059.76,2024-10-06,PAID
13096,INV-202410-000329,329,2024-10-31,2024-11-14,2154.16,215.42,2369.58,2024-11-03,PAID
13097,INV-202411-000329,329,2024-11-30,2024-12-14,3004.31,300.43,3304.74,2024-12-12,PAID
13098,INV-202412-000329,329,2024-12-31,2025-01-14,474.51,47.45,521.96,2025-01-10,PAID
13099,INV-202501-000329,329,2025-01-31,2025-02-14,1493.25,149.33,1642.58,2025-03-03,PAID_LATE
13100,INV-202502-000329,329,2025-02-28,2025-03-14,2319.99,232.0,2551.99,2025-03-04,PAID
13101,INV-202503-000329,329,2025-03-31,2025-04-14,2145.78,214.58,2360.36,2025-04-03,PAID
13102,INV-202504-000329,329,2025-04-30,2025-05-14,1308.28,130.83,1439.11,2025-06-26,PAID_LATE
13103,INV-202505-000329,329,2025-05-31,2025-06-14,2063.53,206.35,2269.88,2025-06-03,PAID
13104,INV-202506-000329,329,2025-06-30,2025-07-14,1271.82,127.18,1399.0,2025-07-08,PAID
13105,INV-202507-000329,329,2025-07-31,2025-08-14,1440.73,144.07,1584.8,2025-08-07,PAID
13106,INV-202508-000329,329,2025-08-31,2025-09-14,1601.91,160.19,1762.1,2025-08-27,PAID
13107,INV-202509-000329,329,2025-09-30,2025-10-14,1360.99,136.1,1497.09,2025-10-11,PAID
13108,INV-202510-000329,329,2025-10-31,2025-11-14,1358.26,135.83,1494.09,2025-11-09,PAID
13109,INV-202511-000329,329,2025-11-30,2025-12-14,742.78,74.28,817.06,2025-12-10,PAID
13110,INV-202512-000329,329,2025-12-31,2026-01-14,1569.72,156.97,1726.69,2026-01-05,PAID
13111,INV-202601-000329,329,2026-01-31,2026-02-14,581.21,58.12,639.33,2026-02-06,PAID
13112,INV-202602-000329,329,2026-02-28,2026-03-14,113.67,11.37,125.04,2026-03-11,PAID
13113,INV-202603-000329,329,2026-03-31,2026-04-14,1412.76,141.28,1554.04,2026-03-31,PAID
13114,INV-202604-000329,329,2026-04-30,2026-05-14,1241.75,124.18,1365.93,2026-04-03,PAID
13115,INV-202605-000329,329,2026-05-31,2026-06-14,2819.45,281.94,3101.39,2026-06-30,PAID_LATE
13116,INV-202606-000329,329,2026-06-30,2026-07-14,1288.98,128.9,1417.88,2026-07-03,PAID
13117,INV-202301-000330,330,2023-01-31,2023-03-02,1984.53,198.45,2182.98,2023-02-21,PAID
13118,INV-202302-000330,330,2023-02-28,2023-03-30,2323.36,232.34,2555.7,2023-03-23,PAID
13119,INV-202303-000330,330,2023-03-31,2023-04-30,1712.96,171.3,1884.26,2023-05-09,PAID_LATE
13120,INV-202304-000330,330,2023-04-30,2023-05-30,1538.6,153.86,1692.46,2023-05-15,PAID
13121,INV-202305-000330,330,2023-05-31,2023-06-30,1505.17,150.52,1655.69,2023-07-05,PAID_LATE
13122,INV-202306-000330,330,2023-06-30,2023-07-30,1920.44,192.04,2112.48,2023-07-26,PAID
13123,INV-202307-000330,330,2023-07-31,2023-08-30,4298.87,429.89,4728.76,2023-08-28,PAID
13124,INV-202308-000330,330,2023-08-31,2023-09-30,4102.16,410.22,4512.38,2023-09-28,PAID
13125,INV-202309-000330,330,2023-09-30,2023-10-30,3595.38,359.54,3954.92,2023-10-18,PAID
13126,INV-202310-000330,330,2023-10-31,2023-11-30,2980.26,298.03,3278.29,2023-12-29,PAID_LATE
13127,INV-202311-000330,330,2023-11-30,2023-12-30,2638.99,263.9,2902.89,2023-12-16,PAID
13128,INV-202312-000330,330,2023-12-31,2024-01-30,981.22,98.12,1079.34,2024-02-28,PAID_LATE
13129,INV-202401-000330,330,2024-01-31,2024-03-01,1392.97,139.3,1532.27,2024-02-15,PAID
13130,INV-202402-000330,330,2024-02-29,2024-03-30,1968.56,196.86,2165.42,2024-03-14,PAID
13131,INV-202403-000330,330,2024-03-31,2024-04-30,3397.61,339.76,3737.37,2024-04-22,PAID
13132,INV-202404-000330,330,2024-04-30,2024-05-30,4119.59,411.96,4531.55,2024-05-21,PAID
13133,INV-202405-000330,330,2024-05-31,2024-06-30,3007.05,300.71,3307.76,2024-06-23,PAID
13134,INV-202406-000330,330,2024-06-30,2024-07-30,3807.4,380.74,4188.14,2024-07-25,PAID
13135,INV-202407-000330,330,2024-07-31,2024-08-30,2288.28,228.83,2517.11,2024-08-15,PAID
13136,INV-202408-000330,330,2024-08-31,2024-09-30,1603.57,160.36,1763.93,2024-09-24,PAID
13137,INV-202409-000330,330,2024-09-30,2024-10-30,1829.86,182.99,2012.85,2024-10-24,PAID
13138,INV-202410-000330,330,2024-10-31,2024-11-30,3274.96,327.5,3602.46,,OUTSTANDING
13139,INV-202411-000330,330,2024-11-30,2024-12-30,3520.37,352.04,3872.41,2024-12-14,PAID
13140,INV-202412-000330,330,2024-12-31,2025-01-30,1727.45,172.75,1900.2,2025-01-27,PAID
13141,INV-202501-000330,330,2025-01-31,2025-03-02,1237.66,123.77,1361.43,2025-02-17,PAID
13142,INV-202502-000330,330,2025-02-28,2025-03-30,2687.45,268.75,2956.2,2025-03-15,PAID
13143,INV-202503-000330,330,2025-03-31,2025-04-30,4429.8,442.98,4872.78,2025-05-21,PAID_LATE
13144,INV-202504-000330,330,2025-04-30,2025-05-30,2682.67,268.27,2950.94,2025-05-24,PAID
13145,INV-202505-000330,330,2025-05-31,2025-06-30,3719.22,371.92,4091.14,2025-06-25,PAID
13146,INV-202506-000330,330,2025-06-30,2025-07-30,4622.8,462.28,5085.08,2025-07-19,PAID
13147,INV-202507-000330,330,2025-07-31,2025-08-30,3303.83,330.38,3634.21,2025-08-26,PAID
13148,INV-202508-000330,330,2025-08-31,2025-09-30,4283.55,428.36,4711.91,2025-09-18,PAID
13149,INV-202509-000330,330,2025-09-30,2025-10-30,3799.51,379.95,4179.46,2025-10-27,PAID
13150,INV-202510-000330,330,2025-10-31,2025-11-30,5045.83,504.58,5550.41,2025-11-25,PAID
13151,INV-202511-000330,330,2025-11-30,2025-12-30,3024.51,302.45,3326.96,2025-12-24,PAID
13152,INV-202512-000330,330,2025-12-31,2026-01-30,2354.87,235.49,2590.36,2026-01-28,PAID
13153,INV-202601-000330,330,2026-01-31,2026-03-02,411.9,41.19,453.09,2026-02-27,PAID
13154,INV-202602-000330,330,2026-02-28,2026-03-30,3127.19,312.72,3439.91,2026-03-13,PAID
13155,INV-202603-000330,330,2026-03-31,2026-04-30,4580.59,458.06,5038.65,2026-04-25,PAID
13156,INV-202604-000330,330,2026-04-30,2026-05-30,1404.55,140.45,1545.0,2026-05-21,PAID
13157,INV-202605-000330,330,2026-05-31,2026-06-30,3384.88,338.49,3723.37,2026-06-19,PAID
13158,INV-202606-000330,330,2026-06-30,2026-07-30,4947.66,494.77,5442.43,2026-07-27,PAID
13159,INV-202301-000331,331,2023-01-31,2023-03-02,259.65,25.96,285.61,2023-03-20,PAID_LATE
13160,INV-202302-000331,331,2023-02-28,2023-03-30,1455.58,145.56,1601.14,2023-04-08,PAID_LATE
13161,INV-202303-000331,331,2023-03-31,2023-04-30,1432.27,143.23,1575.5,2023-04-21,PAID
13162,INV-202304-000331,331,2023-04-30,2023-05-30,2028.96,202.9,2231.86,2023-05-23,PAID
13163,INV-202305-000331,331,2023-05-31,2023-06-30,201.89,20.19,222.08,2023-06-14,PAID
13164,INV-202306-000331,331,2023-06-30,2023-07-30,934.93,93.49,1028.42,2023-07-21,PAID
13165,INV-202307-000331,331,2023-07-31,2023-08-30,400.69,40.07,440.76,2023-08-26,PAID
13166,INV-202308-000331,331,2023-08-31,2023-09-30,495.29,49.53,544.82,2023-09-26,PAID
13167,INV-202309-000331,331,2023-09-30,2023-10-30,212.26,21.23,233.49,2023-10-27,PAID
13168,INV-202310-000331,331,2023-10-31,2023-11-30,371.45,37.15,408.6,2023-11-28,PAID
13169,INV-202311-000331,331,2023-11-30,2023-12-30,457.89,45.79,503.68,,OUTSTANDING
13170,INV-202312-000331,331,2023-12-31,2024-01-30,456.74,45.67,502.41,2024-01-28,PAID
13171,INV-202401-000331,331,2024-01-31,2024-03-01,1702.62,170.26,1872.88,2024-03-13,PAID_LATE
13172,INV-202402-000331,331,2024-02-29,2024-03-30,204.54,20.45,224.99,2024-03-26,PAID
13173,INV-202403-000331,331,2024-03-31,2024-04-30,394.96,39.5,434.46,2024-05-20,PAID_LATE
13174,INV-202404-000331,331,2024-04-30,2024-05-30,575.26,57.53,632.79,2024-05-23,PAID
13175,INV-202406-000331,331,2024-06-30,2024-07-30,119.54,11.95,131.49,2024-07-24,PAID
13176,INV-202408-000331,331,2024-08-31,2024-09-30,551.02,55.1,606.12,2024-09-18,PAID
13177,INV-202409-000331,331,2024-09-30,2024-10-30,466.15,46.62,512.77,2024-10-21,PAID
13178,INV-202410-000331,331,2024-10-31,2024-11-30,425.45,42.55,468.0,,OUTSTANDING
13179,INV-202411-000331,331,2024-11-30,2024-12-30,512.58,51.26,563.84,2024-12-25,PAID
13180,INV-202412-000331,331,2024-12-31,2025-01-30,178.95,17.89,196.84,2025-01-26,PAID
13181,INV-202501-000331,331,2025-01-31,2025-03-02,363.54,36.35,399.89,2025-02-02,PAID
13182,INV-202502-000331,331,2025-02-28,2025-03-30,1002.46,100.25,1102.71,2025-03-29,PAID
13183,INV-202503-000331,331,2025-03-31,2025-04-30,160.26,16.03,176.29,2025-04-20,PAID
13184,INV-202505-000331,331,2025-05-31,2025-06-30,488.5,48.85,537.35,2025-06-24,PAID
13185,INV-202506-000331,331,2025-06-30,2025-07-30,168.81,16.88,185.69,2025-07-21,PAID
13186,INV-202507-000331,331,2025-07-31,2025-08-30,301.67,30.17,331.84,2025-08-22,PAID
13187,INV-202508-000331,331,2025-08-31,2025-09-30,834.93,83.49,918.42,2025-09-26,PAID
13188,INV-202509-000331,331,2025-09-30,2025-10-30,2261.63,226.16,2487.79,2025-10-16,PAID
13189,INV-202510-000331,331,2025-10-31,2025-11-30,94.83,9.48,104.31,2025-11-26,PAID
13190,INV-202511-000331,331,2025-11-30,2025-12-30,1010.37,101.04,1111.41,2025-12-28,PAID
13191,INV-202512-000331,331,2025-12-31,2026-01-30,485.16,48.52,533.68,2026-01-24,PAID
13192,INV-202601-000331,331,2026-01-31,2026-03-02,1057.98,105.8,1163.78,2026-02-26,PAID
13193,INV-202603-000331,331,2026-03-31,2026-04-30,489.12,48.91,538.03,2026-04-25,PAID
13194,INV-202604-000331,331,2026-04-30,2026-05-30,419.85,41.98,461.83,2026-05-15,PAID
13195,INV-202605-000331,331,2026-05-31,2026-06-30,225.95,22.59,248.54,2026-06-18,PAID
13196,INV-202606-000331,331,2026-06-30,2026-07-30,1469.72,146.97,1616.69,2026-08-05,PAID_LATE
13197,INV-202301-000332,332,2023-01-31,2023-03-17,766.88,76.69,843.57,2023-03-13,PAID
13198,INV-202302-000332,332,2023-02-28,2023-04-14,3022.99,302.3,3325.29,2023-04-03,PAID
13199,INV-202303-000332,332,2023-03-31,2023-05-15,2755.5,275.55,3031.05,2023-05-22,PAID_LATE
13200,INV-202304-000332,332,2023-04-30,2023-06-14,2730.7,273.07,3003.77,2023-07-19,PAID_LATE
13201,INV-202305-000332,332,2023-05-31,2023-07-15,2566.76,256.68,2823.44,2023-07-05,PAID
13202,INV-202306-000332,332,2023-06-30,2023-08-14,1731.45,173.15,1904.6,2023-08-30,PAID_LATE
13203,INV-202307-000332,332,2023-07-31,2023-09-14,3678.94,367.89,4046.83,2023-09-09,PAID
13204,INV-202308-000332,332,2023-08-31,2023-10-15,1182.67,118.27,1300.94,2023-10-12,PAID
13205,INV-202309-000332,332,2023-09-30,2023-11-14,3043.61,304.36,3347.97,2023-12-12,PAID_LATE
13206,INV-202310-000332,332,2023-10-31,2023-12-15,4453.34,445.33,4898.67,2023-12-01,PAID
13207,INV-202311-000332,332,2023-11-30,2024-01-14,2970.78,297.08,3267.86,2024-02-02,PAID_LATE
13208,INV-202312-000332,332,2023-12-31,2024-02-14,3928.19,392.82,4321.01,2024-02-10,PAID
13209,INV-202401-000332,332,2024-01-31,2024-03-16,1920.19,192.02,2112.21,2024-03-30,PAID_LATE
13210,INV-202402-000332,332,2024-02-29,2024-04-14,2817.49,281.75,3099.24,2024-04-05,PAID
13211,INV-202403-000332,332,2024-03-31,2024-05-15,5144.23,514.42,5658.65,2024-05-10,PAID
13212,INV-202404-000332,332,2024-04-30,2024-06-14,3198.59,319.86,3518.45,2024-07-02,PAID_LATE
13213,INV-202405-000332,332,2024-05-31,2024-07-15,3934.55,393.46,4328.01,2024-08-01,PAID_LATE
13214,INV-202406-000332,332,2024-06-30,2024-08-14,2046.62,204.66,2251.28,2024-08-09,PAID
13215,INV-202407-000332,332,2024-07-31,2024-09-14,1767.74,176.77,1944.51,2024-09-07,PAID
13216,INV-202408-000332,332,2024-08-31,2024-10-15,2403.7,240.37,2644.07,2024-10-03,PAID
13217,INV-202409-000332,332,2024-09-30,2024-11-14,3103.96,310.4,3414.36,2024-11-11,PAID
13218,INV-202410-000332,332,2024-10-31,2024-12-15,3978.35,397.84,4376.19,2024-12-16,PAID_LATE
13219,INV-202411-000332,332,2024-11-30,2025-01-14,2639.84,263.98,2903.82,2025-01-07,PAID
13220,INV-202412-000332,332,2024-12-31,2025-02-14,4398.98,439.9,4838.88,2025-02-08,PAID
13221,INV-202501-000332,332,2025-01-31,2025-03-17,4409.39,440.94,4850.33,2025-03-16,PAID
13222,INV-202502-000332,332,2025-02-28,2025-04-14,944.44,94.44,1038.88,2025-04-05,PAID
13223,INV-202503-000332,332,2025-03-31,2025-05-15,2502.54,250.25,2752.79,2025-05-13,PAID
13224,INV-202504-000332,332,2025-04-30,2025-06-14,2489.28,248.93,2738.21,2025-06-13,PAID
13225,INV-202505-000332,332,2025-05-31,2025-07-15,1637.33,163.73,1801.06,2025-07-10,PAID
13226,INV-202506-000332,332,2025-06-30,2025-08-14,5606.39,560.64,6167.03,2025-08-18,PAID_LATE
13227,INV-202507-000332,332,2025-07-31,2025-09-14,3553.62,355.36,3908.98,2025-08-19,PAID
13228,INV-202508-000332,332,2025-08-31,2025-10-15,4153.52,415.35,4568.87,2025-10-14,PAID
13229,INV-202509-000332,332,2025-09-30,2025-11-14,3096.59,309.66,3406.25,2025-11-02,PAID
13230,INV-202510-000332,332,2025-10-31,2025-12-15,4525.43,452.54,4977.97,2025-12-12,PAID
13231,INV-202511-000332,332,2025-11-30,2026-01-14,2388.29,238.83,2627.12,2026-01-04,PAID
13232,INV-202512-000332,332,2025-12-31,2026-02-14,4756.48,475.65,5232.13,2026-03-08,PAID_LATE
13233,INV-202601-000332,332,2026-01-31,2026-03-17,1975.51,197.55,2173.06,2026-02-27,PAID
13234,INV-202602-000332,332,2026-02-28,2026-04-14,3095.0,309.5,3404.5,2026-03-24,PAID
13235,INV-202603-000332,332,2026-03-31,2026-05-15,6981.47,698.15,7679.62,2026-05-09,PAID
13236,INV-202604-000332,332,2026-04-30,2026-06-14,6077.2,607.72,6684.92,2026-06-12,PAID
13237,INV-202605-000332,332,2026-05-31,2026-07-15,2082.84,208.28,2291.12,2026-07-14,PAID
13238,INV-202606-000332,332,2026-06-30,2026-08-14,4330.39,433.04,4763.43,2026-08-05,PAID
13239,INV-202302-000333,333,2023-02-28,2023-04-29,1410.37,141.04,1551.41,2023-04-27,PAID
13240,INV-202303-000333,333,2023-03-31,2023-05-30,230.96,23.1,254.06,2023-05-28,PAID
13241,INV-202304-000333,333,2023-04-30,2023-06-29,1205.04,120.5,1325.54,2023-06-21,PAID
13242,INV-202305-000333,333,2023-05-31,2023-07-30,486.4,48.64,535.04,2023-08-11,PAID_LATE
13243,INV-202306-000333,333,2023-06-30,2023-08-29,440.89,44.09,484.98,2023-08-12,PAID
13244,INV-202307-000333,333,2023-07-31,2023-09-29,487.91,48.79,536.7,2023-09-24,PAID
13245,INV-202308-000333,333,2023-08-31,2023-10-30,511.12,51.11,562.23,2023-10-28,PAID
13246,INV-202309-000333,333,2023-09-30,2023-11-29,470.57,47.06,517.63,2023-12-18,PAID_LATE
13247,INV-202310-000333,333,2023-10-31,2023-12-30,835.45,83.55,919.0,2023-12-22,PAID
13248,INV-202311-000333,333,2023-11-30,2024-01-29,428.94,42.89,471.83,2024-01-26,PAID
13249,INV-202312-000333,333,2023-12-31,2024-02-29,1099.26,109.93,1209.19,2024-03-08,PAID_LATE
13250,INV-202401-000333,333,2024-01-31,2024-03-31,292.61,29.26,321.87,2024-03-24,PAID
13251,INV-202402-000333,333,2024-02-29,2024-04-29,207.99,20.8,228.79,2024-04-19,PAID
13252,INV-202403-000333,333,2024-03-31,2024-05-30,346.82,34.68,381.5,2024-05-28,PAID
13253,INV-202404-000333,333,2024-04-30,2024-06-29,739.77,73.98,813.75,2024-06-26,PAID
13254,INV-202405-000333,333,2024-05-31,2024-07-30,680.18,68.02,748.2,2024-07-12,PAID
13255,INV-202406-000333,333,2024-06-30,2024-08-29,131.77,13.18,144.95,2024-08-26,PAID
13256,INV-202407-000333,333,2024-07-31,2024-09-29,119.01,11.9,130.91,2024-09-22,PAID
13257,INV-202408-000333,333,2024-08-31,2024-10-30,956.23,95.62,1051.85,2024-10-19,PAID
13258,INV-202409-000333,333,2024-09-30,2024-11-29,652.62,65.26,717.88,2024-11-17,PAID
13259,INV-202410-000333,333,2024-10-31,2024-12-30,352.62,35.26,387.88,2024-12-23,PAID
13260,INV-202411-000333,333,2024-11-30,2025-01-29,922.78,92.28,1015.06,2025-01-12,PAID
13261,INV-202412-000333,333,2024-12-31,2025-03-01,1364.79,136.48,1501.27,2025-02-20,PAID
13262,INV-202501-000333,333,2025-01-31,2025-04-01,788.0,78.8,866.8,2025-04-01,PAID
13263,INV-202502-000333,333,2025-02-28,2025-04-29,721.65,72.17,793.82,2025-04-14,PAID
13264,INV-202503-000333,333,2025-03-31,2025-05-30,284.74,28.47,313.21,2025-05-22,PAID
13265,INV-202504-000333,333,2025-04-30,2025-06-29,1547.37,154.74,1702.11,2025-06-16,PAID
13266,INV-202505-000333,333,2025-05-31,2025-07-30,983.01,98.3,1081.31,2025-08-04,PAID_LATE
13267,INV-202506-000333,333,2025-06-30,2025-08-29,1213.6,121.36,1334.96,2025-08-20,PAID
13268,INV-202507-000333,333,2025-07-31,2025-09-29,359.57,35.96,395.53,2025-09-25,PAID
13269,INV-202508-000333,333,2025-08-31,2025-10-30,1335.67,133.57,1469.24,,OUTSTANDING
13270,INV-202510-000333,333,2025-10-31,2025-12-30,2082.15,208.22,2290.37,2025-12-14,PAID
13271,INV-202511-000333,333,2025-11-30,2026-01-29,195.23,19.52,214.75,2026-01-23,PAID
13272,INV-202512-000333,333,2025-12-31,2026-03-01,1787.36,178.74,1966.1,,OUTSTANDING
13273,INV-202601-000333,333,2026-01-31,2026-04-01,358.6,35.86,394.46,2026-03-18,PAID
13274,INV-202602-000333,333,2026-02-28,2026-04-29,693.79,69.38,763.17,2026-04-10,PAID
13275,INV-202603-000333,333,2026-03-31,2026-05-30,880.22,88.02,968.24,2026-05-12,PAID
13276,INV-202604-000333,333,2026-04-30,2026-06-29,566.57,56.66,623.23,2026-06-25,PAID
13277,INV-202605-000333,333,2026-05-31,2026-07-30,612.54,61.25,673.79,2026-07-27,PAID
13278,INV-202606-000333,333,2026-06-30,2026-08-29,646.08,64.61,710.69,2026-09-17,PAID_LATE
13279,INV-202301-000334,334,2023-01-31,2023-03-02,500.83,50.08,550.91,2023-02-19,PAID
13280,INV-202302-000334,334,2023-02-28,2023-03-30,837.39,83.74,921.13,2023-03-28,PAID
13281,INV-202303-000334,334,2023-03-31,2023-04-30,1503.29,150.33,1653.62,2023-05-10,PAID_LATE
13282,INV-202304-000334,334,2023-04-30,2023-05-30,1625.36,162.54,1787.9,2023-05-29,PAID
13283,INV-202305-000334,334,2023-05-31,2023-06-30,2073.92,207.39,2281.31,2023-06-04,PAID
13284,INV-202306-000334,334,2023-06-30,2023-07-30,550.53,55.05,605.58,,OUTSTANDING
13285,INV-202307-000334,334,2023-07-31,2023-08-30,2019.81,201.98,2221.79,2023-08-28,PAID
13286,INV-202308-000334,334,2023-08-31,2023-09-30,622.18,62.22,684.4,2023-10-06,PAID_LATE
13287,INV-202309-000334,334,2023-09-30,2023-10-30,315.03,31.5,346.53,2023-10-25,PAID
13288,INV-202310-000334,334,2023-10-31,2023-11-30,148.74,14.87,163.61,2023-11-23,PAID
13289,INV-202311-000334,334,2023-11-30,2023-12-30,1004.91,100.49,1105.4,2023-12-22,PAID
13290,INV-202312-000334,334,2023-12-31,2024-01-30,382.33,38.23,420.56,2024-01-19,PAID
13291,INV-202401-000334,334,2024-01-31,2024-03-01,409.53,40.95,450.48,2024-02-27,PAID
13292,INV-202402-000334,334,2024-02-29,2024-03-30,2485.95,248.59,2734.54,2024-03-28,PAID
13293,INV-202403-000334,334,2024-03-31,2024-04-30,299.35,29.94,329.29,2024-04-29,PAID
13294,INV-202404-000334,334,2024-04-30,2024-05-30,800.19,80.02,880.21,,OUTSTANDING
13295,INV-202405-000334,334,2024-05-31,2024-06-30,696.05,69.61,765.66,2024-07-12,PAID_LATE
13296,INV-202406-000334,334,2024-06-30,2024-07-30,212.4,21.24,233.64,2024-06-27,PAID
13297,INV-202407-000334,334,2024-07-31,2024-08-30,595.26,59.53,654.79,2024-08-22,PAID
13298,INV-202408-000334,334,2024-08-31,2024-09-30,1877.37,187.74,2065.11,2024-09-20,PAID
13299,INV-202409-000334,334,2024-09-30,2024-10-30,2135.26,213.53,2348.79,2024-10-26,PAID
13300,INV-202410-000334,334,2024-10-31,2024-11-30,1280.59,128.06,1408.65,2024-11-28,PAID
13301,INV-202411-000334,334,2024-11-30,2024-12-30,1183.56,118.36,1301.92,2025-02-03,PAID_LATE
13302,INV-202412-000334,334,2024-12-31,2025-01-30,1200.16,120.02,1320.18,2025-01-27,PAID
13303,INV-202501-000334,334,2025-01-31,2025-03-02,1257.6,125.76,1383.36,2025-02-28,PAID
13304,INV-202502-000334,334,2025-02-28,2025-03-30,2209.39,220.94,2430.33,2025-04-08,PAID_LATE
13305,INV-202503-000334,334,2025-03-31,2025-04-30,584.35,58.43,642.78,2025-04-26,PAID
13306,INV-202504-000334,334,2025-04-30,2025-05-30,584.66,58.47,643.13,2025-05-27,PAID
13307,INV-202505-000334,334,2025-05-31,2025-06-30,356.85,35.69,392.54,2025-06-26,PAID
13308,INV-202506-000334,334,2025-06-30,2025-07-30,2072.34,207.23,2279.57,2025-07-23,PAID
13309,INV-202507-000334,334,2025-07-31,2025-08-30,1273.66,127.37,1401.03,2025-08-25,PAID
13310,INV-202508-000334,334,2025-08-31,2025-09-30,1252.45,125.25,1377.7,2025-09-27,PAID
