inventory_snapshot_id,snapshot_date,facility_id,product_category,pallets_on_hand,pallets_capacity,pallets_inbound,pallets_outbound,pallets_damaged
21608,2024-04-07,33,Chilled Food,357,500,33,35,1
21609,2024-04-07,33,Auto Parts,358,500,47,39,0
21610,2024-04-07,33,Ambient Grocery,338,500,43,45,2
21611,2024-04-07,33,Industrial Consumables,343,500,33,37,2
21612,2024-04-07,33,Frozen Food,366,500,38,36,2
21613,2024-04-07,36,Pharmaceuticals,296,250,36,29,1
21614,2024-04-07,36,Electronics,304,250,32,34,2
21615,2024-04-07,36,Building Materials,354,250,31,32,0
21616,2024-04-07,36,Homewares,306,250,31,33,0
21617,2024-04-07,36,Beverages,302,250,17,40,1
21618,2024-04-07,36,Apparel,328,250,41,41,0
21619,2024-04-07,36,Mining Consumables,354,250,29,45,1
21620,2024-04-07,36,Chilled Food,331,250,26,42,0
21621,2024-04-07,36,Auto Parts,290,250,17,24,0
21622,2024-04-07,36,Ambient Grocery,324,250,26,33,0
21623,2024-04-07,36,Industrial Consumables,398,250,36,46,1
21624,2024-04-07,36,Frozen Food,367,250,34,42,2
21625,2024-04-07,38,Pharmaceuticals,386,500,34,39,2
21626,2024-04-07,38,Electronics,450,500,58,46,3
21627,2024-04-07,38,Building Materials,252,500,31,38,0
21628,2024-04-07,38,Homewares,287,500,26,43,2
21629,2024-04-07,38,Beverages,285,500,36,25,0
21630,2024-04-07,38,Apparel,334,500,37,37,0
21631,2024-04-07,38,Mining Consumables,411,500,36,49,1
21632,2024-04-07,38,Chilled Food,368,500,34,50,0
21633,2024-04-07,38,Auto Parts,364,500,44,22,2
21634,2024-04-07,38,Ambient Grocery,356,500,29,42,1
21635,2024-04-07,38,Industrial Consumables,372,500,29,28,1
21636,2024-04-07,38,Frozen Food,399,500,44,44,1
21637,2024-04-07,39,Pharmaceuticals,371,250,41,42,0
21638,2024-04-07,39,Electronics,269,250,22,27,0
21639,2024-04-07,39,Building Materials,267,250,27,33,0
21640,2024-04-07,39,Homewares,234,250,18,25,0
21641,2024-04-07,39,Beverages,407,250,44,28,2
21642,2024-04-07,39,Apparel,359,250,43,43,0
21643,2024-04-07,39,Mining Consumables,302,250,35,43,1
21644,2024-04-07,39,Chilled Food,311,250,30,40,0
21645,2024-04-07,39,Auto Parts,318,250,29,38,0
21646,2024-04-07,39,Ambient Grocery,346,250,31,41,1
21647,2024-04-07,39,Industrial Consumables,390,250,31,51,0
21648,2024-04-07,39,Frozen Food,390,250,34,46,2
21649,2024-04-07,41,Pharmaceuticals,355,250,30,38,0
21650,2024-04-07,41,Electronics,356,250,47,45,0
21651,2024-04-07,41,Building Materials,230,250,19,28,0
21652,2024-04-07,41,Homewares,167,250,15,24,0
21653,2024-04-07,41,Beverages,413,250,44,36,2
21654,2024-04-07,41,Apparel,395,250,51,46,0
21655,2024-04-07,41,Mining Consumables,376,250,48,42,1
21656,2024-04-07,41,Chilled Food,292,250,30,38,3
21657,2024-04-07,41,Auto Parts,358,250,32,41,0
21658,2024-04-07,41,Ambient Grocery,235,250,22,31,1
21659,2024-04-07,41,Industrial Consumables,317,250,28,33,2
21660,2024-04-07,41,Frozen Food,373,250,27,50,2
21661,2024-04-07,42,Pharmaceuticals,349,66,31,38,1
21662,2024-04-07,42,Electronics,329,66,32,30,3
21663,2024-04-07,42,Building Materials,312,66,35,17,0
21664,2024-04-07,42,Homewares,310,66,26,31,0
21665,2024-04-07,42,Beverages,370,66,39,32,0
21666,2024-04-07,42,Apparel,387,66,39,37,3
21667,2024-04-07,42,Mining Consumables,344,66,35,37,0
21668,2024-04-07,42,Chilled Food,433,66,48,50,0
21669,2024-04-07,42,Auto Parts,319,66,28,29,0
21670,2024-04-07,42,Ambient Grocery,393,66,40,42,2
21671,2024-04-07,42,Industrial Consumables,374,66,29,39,1
21672,2024-04-07,42,Frozen Food,298,66,27,24,1
21673,2024-04-07,44,Pharmaceuticals,336,66,40,41,1
21674,2024-04-07,44,Electronics,297,66,19,28,1
21675,2024-04-07,44,Building Materials,317,66,24,39,1
21676,2024-04-07,44,Homewares,338,66,33,42,1
21677,2024-04-07,44,Beverages,296,66,44,27,2
21678,2024-04-07,44,Apparel,386,66,40,48,1
21679,2024-04-07,44,Mining Consumables,439,66,42,43,1
21680,2024-04-07,44,Chilled Food,379,66,30,45,3
21681,2024-04-07,44,Auto Parts,355,66,39,34,0
21682,2024-04-07,44,Ambient Grocery,434,66,40,50,2
21683,2024-04-07,44,Industrial Consumables,357,66,42,34,2
21684,2024-04-07,44,Frozen Food,399,66,48,39,0
21685,2024-04-07,46,Pharmaceuticals,263,250,35,27,0
21686,2024-04-07,46,Electronics,319,250,39,32,0
21687,2024-04-07,46,Building Materials,329,250,31,34,0
21688,2024-04-07,46,Homewares,358,250,39,45,2
21689,2024-04-07,46,Beverages,419,250,45,42,2
21690,2024-04-07,46,Apparel,311,250,30,48,2
21691,2024-04-07,46,Mining Consumables,334,250,34,39,2
21692,2024-04-07,46,Chilled Food,429,250,45,48,2
21693,2024-04-07,46,Auto Parts,293,250,36,32,0
21694,2024-04-07,46,Ambient Grocery,284,250,32,32,2
21695,2024-04-07,46,Industrial Consumables,371,250,30,46,0
21696,2024-04-07,46,Frozen Food,288,250,39,41,0
21697,2024-04-07,50,Pharmaceuticals,387,125,32,42,2
21698,2024-04-07,50,Electronics,302,125,31,28,1
21699,2024-04-07,50,Building Materials,290,125,23,39,1
21700,2024-04-07,50,Homewares,356,125,34,36,0
21701,2024-04-07,50,Beverages,394,125,35,38,4
21702,2024-04-07,50,Apparel,328,125,33,46,3
21703,2024-04-07,50,Mining Consumables,342,125,37,37,1
21704,2024-04-07,50,Chilled Food,318,125,30,26,0
21705,2024-04-07,50,Auto Parts,384,125,38,45,0
21706,2024-04-07,50,Ambient Grocery,211,125,15,21,1
21707,2024-04-07,50,Industrial Consumables,324,125,33,37,2
21708,2024-04-07,50,Frozen Food,343,125,38,39,1
21709,2024-04-14,1,Pharmaceuticals,342,125,32,35,0
21710,2024-04-14,1,Electronics,335,125,28,29,0
21711,2024-04-14,1,Building Materials,321,125,31,18,1
21712,2024-04-14,1,Homewares,311,125,36,42,0
21713,2024-04-14,1,Beverages,301,125,26,33,2
21714,2024-04-14,1,Apparel,354,125,27,31,3
21715,2024-04-14,1,Mining Consumables,320,125,27,27,1
21716,2024-04-14,1,Chilled Food,370,125,33,53,0
21717,2024-04-14,1,Auto Parts,364,125,36,39,2
21718,2024-04-14,1,Ambient Grocery,277,125,35,39,0
21719,2024-04-14,1,Industrial Consumables,279,125,18,28,0
21720,2024-04-14,1,Frozen Food,320,125,26,32,1
21721,2024-04-14,2,Pharmaceuticals,365,125,44,47,2
21722,2024-04-14,2,Electronics,291,125,37,32,1
21723,2024-04-14,2,Building Materials,250,125,27,31,0
21724,2024-04-14,2,Homewares,325,125,29,36,1
21725,2024-04-14,2,Beverages,280,125,25,27,2
21726,2024-04-14,2,Apparel,433,125,51,56,2
21727,2024-04-14,2,Mining Consumables,293,125,27,30,0
21728,2024-04-14,2,Chilled Food,420,125,41,53,1
21729,2024-04-14,2,Auto Parts,422,125,42,49,0
21730,2024-04-14,2,Ambient Grocery,353,125,32,36,0
21731,2024-04-14,2,Industrial Consumables,353,125,39,39,0
21732,2024-04-14,2,Frozen Food,390,125,34,40,2
21733,2024-04-14,3,Pharmaceuticals,404,250,48,32,2
21734,2024-04-14,3,Electronics,339,250,33,29,1
21735,2024-04-14,3,Building Materials,352,250,34,37,0
21736,2024-04-14,3,Homewares,236,250,24,32,0
21737,2024-04-14,3,Beverages,417,250,33,48,2
21738,2024-04-14,3,Apparel,244,250,28,40,2
21739,2024-04-14,3,Mining Consumables,345,250,25,29,2
21740,2024-04-14,3,Chilled Food,304,250,37,43,2
21741,2024-04-14,3,Auto Parts,372,250,48,37,0
21742,2024-04-14,3,Ambient Grocery,373,250,37,42,1
21743,2024-04-14,3,Industrial Consumables,305,250,36,34,0
21744,2024-04-14,3,Frozen Food,330,250,36,42,0
21745,2024-04-14,8,Pharmaceuticals,256,66,32,30,1
21746,2024-04-14,8,Electronics,336,66,24,33,0
21747,2024-04-14,8,Building Materials,292,66,31,36,0
21748,2024-04-14,8,Homewares,368,66,44,45,2
21749,2024-04-14,8,Beverages,317,66,26,38,1
21750,2024-04-14,8,Apparel,343,66,37,37,1
21751,2024-04-14,8,Mining Consumables,341,66,36,37,2
21752,2024-04-14,8,Chilled Food,327,66,30,32,0
21753,2024-04-14,8,Auto Parts,329,66,34,30,0
21754,2024-04-14,8,Ambient Grocery,408,66,36,43,1
21755,2024-04-14,8,Industrial Consumables,358,66,45,40,0
21756,2024-04-14,8,Frozen Food,249,66,23,33,1
21757,2024-04-14,9,Pharmaceuticals,369,500,31,46,2
21758,2024-04-14,9,Electronics,336,500,33,48,1
21759,2024-04-14,9,Building Materials,350,500,35,36,1
21760,2024-04-14,9,Homewares,442,500,42,57,1
21761,2024-04-14,9,Beverages,316,500,35,35,0
21762,2024-04-14,9,Apparel,289,500,24,27,0
21763,2024-04-14,9,Mining Consumables,376,500,30,25,2
21764,2024-04-14,9,Chilled Food,442,500,51,50,3
21765,2024-04-14,9,Auto Parts,326,500,28,22,0
21766,2024-04-14,9,Ambient Grocery,349,500,31,44,1
21767,2024-04-14,9,Industrial Consumables,291,500,33,37,2
21768,2024-04-14,9,Frozen Food,410,500,38,50,1
21769,2024-04-14,10,Pharmaceuticals,243,500,14,27,1
21770,2024-04-14,10,Electronics,285,500,26,31,1
21771,2024-04-14,10,Building Materials,406,500,41,44,3
21772,2024-04-14,10,Homewares,341,500,32,34,0
21773,2024-04-14,10,Beverages,319,500,31,31,2
21774,2024-04-14,10,Apparel,310,500,26,25,0
21775,2024-04-14,10,Mining Consumables,271,500,25,40,1
21776,2024-04-14,10,Chilled Food,293,500,30,36,0
21777,2024-04-14,10,Auto Parts,453,500,52,49,1
21778,2024-04-14,10,Ambient Grocery,377,500,43,36,1
21779,2024-04-14,10,Industrial Consumables,328,500,18,29,0
21780,2024-04-14,10,Frozen Food,344,500,36,34,0
21781,2024-04-14,12,Pharmaceuticals,281,66,34,30,0
21782,2024-04-14,12,Electronics,426,66,45,52,0
21783,2024-04-14,12,Building Materials,297,66,33,30,0
21784,2024-04-14,12,Homewares,394,66,41,46,2
21785,2024-04-14,12,Beverages,359,66,43,33,2
21786,2024-04-14,12,Apparel,294,66,29,35,1
21787,2024-04-14,12,Mining Consumables,315,66,32,44,2
21788,2024-04-14,12,Chilled Food,328,66,33,24,0
21789,2024-04-14,12,Auto Parts,465,66,31,49,1
21790,2024-04-14,12,Ambient Grocery,254,66,24,35,1
21791,2024-04-14,12,Industrial Consumables,365,66,25,35,0
21792,2024-04-14,12,Frozen Food,314,66,35,40,0
21793,2024-04-14,13,Pharmaceuticals,290,250,23,30,0
21794,2024-04-14,13,Electronics,355,250,42,37,0
21795,2024-04-14,13,Building Materials,339,250,38,38,1
21796,2024-04-14,13,Homewares,313,250,31,31,0
21797,2024-04-14,13,Beverages,390,250,35,40,0
21798,2024-04-14,13,Apparel,380,250,34,40,0
21799,2024-04-14,13,Mining Consumables,294,250,40,30,3
21800,2024-04-14,13,Chilled Food,326,250,36,40,1
21801,2024-04-14,13,Auto Parts,299,250,28,32,0
21802,2024-04-14,13,Ambient Grocery,329,250,40,38,1
21803,2024-04-14,13,Industrial Consumables,337,250,26,45,1
21804,2024-04-14,13,Frozen Food,244,250,22,37,0
21805,2024-04-14,15,Pharmaceuticals,382,66,45,43,1
21806,2024-04-14,15,Electronics,317,66,26,31,2
21807,2024-04-14,15,Building Materials,289,66,23,42,1
21808,2024-04-14,15,Homewares,344,66,49,38,2
21809,2024-04-14,15,Beverages,292,66,25,34,0
21810,2024-04-14,15,Apparel,331,66,31,34,0
21811,2024-04-14,15,Mining Consumables,325,66,40,26,1
21812,2024-04-14,15,Chilled Food,351,66,35,38,1
21813,2024-04-14,15,Auto Parts,337,66,28,34,1
21814,2024-04-14,15,Ambient Grocery,341,66,38,37,0
21815,2024-04-14,15,Industrial Consumables,321,66,30,23,0
21816,2024-04-14,15,Frozen Food,451,66,50,57,0
21817,2024-04-14,17,Pharmaceuticals,410,250,36,43,2
21818,2024-04-14,17,Electronics,371,250,34,40,1
21819,2024-04-14,17,Building Materials,312,250,24,31,1
21820,2024-04-14,17,Homewares,381,250,34,51,1
21821,2024-04-14,17,Beverages,447,250,43,49,0
21822,2024-04-14,17,Apparel,221,250,16,13,1
21823,2024-04-14,17,Mining Consumables,360,250,50,39,1
21824,2024-04-14,17,Chilled Food,234,250,26,24,0
21825,2024-04-14,17,Auto Parts,297,250,31,31,0
21826,2024-04-14,17,Ambient Grocery,323,250,32,35,0
21827,2024-04-14,17,Industrial Consumables,277,250,34,28,0
21828,2024-04-14,17,Frozen Food,247,250,24,31,0
21829,2024-04-14,18,Pharmaceuticals,205,250,20,22,3
21830,2024-04-14,18,Electronics,223,250,16,28,1
21831,2024-04-14,18,Building Materials,390,250,45,43,0
21832,2024-04-14,18,Homewares,390,250,53,43,2
21833,2024-04-14,18,Beverages,348,250,36,32,0
21834,2024-04-14,18,Apparel,261,250,28,28,2
21835,2024-04-14,18,Mining Consumables,315,250,33,38,1
21836,2024-04-14,18,Chilled Food,333,250,36,31,3
21837,2024-04-14,18,Auto Parts,311,250,22,37,2
21838,2024-04-14,18,Ambient Grocery,331,250,35,40,1
21839,2024-04-14,18,Industrial Consumables,406,250,43,55,1
21840,2024-04-14,18,Frozen Food,513,250,45,65,2
21841,2024-04-14,20,Pharmaceuticals,307,250,38,27,0
21842,2024-04-14,20,Electronics,296,250,22,29,0
21843,2024-04-14,20,Building Materials,360,250,43,49,0
21844,2024-04-14,20,Homewares,307,250,25,29,0
21845,2024-04-14,20,Beverages,310,250,33,47,0
21846,2024-04-14,20,Apparel,389,250,36,56,1
21847,2024-04-14,20,Mining Consumables,368,250,47,37,3
21848,2024-04-14,20,Chilled Food,334,250,24,36,1
21849,2024-04-14,20,Auto Parts,340,250,40,34,0
21850,2024-04-14,20,Ambient Grocery,376,250,31,44,0
21851,2024-04-14,20,Industrial Consumables,341,250,35,38,1
21852,2024-04-14,20,Frozen Food,386,250,38,40,2
21853,2024-04-14,27,Pharmaceuticals,331,125,28,32,1
21854,2024-04-14,27,Electronics,320,125,30,29,0
21855,2024-04-14,27,Building Materials,346,125,29,47,3
21856,2024-04-14,27,Homewares,421,125,39,47,0
21857,2024-04-14,27,Beverages,235,125,24,26,0
21858,2024-04-14,27,Apparel,349,125,38,41,2
21859,2024-04-14,27,Mining Consumables,244,125,26,26,0
21860,2024-04-14,27,Chilled Food,495,125,58,41,0
21861,2024-04-14,27,Auto Parts,367,125,34,36,0
21862,2024-04-14,27,Ambient Grocery,371,125,36,37,0
21863,2024-04-14,27,Industrial Consumables,314,125,25,35,0
21864,2024-04-14,27,Frozen Food,355,125,44,39,0
21865,2024-04-14,28,Pharmaceuticals,428,125,47,45,1
21866,2024-04-14,28,Electronics,339,125,32,39,0
21867,2024-04-14,28,Building Materials,289,125,16,31,3
21868,2024-04-14,28,Homewares,295,125,37,32,0
21869,2024-04-14,28,Beverages,320,125,31,38,0
21870,2024-04-14,28,Apparel,407,125,44,52,0
21871,2024-04-14,28,Mining Consumables,341,125,32,37,0
21872,2024-04-14,28,Chilled Food,256,125,29,19,1
21873,2024-04-14,28,Auto Parts,317,125,37,32,0
21874,2024-04-14,28,Ambient Grocery,325,125,34,27,0
21875,2024-04-14,28,Industrial Consumables,328,125,27,40,0
21876,2024-04-14,28,Frozen Food,278,125,14,23,0
21877,2024-04-14,29,Pharmaceuticals,290,125,28,23,0
21878,2024-04-14,29,Electronics,309,125,21,29,0
21879,2024-04-14,29,Building Materials,393,125,30,47,2
21880,2024-04-14,29,Homewares,384,125,39,47,2
21881,2024-04-14,29,Beverages,284,125,34,34,1
21882,2024-04-14,29,Apparel,269,125,18,27,0
21883,2024-04-14,29,Mining Consumables,360,125,30,48,1
21884,2024-04-14,29,Chilled Food,272,125,24,30,1
21885,2024-04-14,29,Auto Parts,251,125,22,30,1
21886,2024-04-14,29,Ambient Grocery,230,125,26,32,0
21887,2024-04-14,29,Industrial Consumables,254,125,21,26,2
21888,2024-04-14,29,Frozen Food,381,125,27,38,2
21889,2024-04-14,30,Pharmaceuticals,367,125,45,42,0
21890,2024-04-14,30,Electronics,382,125,40,43,0
21891,2024-04-14,30,Building Materials,270,125,33,21,2
21892,2024-04-14,30,Homewares,329,125,32,32,1
21893,2024-04-14,30,Beverages,279,125,30,35,0
21894,2024-04-14,30,Apparel,359,125,46,51,2
21895,2024-04-14,30,Mining Consumables,463,125,45,58,0
21896,2024-04-14,30,Chilled Food,309,125,35,35,3
21897,2024-04-14,30,Auto Parts,293,125,35,34,0
21898,2024-04-14,30,Ambient Grocery,360,125,43,41,1
21899,2024-04-14,30,Industrial Consumables,338,125,25,29,0
21900,2024-04-14,30,Frozen Food,319,125,33,30,1
21901,2024-04-14,31,Pharmaceuticals,213,125,22,20,0
21902,2024-04-14,31,Electronics,380,125,42,44,0
21903,2024-04-14,31,Building Materials,400,125,41,34,0
21904,2024-04-14,31,Homewares,372,125,34,46,2
21905,2024-04-14,31,Beverages,293,125,23,33,0
21906,2024-04-14,31,Apparel,302,125,31,33,1
21907,2024-04-14,31,Mining Consumables,309,125,23,29,0
21908,2024-04-14,31,Chilled Food,284,125,16,21,1
21909,2024-04-14,31,Auto Parts,333,125,48,39,0
21910,2024-04-14,31,Ambient Grocery,355,125,44,39,3
21911,2024-04-14,31,Industrial Consumables,337,125,30,40,0
21912,2024-04-14,31,Frozen Food,392,125,36,53,0
21913,2024-04-14,32,Pharmaceuticals,475,125,51,57,0
21914,2024-04-14,32,Electronics,424,125,46,38,3
21915,2024-04-14,32,Building Materials,361,125,40,38,0
21916,2024-04-14,32,Homewares,281,125,29,41,0
21917,2024-04-14,32,Beverages,389,125,31,44,4
21918,2024-04-14,32,Apparel,250,125,27,24,1
21919,2024-04-14,32,Mining Consumables,317,125,16,42,0
21920,2024-04-14,32,Chilled Food,250,125,38,26,0
21921,2024-04-14,32,Auto Parts,375,125,40,34,1
21922,2024-04-14,32,Ambient Grocery,297,125,33,37,1
21923,2024-04-14,32,Industrial Consumables,335,125,37,33,0
21924,2024-04-14,32,Frozen Food,338,125,38,27,0
21925,2024-04-14,33,Pharmaceuticals,300,500,25,26,0
21926,2024-04-14,33,Electronics,407,500,49,32,1
21927,2024-04-14,33,Building Materials,239,500,24,16,1
21928,2024-04-14,33,Homewares,302,500,29,35,2
21929,2024-04-14,33,Beverages,256,500,27,17,1
21930,2024-04-14,33,Apparel,342,500,31,37,3
21931,2024-04-14,33,Mining Consumables,288,500,25,41,1
21932,2024-04-14,33,Chilled Food,346,500,31,36,0
21933,2024-04-14,33,Auto Parts,363,500,34,37,3
21934,2024-04-14,33,Ambient Grocery,347,500,35,32,2
21935,2024-04-14,33,Industrial Consumables,307,500,23,30,2
21936,2024-04-14,33,Frozen Food,360,500,31,37,1
21937,2024-04-14,36,Pharmaceuticals,295,250,25,28,3
21938,2024-04-14,36,Electronics,318,250,29,23,0
21939,2024-04-14,36,Building Materials,358,250,25,41,3
21940,2024-04-14,36,Homewares,288,250,23,34,1
21941,2024-04-14,36,Beverages,277,250,23,23,0
21942,2024-04-14,36,Apparel,331,250,29,37,0
21943,2024-04-14,36,Mining Consumables,345,250,30,44,1
21944,2024-04-14,36,Chilled Food,345,250,37,41,0
21945,2024-04-14,36,Auto Parts,284,250,29,33,1
21946,2024-04-14,36,Ambient Grocery,330,250,39,36,1
21947,2024-04-14,36,Industrial Consumables,391,250,40,42,1
21948,2024-04-14,36,Frozen Food,343,250,41,40,2
21949,2024-04-14,38,Pharmaceuticals,357,500,38,34,2
21950,2024-04-14,38,Electronics,467,500,44,64,1
21951,2024-04-14,38,Building Materials,242,500,27,31,0
21952,2024-04-14,38,Homewares,283,500,24,45,0
21953,2024-04-14,38,Beverages,272,500,23,24,0
21954,2024-04-14,38,Apparel,330,500,40,31,1
21955,2024-04-14,38,Mining Consumables,428,500,45,61,2
21956,2024-04-14,38,Chilled Food,350,500,25,34,0
21957,2024-04-14,38,Auto Parts,340,500,27,36,2
21958,2024-04-14,38,Ambient Grocery,332,500,24,30,0
21959,2024-04-14,38,Industrial Consumables,364,500,43,46,0
21960,2024-04-14,38,Frozen Food,380,500,42,39,1
21961,2024-04-14,39,Pharmaceuticals,368,250,42,44,1
21962,2024-04-14,39,Electronics,239,250,33,27,0
21963,2024-04-14,39,Building Materials,273,250,23,28,1
21964,2024-04-14,39,Homewares,249,250,28,21,0
21965,2024-04-14,39,Beverages,435,250,43,44,0
21966,2024-04-14,39,Apparel,359,250,34,34,0
21967,2024-04-14,39,Mining Consumables,276,250,29,26,0
21968,2024-04-14,39,Chilled Food,338,250,32,30,1
21969,2024-04-14,39,Auto Parts,285,250,24,20,2
21970,2024-04-14,39,Ambient Grocery,363,250,34,40,1
21971,2024-04-14,39,Industrial Consumables,395,250,39,45,2
21972,2024-04-14,39,Frozen Food,390,250,48,44,0
21973,2024-04-14,41,Pharmaceuticals,326,250,20,35,0
21974,2024-04-14,41,Electronics,358,250,28,27,3
21975,2024-04-14,41,Building Materials,253,250,19,32,0
21976,2024-04-14,41,Homewares,180,250,18,6,0
21977,2024-04-14,41,Beverages,458,250,43,60,1
21978,2024-04-14,41,Apparel,390,250,36,37,1
21979,2024-04-14,41,Mining Consumables,372,250,42,41,1
21980,2024-04-14,41,Chilled Food,289,250,22,30,0
21981,2024-04-14,41,Auto Parts,383,250,37,41,0
21982,2024-04-14,41,Ambient Grocery,230,250,21,25,1
21983,2024-04-14,41,Industrial Consumables,307,250,29,21,1
21984,2024-04-14,41,Frozen Food,389,250,39,38,1
21985,2024-04-14,42,Pharmaceuticals,326,66,32,38,1
21986,2024-04-14,42,Electronics,334,66,33,41,1
21987,2024-04-14,42,Building Materials,306,66,18,28,0
21988,2024-04-14,42,Homewares,341,66,25,30,0
21989,2024-04-14,42,Beverages,384,66,35,39,1
21990,2024-04-14,42,Apparel,376,66,43,40,0
21991,2024-04-14,42,Mining Consumables,327,66,25,16,1
21992,2024-04-14,42,Chilled Food,415,66,44,48,2
21993,2024-04-14,42,Auto Parts,318,66,37,31,1
21994,2024-04-14,42,Ambient Grocery,395,66,34,39,1
21995,2024-04-14,42,Industrial Consumables,374,66,35,51,1
21996,2024-04-14,42,Frozen Food,294,66,27,27,0
21997,2024-04-14,44,Pharmaceuticals,354,66,44,34,2
21998,2024-04-14,44,Electronics,303,66,32,31,2
21999,2024-04-14,44,Building Materials,300,66,34,38,1
22000,2024-04-14,44,Homewares,363,66,37,45,2
22001,2024-04-14,44,Beverages,311,66,34,33,1
22002,2024-04-14,44,Apparel,408,66,36,35,0
22003,2024-04-14,44,Mining Consumables,437,66,45,40,0
22004,2024-04-14,44,Chilled Food,382,66,44,35,2
22005,2024-04-14,44,Auto Parts,359,66,40,33,1
22006,2024-04-14,44,Ambient Grocery,436,66,53,54,2
22007,2024-04-14,44,Industrial Consumables,322,66,37,32,0
22008,2024-04-14,44,Frozen Food,378,66,38,46,0
22009,2024-04-14,46,Pharmaceuticals,290,250,20,25,1
22010,2024-04-14,46,Electronics,312,250,27,41,0
22011,2024-04-14,46,Building Materials,352,250,36,31,1
22012,2024-04-14,46,Homewares,372,250,38,37,0
22013,2024-04-14,46,Beverages,403,250,41,44,0
22014,2024-04-14,46,Apparel,294,250,25,24,2
22015,2024-04-14,46,Mining Consumables,342,250,42,44,1
22016,2024-04-14,46,Chilled Food,385,250,28,45,0
22017,2024-04-14,46,Auto Parts,313,250,24,29,0
22018,2024-04-14,46,Ambient Grocery,309,250,30,45,0
22019,2024-04-14,46,Industrial Consumables,335,250,37,38,1
22020,2024-04-14,46,Frozen Food,280,250,28,30,3
22021,2024-04-14,50,Pharmaceuticals,382,125,33,38,0
22022,2024-04-14,50,Electronics,335,125,26,33,2
22023,2024-04-14,50,Building Materials,300,125,32,40,2
22024,2024-04-14,50,Homewares,377,125,44,39,0
22025,2024-04-14,50,Beverages,387,125,33,47,2
22026,2024-04-14,50,Apparel,320,125,32,28,1
22027,2024-04-14,50,Mining Consumables,360,125,40,41,0
22028,2024-04-14,50,Chilled Food,326,125,31,32,1
22029,2024-04-14,50,Auto Parts,362,125,38,29,2
22030,2024-04-14,50,Ambient Grocery,217,125,19,28,0
22031,2024-04-14,50,Industrial Consumables,326,125,26,38,2
22032,2024-04-14,50,Frozen Food,323,125,34,28,1
22033,2024-04-21,1,Pharmaceuticals,339,125,36,34,1
22034,2024-04-21,1,Electronics,344,125,24,37,1
22035,2024-04-21,1,Building Materials,310,125,14,44,1
22036,2024-04-21,1,Homewares,313,125,24,38,0
22037,2024-04-21,1,Beverages,299,125,30,39,0
22038,2024-04-21,1,Apparel,332,125,43,29,4
22039,2024-04-21,1,Mining Consumables,309,125,23,32,0
22040,2024-04-21,1,Chilled Food,354,125,39,44,4
22041,2024-04-21,1,Auto Parts,368,125,44,42,1
22042,2024-04-21,1,Ambient Grocery,263,125,41,28,0
22043,2024-04-21,1,Industrial Consumables,274,125,26,26,1
22044,2024-04-21,1,Frozen Food,313,125,32,32,2
22045,2024-04-21,2,Pharmaceuticals,355,125,38,38,2
22046,2024-04-21,2,Electronics,274,125,30,31,0
22047,2024-04-21,2,Building Materials,251,125,29,24,2
22048,2024-04-21,2,Homewares,299,125,42,35,1
22049,2024-04-21,2,Beverages,271,125,29,27,1
22050,2024-04-21,2,Apparel,438,125,38,54,2
22051,2024-04-21,2,Mining Consumables,280,125,31,31,1
22052,2024-04-21,2,Chilled Food,428,125,41,49,1
22053,2024-04-21,2,Auto Parts,407,125,33,41,0
22054,2024-04-21,2,Ambient Grocery,345,125,38,19,1
22055,2024-04-21,2,Industrial Consumables,367,125,38,47,0
22056,2024-04-21,2,Frozen Food,393,125,41,51,0
22057,2024-04-21,3,Pharmaceuticals,421,250,38,50,3
22058,2024-04-21,3,Electronics,310,250,40,30,0
22059,2024-04-21,3,Building Materials,343,250,24,42,2
22060,2024-04-21,3,Homewares,242,250,18,34,2
22061,2024-04-21,3,Beverages,395,250,36,46,2
22062,2024-04-21,3,Apparel,221,250,19,31,2
22063,2024-04-21,3,Mining Consumables,344,250,35,45,1
22064,2024-04-21,3,Chilled Food,320,250,46,29,1
22065,2024-04-21,3,Auto Parts,363,250,35,34,1
22066,2024-04-21,3,Ambient Grocery,394,250,43,46,2
22067,2024-04-21,3,Industrial Consumables,326,250,32,41,3
22068,2024-04-21,3,Frozen Food,340,250,35,35,3
22069,2024-04-21,8,Pharmaceuticals,271,66,24,22,0
22070,2024-04-21,8,Electronics,361,66,36,45,0
22071,2024-04-21,8,Building Materials,302,66,31,27,2
22072,2024-04-21,8,Homewares,405,66,49,53,3
22073,2024-04-21,8,Beverages,310,66,26,38,1
22074,2024-04-21,8,Apparel,319,66,37,33,0
22075,2024-04-21,8,Mining Consumables,339,66,23,48,0
22076,2024-04-21,8,Chilled Food,306,66,27,27,2
22077,2024-04-21,8,Auto Parts,345,66,34,36,0
22078,2024-04-21,8,Ambient Grocery,414,66,30,40,2
22079,2024-04-21,8,Industrial Consumables,387,66,32,41,1
22080,2024-04-21,8,Frozen Food,256,66,14,15,3
22081,2024-04-21,9,Pharmaceuticals,338,500,28,43,0
22082,2024-04-21,9,Electronics,330,500,29,30,0
22083,2024-04-21,9,Building Materials,352,500,27,32,1
22084,2024-04-21,9,Homewares,441,500,45,47,3
22085,2024-04-21,9,Beverages,325,500,36,35,3
22086,2024-04-21,9,Apparel,284,500,34,35,0
22087,2024-04-21,9,Mining Consumables,349,500,33,35,1
22088,2024-04-21,9,Chilled Food,420,500,43,46,0
